iteration,steps_collected,episode_return_mean,safe_reach_ratio,conv_eval_success_delta_w5,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
32.0,200.0,-1.8596530914306646,0.0,nan,10.0,200.0,0.010958423605188727,0.005524105123747347,0.0,0.0,0.0,,,,,,,,,,,,
33.0,200.0,-1.9959180831909185,0.0,nan,10.0,200.0,0.061235783621668816,0.007209549613564832,0.0,0.0,0.0,,,,,,,,,,,,
34.0,97.0,-1.3599602890014657,0.0,nan,5.0,97.0,-0.09181472286581993,0.03174409897062021,0.0,0.0,0.0,,,,,,,,,,,,
35.0,56.0,-0.9680649375915527,0.0,nan,3.0,56.0,-0.002003731206059456,0.0683045641462091,0.0,0.0,0.0,,,,,,,,,,,,
36.0,200.0,-1.9716947555542,0.0,nan,10.0,200.0,0.057174744084477425,0.004331772836781056,0.0,0.0,0.0,,,,,,,,,,,,
37.0,54.0,-0.9409532928466797,0.0,nan,3.0,54.0,0.003984041977673769,0.02633747672244782,0.0,0.0,0.0,,,,,,,,,,,,
38.0,200.0,-1.8820382118225107,0.0,nan,10.0,200.0,0.050249408930540085,0.0067057665221545906,0.0,0.0,0.0,,,,,,,,,,,,
39.0,21.0,-0.6318031883239745,0.0,nan,2.0,21.0,-0.017013145377859473,0.021464497281981278,0.0,0.0,0.0,,,,,,,,,,,,
40.0,200.0,-1.8729457855224625,0.0,nan,10.0,200.0,0.020247200969606638,0.003341635340798348,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.22987377643585205,2.9204458985186648,2.0,1.0,21.0,-0.6299748992919922
41.0,159.0,-2.010058822631837,0.0,nan,9.0,159.0,0.07794290035963058,0.01444160912131269,0.0,0.0,0.0,,,,,,,,,,,,
42.0,96.0,-1.3805154418945316,0.0,nan,5.0,96.0,0.009195824852213264,0.047575648151034024,0.0,0.0,0.0,,,,,,,,,,,,
43.0,200.0,-1.9501947402954112,0.0,nan,10.0,200.0,0.042908056639134884,0.003466936660386466,0.0,0.0,0.0,,,,,,,,,,,,
44.0,200.0,-1.9177529335021983,0.0,nan,10.0,200.0,-0.0005955861415714025,0.002832792242590472,0.0,0.0,0.0,,,,,,,,,,,,
45.0,200.0,-1.9272489547729506,0.0,nan,10.0,200.0,0.016883664298802614,0.004334262584798125,0.0,0.0,0.0,,,,,,,,,,,,
46.0,200.0,-1.9332677841186543,0.0,nan,10.0,200.0,0.1096508577466011,0.004634106942446579,0.0,0.0,0.0,,,,,,,,,,,,
47.0,200.0,-1.9005306243896494,0.0,nan,10.0,200.0,0.13142495974898338,0.003907838133787891,0.0,0.0,0.0,,,,,,,,,,,,
48.0,38.0,-0.8158991622924805,0.0,nan,3.0,38.0,-0.017757402267307043,0.0019951982151389146,0.0,0.0,0.0,,,,,,,,,,,,
49.0,21.0,-0.6299733734130859,0.0,nan,2.0,21.0,0.0021401201374828815,0.0050994562382887425,0.0,0.0,0.0,,,,,,,,,,,,
50.0,200.0,-1.9679106712341325,0.0,nan,10.0,200.0,0.12299183569848537,0.004022709185996973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.473281860351562,2.509845673734162,10.0,1.0,200.0,-1.9310552597045914
51.0,56.0,-0.9729095077514648,0.0,nan,3.0,56.0,-0.007105853874236345,0.004545300546169528,0.0,0.0,0.0,,,,,,,,,,,,
52.0,36.0,-0.76028076171875,0.0,nan,2.0,36.0,0.007554910029284656,0.003158844155777274,0.0,0.0,0.0,,,,,,,,,,,,
53.0,116.0,-1.5579990005493165,0.0,nan,6.0,116.0,0.01771479845046997,0.011300288389222635,0.0,0.0,0.0,,,,,,,,,,,,
54.0,95.0,-1.3679426193237305,0.0,nan,5.0,95.0,-0.012463721679523587,0.03868056118404447,0.0,0.0,0.0,,,,,,,,,,,,
55.0,200.0,-1.895481681823732,0.0,nan,10.0,200.0,0.039535365998744965,0.006284925470599774,0.0,0.0,0.0,,,,,,,,,,,,
56.0,35.0,-0.7744854927062989,0.0,nan,2.0,35.0,0.020378806395456195,0.012137177819930197,0.0,0.0,0.0,,,,,,,,,,,,
57.0,200.0,-1.9523993492126468,0.0,nan,10.0,200.0,0.05324177350848913,0.004410603836374776,0.0,0.0,0.0,,,,,,,,,,,,
58.0,35.0,-0.7791116714477538,0.0,nan,2.0,35.0,-0.006428074790164828,0.004465757465108514,0.0,0.0,0.0,,,,,,,,,,,,
59.0,55.0,-0.9706399917602538,0.0,nan,3.0,55.0,-0.08373569883406162,0.14110858800773216,0.0,0.0,0.0,,,,,,,,,,,,
60.0,200.0,-1.7302629470825206,0.0,nan,10.0,200.0,0.0466308519244194,0.005274253456697266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.417700290679932,2.3902359308558516,11.0,1.0,200.0,-1.7236749649047876
61.0,200.0,-1.859065341949465,0.0,nan,10.0,200.0,0.07469378132373095,0.0029245511031842854,0.0,0.0,0.0,,,,,,,,,,,,
62.0,200.0,-1.8358704566955577,0.0,nan,10.0,200.0,0.06242673471570015,0.00495543689167107,0.0,0.0,0.0,,,,,,,,,,,,
63.0,200.0,-1.9682587623596202,0.0,nan,10.0,200.0,0.032200135756284,0.00397725941794647,0.0,0.0,0.0,,,,,,,,,,,,
64.0,200.0,-1.8287450790405284,0.0,nan,10.0,200.0,0.005603741388767958,0.005176622801031954,0.0,0.0,0.0,,,,,,,,,,,,
65.0,200.0,-1.735177803039552,0.0,nan,12.0,200.0,0.004258335800841451,0.006871278013001074,0.0,0.0,0.0,,,,,,,,,,,,
66.0,200.0,-1.7605761528015151,0.0,nan,10.0,200.0,0.045322809368371964,0.004615651794379119,0.0,0.0,0.0,,,,,,,,,,,,
67.0,200.0,-1.6555622100830096,0.0,nan,12.0,200.0,-0.0042956804390996695,0.007651206981350356,0.0,0.0,0.0,,,,,,,,,,,,
68.0,114.0,-1.5654809379577643,0.0,nan,6.0,114.0,-0.001279253512620926,0.0077417541463211436,0.0,0.0,0.0,,,,,,,,,,,,
69.0,54.0,-0.9684032821655272,0.0,nan,3.0,54.0,-0.09190399013459682,0.0019986140473688633,0.0,0.0,0.0,,,,,,,,,,,,
70.0,200.0,-1.497779464721681,0.0,nan,13.0,200.0,-0.00235536927357316,0.00598932436212408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.661965847015381,4.4341307294380385,13.0,1.0,200.0,-1.458598136901856
71.0,74.0,-1.1690221214294432,0.0,nan,4.0,74.0,-0.09521936066448689,0.004063549383686591,0.0,0.0,0.0,,,,,,,,,,,,
72.0,200.0,-1.499878978729249,0.0,nan,11.0,200.0,-0.021066487301141024,0.0029397690913924635,0.0,0.0,0.0,,,,,,,,,,,,
73.0,34.0,-0.7711233520507812,0.0,nan,2.0,34.0,0.002111271722242236,0.0032736663775080267,0.0,0.0,0.0,,,,,,,,,,,,
74.0,151.0,-1.912782249450684,0.0,nan,8.0,151.0,0.07279977854341269,0.003436711960018889,0.0,0.0,0.0,,,,,,,,,,,,
75.0,51.0,-0.9155803298950195,0.0,nan,3.0,51.0,-0.03174993838183582,0.0016863381597966723,0.0,0.0,0.0,,,,,,,,,,,,
76.0,131.0,-1.7106542205810549,0.0,nan,7.0,131.0,-0.04168236022815108,0.0040281094235062815,0.0,0.0,0.0,,,,,,,,,,,,
77.0,34.0,-0.7733333015441894,0.0,nan,2.0,34.0,0.06925705168396235,0.005342359418684511,0.0,0.0,0.0,,,,,,,,,,,,
78.0,72.0,-1.1433635902404786,0.0,nan,4.0,72.0,-0.018058602465316653,0.0031865809586613856,0.0,0.0,0.0,,,,,,,,,,,,
79.0,34.0,-0.7745233917236328,0.0,nan,2.0,34.0,-0.03354876837693155,0.001637745385939043,0.0,0.0,0.0,,,,,,,,,,,,
80.0,200.0,-0.6741512298583996,0.0,nan,10.0,200.0,0.08019956573843956,0.020141149777026614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.1944960355758667,3.7655099779367447,6.0,1.0,114.0,-1.5630985641479498
81.0,54.0,-0.9764008903503418,0.0,nan,3.0,54.0,-0.012027650838717818,0.014262441516553669,0.0,0.0,0.0,,,,,,,,,,,,
82.0,54.0,-0.9775399589538575,0.0,nan,3.0,54.0,-0.02659432776272297,0.007693918990062903,0.0,0.0,0.0,,,,,,,,,,,,
83.0,200.0,-1.1363393306732177,0.0,nan,12.0,200.0,-0.031355177285149693,0.003291560932502762,0.0,0.0,0.0,,,,,,,,,,,,
84.0,37.0,-0.7813266944885254,0.0,nan,3.0,37.0,0.017778228037059307,0.0013962166534887779,0.0,0.0,0.0,,,,,,,,,,,,
85.0,200.0,-1.0818257331848158,0.0,nan,11.0,200.0,0.004088799003511667,0.010606847982553519,0.0,0.0,0.0,,,,,,,,,,,,
86.0,53.0,-0.9653368759155274,0.0,nan,4.0,53.0,-0.03758343984372914,0.000503410910103,0.0,0.0,0.0,,,,,,,,,,,,
87.0,200.0,-0.567639911174774,0.0,nan,12.0,200.0,0.02071596565656364,0.034019886334073136,0.0,0.0,0.0,,,,,,,,,,,,
88.0,187.0,0.6931204158067703,1.0,nan,10.0,187.0,0.17644813656806946,0.015898051856481896,0.0,0.0,0.0,,,,,,,,,,,,
89.0,200.0,-0.9740230560302752,0.0,nan,10.0,200.0,-0.009741928661242127,0.004559210722982243,0.0,0.0,0.0,,,,,,,,,,,,
90.0,200.0,-1.4779599189758306,0.0,0.0,10.0,200.0,0.08496910706162453,0.0012732152223713911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5967307090759277,8.378294758033007,10.0,1.0,200.0,-0.5894765615463271
91.0,200.0,-0.6903614282608045,0.0,nan,10.0,200.0,0.01766489027068019,0.025076894824148894,0.0,0.0,0.0,,,,,,,,,,,,
92.0,200.0,-0.8185267925262458,0.0,nan,10.0,200.0,0.00638852478004992,0.0016798458259199834,0.0,0.0,0.0,,,,,,,,,,,,
93.0,200.0,-0.6139363527297979,0.0,nan,10.0,200.0,0.014099257299676538,0.002263950436063169,0.0,0.0,0.0,,,,,,,,,,,,
94.0,200.0,-1.1135275363922132,0.0,nan,11.0,200.0,0.017812180798500776,0.0038575283826355646,0.0,0.0,0.0,,,,,,,,,,,,
95.0,200.0,-0.7830683469772349,0.0,nan,11.0,200.0,-0.0007906241808086634,0.00277674834963193,0.0,0.0,0.0,,,,,,,,,,,,
96.0,200.0,-1.4020590782165545,0.0,nan,10.0,200.0,0.05644074734300375,0.0005457733237142293,0.0,0.0,0.0,,,,,,,,,,,,
97.0,200.0,-0.7113132953643803,0.0,nan,10.0,200.0,0.005430547636933625,0.002043052128228737,0.0,0.0,0.0,,,,,,,,,,,,
98.0,200.0,-0.8417863845825203,0.0,nan,10.0,200.0,0.0017810086719691753,0.001780452278778739,0.0,0.0,0.0,,,,,,,,,,,,
99.0,200.0,-0.7315016508102422,0.0,nan,10.0,200.0,-0.010084129287861288,0.0010528614529766854,0.0,0.0,0.0,,,,,,,,,,,,
100.0,200.0,-1.2679874420166022,0.0,0.0,10.0,200.0,0.022557560354471207,0.001204282051703558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6304874420166016,3.0877668713219464,10.0,1.0,200.0,-1.4698864936828622
101.0,200.0,-0.5740499377250677,0.0,nan,11.0,200.0,0.007114711217582226,0.006610001310714324,0.0,0.0,0.0,,,,,,,,,,,,
102.0,200.0,-1.363793945312501,0.0,nan,10.0,200.0,0.017931762617081404,0.0006681613021356725,0.0,0.0,0.0,,,,,,,,,,,,
103.0,200.0,-1.5742861747741717,0.0,nan,10.0,200.0,0.018239255296066403,0.00023868270966588057,0.0,0.0,0.0,,,,,,,,,,,,
104.0,200.0,-1.928631591796878,0.0,nan,10.0,200.0,0.07549394946545362,0.0008735084880853706,0.0,0.0,0.0,,,,,,,,,,,,
105.0,200.0,-1.9852578163146972,0.0,nan,10.0,200.0,0.04418010078370571,0.0015638340095313196,0.0,0.0,0.0,,,,,,,,,,,,
106.0,200.0,-1.9572606086730964,0.0,nan,10.0,200.0,0.05009463522583246,0.000986046082211356,0.0,0.0,0.0,,,,,,,,,,,,
107.0,200.0,-1.99701156616211,0.0,nan,10.0,200.0,0.06185897905379534,0.009611299150565173,0.0,0.0,0.0,,,,,,,,,,,,
108.0,200.0,-1.9608510971069353,0.0,nan,10.0,200.0,0.03601436037570238,0.03712485014773847,0.0,0.0,0.0,,,,,,,,,,,,
109.0,141.0,-1.725234661102295,0.0,nan,8.0,141.0,0.0220871641067788,0.02935513443108703,0.0,0.0,0.0,,,,,,,,,,,,
110.0,200.0,-1.212662124633789,0.0,0.0,10.0,200.0,0.029964889865368605,0.016482677018245226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.827682495117188,7.5087626643362455,10.0,1.0,200.0,-1.2866222381591812
111.0,200.0,-1.2866222381591812,0.0,nan,10.0,200.0,0.019153037574142218,0.01591308158816787,0.0,0.0,0.0,,,,,,,,,,,,
112.0,200.0,-1.9792743682861331,0.0,nan,10.0,200.0,0.0705651305615902,0.010118431563700625,0.0,0.0,0.0,,,,,,,,,,,,
113.0,26.0,-0.6780697441101075,0.0,nan,2.0,26.0,0.014106765622273088,0.7434072562744125,0.0,0.0,0.0,,,,,,,,,,,,
114.0,200.0,-1.9968576431274434,0.0,nan,10.0,200.0,0.05278145149350166,0.010513872710216674,0.0,0.0,0.0,,,,,,,,,,,,
115.0,200.0,-1.975053596496583,0.0,nan,10.0,200.0,0.04337824787944555,0.01125719107403711,0.0,0.0,0.0,,,,,,,,,,,,
116.0,26.0,-0.6612389183044434,0.0,nan,2.0,26.0,0.03689168859273195,0.7181439859358272,0.0,0.0,0.0,,,,,,,,,,,,
117.0,25.0,-0.67886323928833,0.0,nan,2.0,25.0,0.02115070214495063,0.6758005826233421,0.0,0.0,0.0,,,,,,,,,,,,
118.0,200.0,-1.9945285797119152,0.0,nan,10.0,200.0,0.05895846337080002,0.010444855474779614,0.0,0.0,0.0,,,,,,,,,,,,
119.0,200.0,-1.9042716979980476,0.0,nan,10.0,200.0,0.03940423484891653,0.013244116740534082,0.0,0.0,0.0,,,,,,,,,,,,
120.0,200.0,-1.9744393348693854,0.0,0.0,10.0,200.0,0.0663791112601757,0.01369251296910079,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.02274179458618164,2.8514448907226324,2.0,1.0,29.0,-0.725865592956543
121.0,29.0,-0.725865592956543,0.0,nan,2.0,29.0,0.010349356336519122,0.04651251045564503,0.0,0.0,0.0,,,,,,,,,,,,
122.0,200.0,-1.98075819015503,0.0,nan,10.0,200.0,0.06582262180745602,0.010969945706456201,0.0,0.0,0.0,,,,,,,,,,,,
123.0,39.0,-0.8162298583984375,0.0,nan,2.0,39.0,0.0053295320249162614,0.02451243277083939,0.0,0.0,0.0,,,,,,,,,,,,
124.0,200.0,-1.9972514152526875,0.0,nan,10.0,200.0,0.0670356024056673,0.010381931959964277,0.0,0.0,0.0,,,,,,,,,,,,
125.0,40.0,-0.8305819511413575,0.0,nan,2.0,40.0,0.0010030336561612785,0.029876914619649142,0.0,0.0,0.0,,,,,,,,,,,,
126.0,200.0,-1.9875267028808612,0.0,nan,10.0,200.0,0.059893048368394375,0.011009916966104356,0.0,0.0,0.0,,,,,,,,,,,,
127.0,40.0,-0.8208528518676756,0.0,nan,2.0,40.0,0.003926988109014928,0.026967577581430112,0.0,0.0,0.0,,,,,,,,,,,,
128.0,200.0,-1.9932408332824725,0.0,nan,10.0,200.0,0.06430815532803535,0.010479280901417951,0.0,0.0,0.0,,,,,,,,,,,,
129.0,40.0,-0.8197455406188965,0.0,nan,2.0,40.0,0.005360509734600782,0.02679563225988204,0.0,0.0,0.0,,,,,,,,,,,,
130.0,200.0,-1.988179969787599,0.0,0.0,10.0,200.0,0.05780921131372452,0.01093814397623646,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.007959246635437012,2.8542605225811712,2.0,1.0,39.0,-0.8261736297607422
131.0,39.0,-0.8261736297607422,0.0,nan,2.0,39.0,0.005121888010762632,0.0261333242533277,0.0,0.0,0.0,,,,,,,,,,,,
132.0,200.0,-1.9836616516113292,0.0,nan,10.0,200.0,0.06311953067779541,0.010866853494262614,0.0,0.0,0.0,,,,,,,,,,,,
133.0,40.0,-0.8193673133850097,0.0,nan,2.0,40.0,0.0058648871490731835,0.02641542954452234,0.0,0.0,0.0,,,,,,,,,,,,
134.0,200.0,-1.9818748474121102,0.0,nan,10.0,200.0,0.05630257725715637,0.010952281432619202,0.0,0.0,0.0,,,,,,,,,,,,
135.0,39.0,-0.8229145431518555,0.0,nan,2.0,39.0,0.0047279344871640205,0.02508061889024341,0.0,0.0,0.0,,,,,,,,,,,,
136.0,200.0,-1.9666987419128432,0.0,nan,10.0,200.0,0.061769028194248676,0.011812596949966973,0.0,0.0,0.0,,,,,,,,,,,,
137.0,200.0,-1.8800611495971693,0.0,nan,10.0,200.0,0.05271642375737429,0.020003452530763754,0.0,0.0,0.0,,,,,,,,,,,,
138.0,32.0,-0.7330468368530274,0.0,nan,2.0,32.0,0.012199206976220012,0.07438565585221113,0.0,0.0,0.0,,,,,,,,,,,,
139.0,37.0,-0.8059033584594726,0.0,nan,2.0,37.0,0.004649137583328411,0.014129874648387084,0.0,0.0,0.0,,,,,,,,,,,,
140.0,200.0,-1.9041102409362816,0.0,0.0,10.0,200.0,0.055962616577744484,0.014350854527074262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.508813858032227,1.9964944113744423,10.0,1.0,200.0,-1.9921883583068862
141.0,200.0,-1.9791845321655277,0.0,nan,10.0,200.0,0.03138207830488682,0.011531003325653728,0.0,0.0,0.0,,,,,,,,,,,,
142.0,40.0,-0.8200603485107422,0.0,nan,2.0,40.0,0.0047416239976882935,0.02598026942650904,0.0,0.0,0.0,,,,,,,,,,,,
143.0,200.0,-1.989843940734866,0.0,nan,10.0,200.0,0.05905022844672203,0.01057265325314802,0.0,0.0,0.0,,,,,,,,,,,,
144.0,38.0,-0.808089427947998,0.0,nan,2.0,38.0,0.009486084571108222,0.019302252706677934,0.0,0.0,0.0,,,,,,,,,,,,
145.0,200.0,-1.9632940292358412,0.0,nan,10.0,200.0,0.08013716153800488,0.01194828425086598,0.0,0.0,0.0,,,,,,,,,,,,
146.0,40.0,-0.8166120529174804,0.0,nan,2.0,40.0,0.007309831096790731,0.025116780290773022,0.0,0.0,0.0,,,,,,,,,,,,
147.0,200.0,-1.9873299598693859,0.0,nan,10.0,200.0,0.06016722600907087,0.010636655324742606,0.0,0.0,0.0,,,,,,,,,,,,
148.0,38.0,-0.8103430557250976,0.0,nan,2.0,38.0,0.002871069882530719,0.019739853613875886,0.0,0.0,0.0,,,,,,,,,,,,
149.0,200.0,-1.9569174766540536,0.0,nan,10.0,200.0,0.04707277659326792,0.012159156123452704,0.0,0.0,0.0,,,,,,,,,,,,
150.0,39.0,-0.8147733116149902,0.0,0.0,2.0,39.0,-0.00013838993618264794,0.022977642410483102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.48773193359375,2.2765019336748082,10.0,1.0,200.0,-1.950160789489747
151.0,200.0,-1.9528121948242194,0.0,nan,10.0,200.0,0.05604717694222927,0.011914971680525924,0.0,0.0,0.0,,,,,,,,,,,,
152.0,39.0,-0.8168601417541503,0.0,nan,2.0,39.0,0.0008056579390540719,0.02380232549881046,0.0,0.0,0.0,,,,,,,,,,,,
153.0,200.0,-1.9647074699401874,0.0,nan,10.0,200.0,0.019429518724791706,0.014140090969704033,0.0,0.0,0.0,,,,,,,,,,,,
