iteration,n_rounds,skill_ids,skill_names,t_start,t_end
96,10,"[4, 4, 4, 4, 4, 2, 4, 4, 4, 2]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
97,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
98,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
99,10,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
100,10,"[4, 4, 4, 4, 4, 4, 5, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
101,11,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 3, 4]","[""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""decelerate"", ""cruise""]","[0, 20, 40, 60, 62, 82, 102, 122, 142, 162, 182]","[20, 40, 60, 62, 82, 102, 122, 142, 162, 182, 200]"
102,10,"[4, 4, 2, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
103,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
104,10,"[2, 4, 5, 2, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""cruise"", ""hover"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
105,10,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
106,10,"[4, 5, 4, 4, 2, 4, 4, 4, 4, 4]","[""cruise"", ""hover"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
107,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
108,10,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
109,8,"[4, 4, 4, 4, 4, 4, 4, 5]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140]","[20, 40, 60, 80, 100, 120, 140, 141]"
110,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
111,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
112,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
113,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 26]"
114,10,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
115,10,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
116,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 26]"
117,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 25]"
118,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
119,10,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
120,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
121,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 29]"
122,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
123,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 39]"
124,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
125,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
126,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
127,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
128,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
129,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
130,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
131,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 39]"
132,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
133,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
134,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
135,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 39]"
136,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
137,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
138,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 32]"
139,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 37]"
140,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
141,10,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
142,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
143,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
144,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 38]"
145,10,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
146,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 40]"
147,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
148,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 38]"
149,10,"[4, 4, 4, 4, 4, 4, 4, 4, 5, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
150,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 39]"
151,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
152,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 39]"
153,10,"[4, 4, 4, 4, 4, 4, 4, 5, 4, 2]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""accelerate""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
154,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
155,3,"[4, 4, 4]","[""cruise"", ""cruise"", ""cruise""]","[0, 20, 40]","[20, 40, 41]"
156,10,"[4, 4, 4, 4, 4, 4, 5, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
157,10,"[5, 4, 5, 4, 4, 4, 4, 4, 2, 4]","[""hover"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
158,10,"[4, 2, 4, 4, 4, 5, 2, 4, 4, 4]","[""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
159,10,"[4, 4, 4, 4, 5, 4, 4, 4, 2, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
160,2,"[4, 4]","[""cruise"", ""cruise""]","[0, 20]","[20, 38]"
161,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 5]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
162,10,"[4, 4, 4, 4, 2, 4, 2, 5, 4, 5]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""hover"", ""cruise"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
163,3,"[4, 3, 5]","[""cruise"", ""decelerate"", ""hover""]","[0, 20, 26]","[20, 26, 37]"
164,2,"[2, 4]","[""accelerate"", ""cruise""]","[0, 19]","[19, 34]"
165,10,"[4, 4, 5, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
166,10,"[2, 4, 5, 4, 4, 2, 4, 4, 5, 4]","[""accelerate"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""hover"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
167,10,"[2, 4, 4, 4, 2, 4, 4, 5, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
168,10,"[4, 4, 2, 5, 4, 2, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""accelerate"", ""hover"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
169,11,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 1, 4]","[""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180, 187]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 187, 200]"
170,10,"[4, 4, 4, 4, 2, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
171,10,"[2, 4, 4, 4, 4, 5, 4, 4, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""hover"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
172,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
173,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
174,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
175,10,"[4, 4, 5, 2, 4, 2, 4, 2, 4, 4]","[""cruise"", ""cruise"", ""hover"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
176,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
177,10,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
178,10,"[4, 4, 4, 4, 4, 4, 4, 0, 4, 2]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""accelerate""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
179,11,"[2, 4, 2, 4, 2, 4, 5, 4, 0, 1, 4]","[""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""hover"", ""cruise"", ""turn_left"", ""turn_right"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 177, 188]","[20, 40, 60, 80, 100, 120, 140, 160, 177, 188, 200]"
180,8,"[4, 4, 4, 4, 4, 1, 4, 4]","[""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 108, 128]","[20, 40, 60, 80, 100, 108, 128, 130]"
181,10,"[4, 4, 2, 4, 4, 2, 4, 4, 2, 4]","[""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
182,10,"[4, 2, 4, 2, 4, 5, 4, 0, 1, 5]","[""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""hover"", ""cruise"", ""turn_left"", ""turn_right"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
183,10,"[2, 4, 2, 4, 2, 5, 4, 2, 4, 1]","[""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""hover"", ""cruise"", ""accelerate"", ""cruise"", ""turn_right""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
184,10,"[2, 2, 4, 2, 2, 2, 2, 2, 4, 2]","[""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
185,10,"[2, 2, 4, 2, 2, 4, 4, 2, 2, 4]","[""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
186,10,"[2, 2, 2, 4, 2, 2, 4, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
187,10,"[2, 2, 2, 4, 4, 2, 2, 2, 2, 5]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
188,10,"[4, 2, 4, 4, 2, 2, 2, 2, 2, 4]","[""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
189,10,"[2, 2, 2, 2, 5, 4, 2, 2, 2, 5]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""hover"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
190,10,"[2, 2, 2, 4, 4, 2, 2, 2, 2, 5]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
191,10,"[4, 2, 2, 5, 4, 2, 2, 5, 1, 4]","[""cruise"", ""accelerate"", ""accelerate"", ""hover"", ""cruise"", ""accelerate"", ""accelerate"", ""hover"", ""turn_right"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
192,10,"[2, 5, 4, 4, 4, 2, 2, 2, 4, 5]","[""accelerate"", ""hover"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
193,2,"[2, 1]","[""accelerate"", ""turn_right""]","[0, 17]","[17, 35]"
194,10,"[2, 2, 2, 5, 2, 4, 5, 5, 5, 5]","[""accelerate"", ""accelerate"", ""accelerate"", ""hover"", ""accelerate"", ""cruise"", ""hover"", ""hover"", ""hover"", ""hover""]","[0, 20, 40, 60, 80, 100, 120, 140, 160, 180]","[20, 40, 60, 80, 100, 120, 140, 160, 180, 200]"
195,2,"[2, 4]","[""accelerate"", ""cruise""]","[0, 17]","[17, 28]"
196,2,"[2, 5]","[""accelerate"", ""hover""]","[0, 17]","[17, 27]"
