iteration,n_rounds,skill_ids,skill_names,t_start,t_end
114,23,"[4, 2, 2, 2, 4, 4, 0, 0, 4, 4, 4, 1, 0, 4, 2, 0, 0, 2, 4, 4, 4, 2, 0]","[""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left""]","[0, 10, 20, 28, 29, 39, 49, 57, 65, 75, 85, 95, 101, 109, 119, 128, 138, 148, 158, 168, 178, 188, 198]","[10, 20, 28, 29, 39, 49, 57, 65, 75, 85, 95, 101, 109, 119, 128, 138, 148, 158, 168, 178, 188, 198, 200]"
115,29,"[1, 1, 0, 4, 1, 2, 2, 2, 4, 2, 0, 4, 2, 2, 2, 2, 2, 4, 4, 4, 0, 4, 4, 2, 2, 4, 2, 4, 0]","[""turn_right"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""turn_left""]","[0, 1, 2, 12, 22, 25, 35, 36, 37, 47, 48, 57, 67, 77, 87, 97, 100, 101, 111, 121, 131, 140, 150, 160, 170, 176, 186, 187, 197]","[1, 2, 12, 22, 25, 35, 36, 37, 47, 48, 57, 67, 77, 87, 97, 100, 101, 111, 121, 131, 140, 150, 160, 170, 176, 186, 187, 197, 200]"
116,24,"[0, 1, 2, 2, 0, 0, 4, 0, 2, 4, 1, 2, 4, 4, 2, 3, 2, 4, 4, 0, 0, 0, 0, 3]","[""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""decelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""decelerate""]","[0, 3, 13, 23, 28, 36, 44, 54, 62, 70, 80, 88, 98, 108, 118, 128, 138, 148, 158, 168, 174, 181, 188, 195]","[3, 13, 23, 28, 36, 44, 54, 62, 70, 80, 88, 98, 108, 118, 128, 138, 148, 158, 168, 174, 181, 188, 195, 200]"
117,25,"[2, 2, 2, 1, 2, 4, 4, 2, 2, 4, 0, 3, 0, 4, 4, 2, 4, 4, 4, 0, 4, 4, 2, 0, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""decelerate"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left""]","[0, 10, 20, 21, 28, 30, 40, 50, 51, 52, 62, 69, 79, 83, 93, 103, 113, 123, 133, 143, 153, 163, 173, 183, 193]","[10, 20, 21, 28, 30, 40, 50, 51, 52, 62, 69, 79, 83, 93, 103, 113, 123, 133, 143, 153, 163, 173, 183, 193, 200]"
118,29,"[1, 1, 4, 4, 2, 4, 2, 2, 2, 0, 4, 2, 0, 0, 0, 0, 2, 2, 2, 0, 4, 1, 0, 2, 1, 1, 1, 1, 3]","[""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""decelerate""]","[0, 1, 2, 12, 22, 32, 42, 51, 52, 53, 61, 71, 81, 88, 95, 103, 111, 118, 119, 120, 130, 140, 149, 157, 167, 174, 181, 187, 193]","[1, 2, 12, 22, 32, 42, 51, 52, 53, 61, 71, 81, 88, 95, 103, 111, 118, 119, 120, 130, 140, 149, 157, 167, 174, 181, 187, 193, 200]"
119,14,"[2, 1, 1, 4, 1, 2, 4, 4, 1, 4, 0, 0, 4, 2]","[""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate""]","[0, 10, 14, 20, 30, 37, 47, 57, 67, 76, 86, 96, 105, 115]","[10, 14, 20, 30, 37, 47, 57, 67, 76, 86, 96, 105, 115, 117]"
120,24,"[0, 2, 4, 1, 2, 2, 1, 2, 3, 2, 1, 2, 1, 1, 0, 4, 4, 2, 0, 4, 4, 0, 1, 0]","[""turn_left"", ""accelerate"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""turn_right"", ""turn_left""]","[0, 3, 13, 23, 33, 43, 53, 61, 69, 79, 89, 94, 103, 111, 120, 129, 139, 149, 159, 165, 175, 185, 190, 197]","[3, 13, 23, 33, 43, 53, 61, 69, 79, 89, 94, 103, 111, 120, 129, 139, 149, 159, 165, 175, 185, 190, 197, 200]"
121,27,"[1, 1, 1, 0, 2, 0, 0, 2, 2, 2, 2, 0, 4, 4, 2, 0, 0, 3, 4, 2, 0, 0, 0, 1, 1, 1, 1]","[""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right""]","[0, 2, 4, 7, 13, 23, 33, 41, 51, 53, 54, 55, 64, 74, 84, 93, 102, 110, 120, 130, 140, 150, 160, 170, 176, 184, 192]","[2, 4, 7, 13, 23, 33, 41, 51, 53, 54, 55, 64, 74, 84, 93, 102, 110, 120, 130, 140, 150, 160, 170, 176, 184, 192, 200]"
122,26,"[2, 2, 1, 2, 2, 1, 0, 4, 0, 2, 0, 2, 2, 4, 4, 0, 4, 2, 0, 0, 2, 4, 0, 0, 0, 3]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""decelerate""]","[0, 10, 20, 26, 31, 32, 40, 49, 59, 68, 78, 87, 97, 102, 112, 122, 130, 140, 146, 154, 161, 166, 176, 184, 191, 197]","[10, 20, 26, 31, 32, 40, 49, 59, 68, 78, 87, 97, 102, 112, 122, 130, 140, 146, 154, 161, 166, 176, 184, 191, 197, 200]"
123,24,"[1, 2, 4, 0, 2, 4, 0, 4, 4, 2, 2, 4, 1, 3, 4, 4, 2, 0, 3, 4, 2, 0, 4, 2]","[""turn_right"", ""accelerate"", ""cruise"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_right"", ""decelerate"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate""]","[0, 1, 11, 21, 29, 39, 49, 58, 68, 78, 86, 87, 97, 107, 117, 127, 137, 147, 153, 162, 172, 182, 188, 198]","[1, 11, 21, 29, 39, 49, 58, 68, 78, 86, 87, 97, 107, 117, 127, 137, 147, 153, 162, 172, 182, 188, 198, 200]"
124,29,"[1, 2, 4, 2, 2, 2, 2, 0, 4, 2, 0, 4, 4, 4, 2, 2, 2, 4, 3, 0, 0, 4, 1, 3, 2, 4, 2, 3, 3]","[""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""decelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_right"", ""decelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""decelerate"", ""decelerate""]","[0, 1, 11, 21, 29, 30, 31, 32, 42, 52, 59, 68, 78, 88, 98, 103, 104, 105, 115, 125, 128, 132, 142, 150, 158, 168, 178, 188, 198]","[1, 11, 21, 29, 30, 31, 32, 42, 52, 59, 68, 78, 88, 98, 103, 104, 105, 115, 125, 128, 132, 142, 150, 158, 168, 178, 188, 198, 200]"
125,26,"[2, 1, 2, 0, 1, 0, 0, 0, 2, 2, 0, 0, 4, 2, 4, 3, 2, 2, 2, 4, 2, 2, 1, 1, 0, 4]","[""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate"", ""cruise"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""cruise""]","[0, 10, 14, 22, 31, 37, 45, 52, 59, 69, 79, 88, 96, 106, 113, 123, 133, 143, 153, 156, 166, 167, 168, 177, 185, 192]","[10, 14, 22, 31, 37, 45, 52, 59, 69, 79, 88, 96, 106, 113, 123, 133, 143, 153, 156, 166, 167, 168, 177, 185, 192, 200]"
126,24,"[0, 1, 2, 1, 2, 0, 4, 1, 0, 4, 0, 2, 4, 4, 2, 0, 4, 4, 2, 0, 4, 0, 2, 3]","[""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""decelerate""]","[0, 3, 13, 23, 28, 34, 42, 52, 58, 65, 75, 81, 91, 101, 111, 121, 130, 140, 150, 160, 169, 179, 187, 197]","[3, 13, 23, 28, 34, 42, 52, 58, 65, 75, 81, 91, 101, 111, 121, 130, 140, 150, 160, 169, 179, 187, 197, 200]"
127,26,"[0, 2, 1, 1, 4, 4, 1, 2, 2, 2, 2, 4, 2, 0, 1, 2, 4, 0, 1, 0, 4, 4, 4, 4, 4, 3]","[""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""decelerate""]","[0, 3, 13, 23, 33, 43, 53, 63, 73, 75, 76, 77, 87, 88, 97, 104, 114, 124, 133, 140, 148, 158, 168, 178, 188, 198]","[3, 13, 23, 33, 43, 53, 63, 73, 75, 76, 77, 87, 88, 97, 104, 114, 124, 133, 140, 148, 158, 168, 178, 188, 198, 200]"
128,24,"[0, 1, 2, 1, 4, 2, 1, 2, 2, 1, 1, 2, 2, 0, 4, 0, 3, 2, 0, 4, 0, 2, 0, 3]","[""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""decelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""decelerate""]","[0, 3, 13, 23, 33, 43, 53, 63, 73, 78, 86, 95, 105, 106, 116, 126, 134, 144, 154, 160, 170, 178, 188, 197]","[3, 13, 23, 33, 43, 53, 63, 73, 78, 86, 95, 105, 106, 116, 126, 134, 144, 154, 160, 170, 178, 188, 197, 200]"
129,23,"[2, 4, 4, 0, 0, 2, 0, 4, 2, 0, 0, 0, 4, 0, 4, 0, 0, 1, 0, 1, 1, 1, 1]","[""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right""]","[0, 10, 20, 30, 40, 50, 60, 68, 78, 88, 96, 104, 114, 124, 131, 141, 147, 155, 163, 170, 179, 187, 195]","[10, 20, 30, 40, 50, 60, 68, 78, 88, 96, 104, 114, 124, 131, 141, 147, 155, 163, 170, 179, 187, 195, 200]"
130,23,"[2, 0, 0, 1, 0, 3, 4, 2, 0, 1, 0, 4, 3, 2, 0, 2, 0, 4, 2, 3, 2, 3, 2]","[""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_left"", ""cruise"", ""decelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate""]","[0, 10, 20, 30, 35, 42, 52, 62, 72, 81, 88, 95, 105, 115, 125, 131, 141, 149, 159, 169, 179, 189, 194]","[10, 20, 30, 35, 42, 52, 62, 72, 81, 88, 95, 105, 115, 125, 131, 141, 149, 159, 169, 179, 189, 194, 200]"
131,23,"[4, 4, 4, 2, 2, 1, 1, 0, 2, 1, 1, 1, 1, 1, 2, 2, 2, 4, 3, 0, 4, 4, 2]","[""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""decelerate"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate""]","[0, 10, 20, 30, 40, 50, 60, 70, 78, 88, 96, 103, 110, 120, 130, 140, 146, 147, 157, 167, 170, 180, 190]","[10, 20, 30, 40, 50, 60, 70, 78, 88, 96, 103, 110, 120, 130, 140, 146, 147, 157, 167, 170, 180, 190, 200]"
132,18,"[1, 2, 0, 2, 0, 0, 1, 2, 4, 4, 4, 4, 4, 2, 3, 2, 0, 4]","[""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""cruise""]","[0, 2, 12, 21, 31, 40, 48, 57, 67, 77, 87, 97, 107, 117, 118, 128, 138, 144]","[2, 12, 21, 31, 40, 48, 57, 67, 77, 87, 97, 107, 117, 118, 128, 138, 144, 147]"
133,25,"[1, 2, 0, 2, 0, 4, 0, 0, 4, 4, 2, 0, 2, 4, 1, 1, 4, 0, 0, 1, 1, 1, 0, 3, 2]","[""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""decelerate"", ""accelerate""]","[0, 1, 11, 19, 27, 35, 45, 52, 61, 71, 81, 91, 99, 109, 119, 128, 136, 146, 152, 158, 166, 173, 180, 187, 195]","[1, 11, 19, 27, 35, 45, 52, 61, 71, 81, 91, 99, 109, 119, 128, 136, 146, 152, 158, 166, 173, 180, 187, 195, 200]"
134,29,"[2, 0, 1, 0, 2, 2, 2, 4, 4, 0, 4, 2, 2, 0, 2, 2, 2, 0, 2, 3, 0, 0, 0, 0, 4, 0, 2, 0, 3]","[""accelerate"", ""turn_left"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""decelerate""]","[0, 10, 19, 25, 31, 37, 38, 39, 49, 59, 67, 77, 87, 97, 106, 116, 120, 121, 129, 138, 148, 151, 155, 160, 165, 175, 180, 190, 196]","[10, 19, 25, 31, 37, 38, 39, 49, 59, 67, 77, 87, 97, 106, 116, 120, 121, 129, 138, 148, 151, 155, 160, 165, 175, 180, 190, 196, 200]"
135,24,"[1, 1, 4, 0, 2, 0, 4, 2, 4, 0, 4, 0, 3, 2, 3, 2, 2, 0, 0, 2, 2, 0, 2, 2]","[""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""cruise"", ""turn_left"", ""cruise"", ""turn_left"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate""]","[0, 3, 7, 17, 27, 37, 43, 53, 61, 71, 78, 88, 96, 106, 116, 123, 133, 143, 150, 157, 167, 177, 187, 197]","[3, 7, 17, 27, 37, 43, 53, 61, 71, 78, 88, 96, 106, 116, 123, 133, 143, 150, 157, 167, 177, 187, 197, 200]"
136,16,"[2, 0, 2, 0, 2, 4, 2, 4, 2, 0, 2, 0, 2, 0, 0, 3]","[""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""decelerate""]","[0, 10, 18, 27, 34, 38, 48, 49, 59, 60, 68, 78, 87, 97, 105, 112]","[10, 18, 27, 34, 38, 48, 49, 59, 60, 68, 78, 87, 97, 105, 112, 121]"
137,28,"[1, 1, 0, 0, 0, 4, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 1, 1, 3, 2]","[""turn_right"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""decelerate"", ""accelerate""]","[0, 3, 7, 17, 27, 31, 41, 51, 61, 71, 78, 88, 98, 106, 114, 124, 125, 126, 127, 137, 145, 152, 162, 172, 182, 186, 192, 199]","[3, 7, 17, 27, 31, 41, 51, 61, 71, 78, 88, 98, 106, 114, 124, 125, 126, 127, 137, 145, 152, 162, 172, 182, 186, 192, 199, 200]"
138,26,"[2, 2, 2, 2, 0, 3, 2, 1, 2, 0, 2, 1, 2, 0, 0, 4, 3, 2, 1, 2, 2, 2, 0, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 14, 15, 16, 25, 35, 45, 49, 59, 67, 77, 85, 95, 104, 112, 122, 130, 140, 147, 157, 162, 163, 172, 182, 192]","[10, 14, 15, 16, 25, 35, 45, 49, 59, 67, 77, 85, 95, 104, 112, 122, 130, 140, 147, 157, 162, 163, 172, 182, 192, 200]"
139,26,"[4, 0, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 4, 2, 2, 2, 2, 4, 2, 0, 2, 0, 0, 3, 2]","[""cruise"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""decelerate"", ""accelerate""]","[0, 10, 12, 22, 32, 42, 52, 62, 70, 80, 81, 89, 98, 99, 109, 119, 129, 139, 149, 159, 169, 172, 182, 185, 189, 198]","[10, 12, 22, 32, 42, 52, 62, 70, 80, 81, 89, 98, 99, 109, 119, 129, 139, 149, 159, 169, 172, 182, 185, 189, 198, 200]"
140,27,"[4, 2, 2, 1, 2, 1, 1, 2, 1, 2, 4, 2, 4, 2, 2, 2, 0, 3, 2, 0, 1, 0, 2, 0, 0, 3, 2]","[""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""decelerate"", ""accelerate""]","[0, 10, 20, 27, 37, 45, 53, 63, 72, 82, 87, 97, 98, 108, 109, 110, 111, 121, 131, 141, 147, 157, 165, 175, 181, 185, 195]","[10, 20, 27, 37, 45, 53, 63, 72, 82, 87, 97, 98, 108, 109, 110, 111, 121, 131, 141, 147, 157, 165, 175, 181, 185, 195, 200]"
141,28,"[2, 2, 2, 0, 1, 4, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 4, 2, 4, 3, 4, 2, 3, 2, 3, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""decelerate"", ""cruise"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left""]","[0, 10, 11, 12, 18, 28, 38, 48, 52, 53, 54, 61, 67, 68, 76, 86, 96, 106, 116, 126, 136, 146, 156, 166, 173, 183, 187, 197]","[10, 11, 12, 18, 28, 38, 48, 52, 53, 54, 61, 67, 68, 76, 86, 96, 106, 116, 126, 136, 146, 156, 166, 173, 183, 187, 197, 200]"
142,26,"[2, 4, 2, 2, 2, 2, 1, 2, 1, 2, 4, 2, 1, 1, 0, 3, 4, 2, 2, 3, 2, 0, 0, 2, 2, 0]","[""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 10, 20, 30, 39, 40, 41, 49, 59, 67, 76, 86, 87, 95, 102, 110, 119, 129, 139, 149, 157, 167, 172, 179, 189, 199]","[10, 20, 30, 39, 40, 41, 49, 59, 67, 76, 86, 87, 95, 102, 110, 119, 129, 139, 149, 157, 167, 172, 179, 189, 199, 200]"
143,27,"[2, 4, 2, 2, 2, 0, 2, 0, 1, 1, 4, 0, 2, 3, 2, 2, 2, 1, 1, 1, 0, 1, 4, 1, 2, 2, 1]","[""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 9, 19, 20, 21, 22, 31, 33, 42, 49, 56, 66, 73, 83, 92, 102, 112, 122, 132, 137, 140, 150, 156, 166, 174, 184, 192]","[9, 19, 20, 21, 22, 31, 33, 42, 49, 56, 66, 73, 83, 92, 102, 112, 122, 132, 137, 140, 150, 156, 166, 174, 184, 192, 200]"
144,26,"[2, 0, 2, 4, 2, 1, 2, 1, 4, 0, 1, 1, 0, 2, 2, 2, 0, 2, 3, 2, 0, 0, 2, 3, 3, 2]","[""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""decelerate"", ""decelerate"", ""accelerate""]","[0, 10, 14, 17, 27, 30, 38, 43, 51, 61, 69, 76, 83, 91, 101, 111, 121, 130, 140, 149, 159, 166, 174, 184, 194, 195]","[10, 14, 17, 27, 30, 38, 43, 51, 61, 69, 76, 83, 91, 101, 111, 121, 130, 140, 149, 159, 166, 174, 184, 194, 195, 200]"
145,6,"[4, 4, 2, 2, 2, 0]","[""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 10, 20, 30, 31, 32]","[10, 20, 30, 31, 32, 35]"
146,25,"[1, 2, 2, 2, 0, 2, 0, 2, 3, 4, 0, 0, 2, 3, 0, 1, 2, 3, 2, 2, 4, 2, 2, 2, 1]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""accelerate"", ""decelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 2, 12, 22, 24, 31, 37, 44, 49, 59, 69, 79, 89, 95, 105, 112, 118, 128, 138, 148, 158, 168, 178, 188, 198]","[2, 12, 22, 24, 31, 37, 44, 49, 59, 69, 79, 89, 95, 105, 112, 118, 128, 138, 148, 158, 168, 178, 188, 198, 200]"
