iteration,n_rounds,skill_ids,skill_names,t_start,t_end
312,32,"[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 18, 28, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]","[10, 18, 28, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
313,48,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]","[10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 85]"
314,42,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 3, 2, 3, 2, 2, 3, 3, 2, 1, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate""]","[0, 10, 11, 12, 13, 14, 15, 16, 17, 24, 27, 28, 29, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 63, 73, 83, 93, 103, 111, 121, 131, 138, 148, 158, 168, 170, 180, 186, 196]","[10, 11, 12, 13, 14, 15, 16, 17, 24, 27, 28, 29, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 63, 73, 83, 93, 103, 111, 121, 131, 138, 148, 158, 168, 170, 180, 186, 196, 200]"
315,41,"[0, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 2, 12, 17, 22, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62]","[2, 12, 17, 22, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 70]"
316,45,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 2, 4, 2, 3, 3, 2, 3, 2, 3, 2, 3, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""decelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate""]","[0, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 45, 46, 47, 57, 67, 77, 87, 97, 107, 117, 127, 137, 139, 149, 155, 165, 171, 181, 188, 198]","[10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 45, 46, 47, 57, 67, 77, 87, 97, 107, 117, 127, 137, 139, 149, 155, 165, 171, 181, 188, 198, 200]"
317,8,"[2, 2, 2, 2, 2, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 10, 11, 12, 13, 14, 15, 16]","[10, 11, 12, 13, 14, 15, 16, 21]"
318,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
319,5,"[2, 2, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 10, 11, 12, 13]","[10, 11, 12, 13, 23]"
320,5,"[2, 2, 2, 4, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate""]","[0, 10, 11, 12, 22]","[10, 11, 12, 22, 25]"
321,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
322,8,"[2, 2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 10, 11, 12, 13, 14, 15, 16]","[10, 11, 12, 13, 14, 15, 16, 23]"
323,5,"[2, 2, 2, 4, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate""]","[0, 10, 11, 12, 22]","[10, 11, 12, 22, 25]"
324,9,"[2, 2, 2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17, 22]"
325,8,"[2, 2, 2, 2, 2, 2, 0, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate""]","[0, 10, 11, 12, 13, 14, 15, 22]","[10, 11, 12, 13, 14, 15, 22, 24]"
326,10,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 11, 17, 22, 23, 24, 25, 26, 27]","[10, 11, 17, 22, 23, 24, 25, 26, 27, 28]"
327,50,"[2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 1, 1, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate""]","[0, 10, 11, 17, 22, 23, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 67, 68, 69, 79, 89, 99, 109, 119, 129, 135, 145, 152, 162, 169, 179, 184, 190]","[10, 11, 17, 22, 23, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 67, 68, 69, 79, 89, 99, 109, 119, 129, 135, 145, 152, 162, 169, 179, 184, 190, 200]"
328,44,"[2, 2, 0, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 2, 0, 4]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""cruise""]","[0, 10, 20, 23, 33, 43, 53, 63, 73, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 117, 120, 130, 140, 148, 158, 168, 174, 184, 194]","[10, 20, 23, 33, 43, 53, 63, 73, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 117, 120, 130, 140, 148, 158, 168, 174, 184, 194, 200]"
329,25,"[2, 2, 2, 2, 2, 0, 2, 3, 0, 2, 2, 2, 2, 2, 2, 0, 3, 2, 2, 3, 2, 2, 3, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 40, 50, 59, 69, 79, 82, 92, 102, 105, 106, 107, 108, 116, 126, 136, 146, 154, 164, 174, 181, 191]","[10, 20, 30, 40, 50, 59, 69, 79, 82, 92, 102, 105, 106, 107, 108, 116, 126, 136, 146, 154, 164, 174, 181, 191, 200]"
330,24,"[2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 4, 2, 2, 2, 2, 1, 3, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 37, 38, 39, 40, 50, 58, 66, 75, 85, 95, 105, 115, 125, 135, 145, 155, 165, 173, 183, 193]","[10, 20, 30, 37, 38, 39, 40, 50, 58, 66, 75, 85, 95, 105, 115, 125, 135, 145, 155, 165, 173, 183, 193, 200]"
331,27,"[2, 2, 0, 2, 4, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 40, 50, 54, 55, 56, 57, 58, 68, 78, 87, 97, 103, 104, 113, 123, 133, 143, 149, 159, 169, 179, 189, 199]","[10, 20, 30, 40, 50, 54, 55, 56, 57, 58, 68, 78, 87, 97, 103, 104, 113, 123, 133, 143, 149, 159, 169, 179, 189, 199, 200]"
332,31,"[2, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 40, 50, 60, 66, 67, 68, 69, 70, 71, 72, 73, 74, 84, 85, 86, 96, 106, 116, 124, 134, 139, 149, 159, 169, 179, 189, 199]","[10, 20, 30, 40, 50, 60, 66, 67, 68, 69, 70, 71, 72, 73, 74, 84, 85, 86, 96, 106, 116, 124, 134, 139, 149, 159, 169, 179, 189, 199, 200]"
333,25,"[2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 4, 0, 3, 2, 2, 0, 2, 4, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 14, 24, 34, 44, 45, 55, 65, 71, 72, 73, 83, 92, 102, 112, 122, 128, 138, 148, 158, 168, 178, 188, 198]","[10, 14, 24, 34, 44, 45, 55, 65, 71, 72, 73, 83, 92, 102, 112, 122, 128, 138, 148, 158, 168, 178, 188, 198, 200]"
334,31,"[2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 0, 4, 2, 2, 1, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 40, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 62, 63, 72, 82, 92, 102, 111, 121, 131, 141, 148, 158, 164, 174, 184, 194]","[10, 20, 30, 40, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 62, 63, 72, 82, 92, 102, 111, 121, 131, 141, 148, 158, 164, 174, 184, 194, 200]"
335,29,"[2, 2, 4, 2, 2, 2, 0, 2, 2, 4, 2, 2, 2, 2, 2, 2, 4, 2, 4, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2]","[""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 40, 44, 45, 54, 64, 66, 76, 79, 80, 81, 82, 83, 84, 94, 104, 114, 122, 132, 142, 149, 159, 165, 175, 185, 195]","[10, 20, 30, 40, 44, 45, 54, 64, 66, 76, 79, 80, 81, 82, 83, 84, 94, 104, 114, 122, 132, 142, 149, 159, 165, 175, 185, 195, 200]"
336,43,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 3, 13, 23, 33, 43, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 83, 93, 103, 112, 122, 128, 138, 148, 158, 168, 178, 188, 198]","[3, 13, 23, 33, 43, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 83, 93, 103, 112, 122, 128, 138, 148, 158, 168, 178, 188, 198, 200]"
337,34,"[2, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 0, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate""]","[0, 10, 20, 30, 39, 40, 41, 42, 52, 62, 66, 67, 76, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 105, 115, 124, 134, 144, 152, 162, 172, 182, 184, 193]","[10, 20, 30, 39, 40, 41, 42, 52, 62, 66, 67, 76, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 105, 115, 124, 134, 144, 152, 162, 172, 182, 184, 193, 200]"
338,24,"[2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 30, 31, 41, 49, 59, 69, 79, 81, 82, 90, 100, 110, 117, 127, 137, 147, 157, 167, 177, 187, 197]","[10, 20, 30, 31, 41, 49, 59, 69, 79, 81, 82, 90, 100, 110, 117, 127, 137, 147, 157, 167, 177, 187, 197, 200]"
339,38,"[0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 3, 13, 23, 33, 43, 52, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 91, 101, 111, 121, 131, 141, 150, 160, 170, 180, 190]","[3, 13, 23, 33, 43, 52, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 91, 101, 111, 121, 131, 141, 150, 160, 170, 180, 190, 200]"
340,30,"[2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 29, 30, 40, 50, 54, 55, 56, 57, 58, 59, 60, 61, 70, 80, 81, 82, 91, 101, 111, 121, 131, 141, 151, 161, 171, 181, 191]","[10, 20, 29, 30, 40, 50, 54, 55, 56, 57, 58, 59, 60, 61, 70, 80, 81, 82, 91, 101, 111, 121, 131, 141, 151, 161, 171, 181, 191, 200]"
341,32,"[2, 2, 2, 2, 2, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 3, 2, 2, 1, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 10, 20, 27, 28, 29, 39, 44, 45, 55, 63, 68, 69, 70, 71, 72, 73, 74, 75, 76, 86, 96, 106, 116, 124, 134, 144, 154, 164, 172, 182, 192]","[10, 20, 27, 28, 29, 39, 44, 45, 55, 63, 68, 69, 70, 71, 72, 73, 74, 75, 76, 86, 96, 106, 116, 124, 134, 144, 154, 164, 172, 182, 192, 200]"
