iteration,steps_collected,episode_return_mean,high_samples,low_samples,loss_low_mean,loss_high_total,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
56,73.0,1.7865654584765434,16.0,292.0,0.1953531859226858,0.7944032698869705,,,,,,,,,,,
57,200.0,6.926074695587156,44.0,800.0,0.042640275309359765,2.9463879466056824,,,,,,,,,,,
58,78.0,1.3327882868051535,16.0,312.0,0.03810480636696523,0.5222463756799698,,,,,,,,,,,
59,200.0,17.55730907022953,40.0,800.0,0.10066549839331174,18.17867374420166,,,,,,,,,,,
60,146.0,-0.3392660057544709,36.0,584.0,0.02742377454660562,0.22776078060269356,1.0,0.0,0.25,0.0,2.634382486343384,0.32394611835479736,11.302654021536,11.0,1.0,200.0,7.66481433957815
61,200.0,1.0867745906114596,40.0,800.0,0.016507038485548915,0.713654562830925,,,,,,,,,,,
62,200.0,7.190887168049813,44.0,800.0,0.051652191759075095,4.493438482284546,,,,,,,,,,,
63,40.0,-0.12227411270141597,8.0,160.0,0.05144602474308631,0.1281813569366932,,,,,,,,,,,
64,200.0,1.7352301865816104,40.0,800.0,0.03342246486384861,0.3901107609272003,,,,,,,,,,,
65,27.0,-0.19928804755210877,8.0,108.0,0.02878749868029184,0.37323766201734543,,,,,,,,,,,
66,41.0,1.048670610189438,12.0,164.0,0.11240834274861122,0.5222131460905075,,,,,,,,,,,
67,196.0,33.620535232275735,40.0,784.0,0.0589808708386671,11.580992221832275,,,,,,,,,,,
68,200.0,9.071147763729094,40.0,800.0,0.034762144039725884,9.248826503753662,,,,,,,,,,,
69,200.0,0.2711394965648654,40.0,800.0,0.037774395012051355,0.20354292169213295,,,,,,,,,,,
70,172.0,9.024846673309803,36.0,688.0,0.05598184238343151,10.844574213027954,,,,,,,,,,,
71,26.0,-0.07646525859832762,8.0,104.0,0.008018410213532197,0.8087417781352997,,,,,,,,,,,
72,45.0,-0.3762727499008178,12.0,180.0,0.1850644814215852,0.8518254607915878,,,,,,,,,,,
73,48.0,-0.3228936064243316,12.0,192.0,0.04814975825134992,0.2464747317135334,,,,,,,,,,,
74,46.0,0.9134348595142364,12.0,184.0,0.09972380730475333,0.20301850885152817,,,,,,,,,,,
75,159.0,2.4139874553680425,36.0,636.0,0.057232377706758375,0.5388009548187256,,,,,,,,,,,
76,166.0,0.4411402159929274,36.0,664.0,0.03241336137486428,0.28439897298812866,,,,,,,,,,,
77,59.0,0.7509087896347046,12.0,236.0,0.023913277511154133,0.25387635454535484,,,,,,,,,,,
78,200.0,3.429679865390063,44.0,800.0,0.050882870750569964,1.5209855139255524,,,,,,,,,,,
79,121.0,5.286943847835063,28.0,484.0,0.04813544434792005,4.585102438926697,,,,,,,,,,,
80,200.0,3.995352756977081,44.0,800.0,0.1439368406115314,1.8043519854545593,1.0,0.0,0.25,0.25,0.021146968007087708,3.7252702713012695,7.503177825768944,6.0,1.0,117.0,2.657778813242911
81,200.0,2.0186118960380552,40.0,800.0,0.07418992915851419,0.5929117202758789,,,,,,,,,,,
82,65.0,0.04661719799041747,16.0,260.0,0.03984345699293179,0.44667111337184906,,,,,,,,,,,
83,93.0,-0.05361975908279443,20.0,372.0,0.05429021957977298,0.38568171858787537,,,,,,,,,,,
84,41.0,0.09202594101428989,12.0,164.0,0.04072819315803006,0.7495904117822647,,,,,,,,,,,
85,139.0,0.4604147768020627,28.0,556.0,0.028331985806484106,0.14966393820941448,,,,,,,,,,,
86,40.0,4.698476681858301,12.0,160.0,0.04273136958024537,3.835518956184387,,,,,,,,,,,
87,91.0,0.01960605621337877,20.0,364.0,0.04541860236064855,0.5539122819900513,,,,,,,,,,,
88,131.0,7.850634814947845,32.0,524.0,0.045761131134980815,2.086105704307556,,,,,,,,,,,
89,82.0,-0.4879671764373778,20.0,328.0,0.04353450528706483,0.8571792542934418,,,,,,,,,,,
90,200.0,4.718713926523923,44.0,800.0,0.03331980671561041,1.9806605577468872,,,,,,,,,,,
91,39.0,-0.2783838415145874,8.0,156.0,0.010099777761116452,0.1625121757388115,,,,,,,,,,,
92,200.0,26.530530837178237,44.0,800.0,0.04265856155151494,8.330964803695679,,,,,,,,,,,
93,45.0,0.3350298464298247,12.0,180.0,0.032087714940517584,0.22841054946184158,,,,,,,,,,,
94,200.0,19.019171789661048,44.0,800.0,0.04946673624758823,6.770383715629578,,,,,,,,,,,
95,200.0,3.929136505723,44.0,800.0,0.04026528020325945,2.749373972415924,,,,,,,,,,,
96,118.0,1.195659227371216,28.0,472.0,0.03744166979152797,0.300472617149353,,,,,,,,,,,
97,41.0,-0.263963589668274,12.0,164.0,0.09342179701044397,0.5210255682468414,,,,,,,,,,,
98,111.0,0.7948822343349462,24.0,444.0,0.023099337608687875,0.44201090186834335,,,,,,,,,,,
99,30.0,-0.020257282257080095,8.0,120.0,0.011690840278743054,0.1632925495505333,,,,,,,,,,,
100,119.0,1.5767324304580685,24.0,476.0,0.032703970433948015,0.7836394309997559,1.0,0.0,0.5,0.25,4.11305570602417,0.6331408023834229,12.470684885120136,10.0,1.0,172.0,1.5863639372587202
101,122.0,0.010040866136550582,28.0,488.0,0.06877802479124304,0.43185628205537796,,,,,,,,,,,
102,130.0,4.6792967781424535,32.0,520.0,0.08543079028961786,1.8118230700492859,,,,,,,,,,,
103,26.0,-0.4252820825576782,8.0,104.0,0.019812720955097,0.4102935716509819,,,,,,,,,,,
104,200.0,6.5455642253160455,44.0,800.0,0.043788116639788655,9.050215244293213,,,,,,,,,,,
105,200.0,9.648321458697318,44.0,800.0,0.04676965466466643,5.577022910118103,,,,,,,,,,,
106,98.0,0.8182983395457266,20.0,392.0,0.02911393346965241,0.6253864914178848,,,,,,,,,,,
107,200.0,25.774049083888528,44.0,800.0,0.05581249817659112,7.377904772758484,,,,,,,,,,,
108,200.0,2.0468940503895277,40.0,800.0,0.024913139900505143,3.881633937358856,,,,,,,,,,,
109,186.0,0.9267643088102344,40.0,744.0,0.02214496496784158,0.6235831081867218,,,,,,,,,,,
110,157.0,-0.1113495719432833,32.0,628.0,0.019044657498135144,0.21870367601513863,,,,,,,,,,,
111,200.0,44.77058774661273,44.0,800.0,0.07812015100310976,19.199015617370605,,,,,,,,,,,
112,200.0,7.705982465296985,40.0,800.0,0.026629681907774483,10.752856731414795,,,,,,,,,,,
113,200.0,16.48474835455418,44.0,800.0,0.07130551850751754,17.46351194381714,,,,,,,,,,,
114,111.0,1.4298153960704805,24.0,444.0,0.019010576561460588,0.7086049765348434,,,,,,,,,,,
115,28.0,0.01075982570648193,8.0,112.0,0.02629036706927731,0.22727689892053604,,,,,,,,,,,
116,200.0,4.543411272764207,44.0,800.0,0.028940474960148066,0.5477407723665237,,,,,,,,,,,
117,130.0,18.375726592540744,32.0,520.0,0.09830341802207343,6.8524861335754395,,,,,,,,,,,
118,200.0,37.90384809309617,44.0,800.0,0.08036961796924658,10.370941877365112,,,,,,,,,,,
119,200.0,11.491181826591491,40.0,800.0,0.056889075667094204,15.690126419067383,,,,,,,,,,,
120,118.0,-0.5282600718736647,24.0,472.0,0.023131647002455076,0.5771451592445374,1.0,0.0,0.5,0.0,1.179502010345459,0.7835221290588379,13.441713199463265,10.0,1.0,200.0,4.373293212056161
121,200.0,8.610441218316552,40.0,800.0,0.05111377463074973,3.5469033122062683,,,,,,,,,,,
122,192.0,48.96345624874347,44.0,768.0,0.08652400718779063,18.143383502960205,,,,,,,,,,,
123,200.0,13.045480619370931,44.0,800.0,0.05390544835287159,6.293579936027527,,,,,,,,,,,
124,200.0,47.18552087973805,48.0,800.0,0.08099846264153854,11.201902151107788,,,,,,,,,,,
125,200.0,29.90353615656496,44.0,800.0,0.06462672636483546,12.841284036636353,,,,,,,,,,,
126,200.0,21.62157393991947,40.0,800.0,0.058804957466009,17.512730598449707,,,,,,,,,,,
127,47.0,0.7301229822635653,12.0,188.0,0.04436532481348819,0.6205668747425079,,,,,,,,,,,
128,40.0,0.14749170243740084,8.0,160.0,0.012023082220702008,0.4391235336661339,,,,,,,,,,,
129,200.0,2.7513178452849383,40.0,800.0,0.05049303250226009,1.3430698215961456,,,,,,,,,,,
130,30.0,-0.169608998298645,8.0,120.0,0.026852929247960827,0.47914282232522964,,,,,,,,,,,
131,62.0,-0.06409968852996828,16.0,248.0,0.020344575822864554,0.8294297009706497,,,,,,,,,,,
132,200.0,26.128560842387394,44.0,800.0,0.0919605385703477,9.700870275497437,,,,,,,,,,,
133,200.0,42.27021134728568,48.0,800.0,0.08608214554715232,15.934476137161255,,,,,,,,,,,
134,200.0,12.178669317811728,40.0,800.0,0.054589814762323385,2.432941436767578,,,,,,,,,,,
135,200.0,-0.29050889313220984,44.0,800.0,0.026328308709683057,0.6101911813020706,,,,,,,,,,,
136,93.0,1.0956037533283243,20.0,372.0,0.03384371614523247,0.5216952413320541,,,,,,,,,,,
137,200.0,6.753039660304784,44.0,800.0,0.04993353732904682,1.2361729443073273,,,,,,,,,,,
138,200.0,9.974514776468277,40.0,800.0,0.05247438755970535,2.723977208137512,,,,,,,,,,,
139,200.0,6.747832798957819,40.0,800.0,0.04271008016703907,1.19328573346138,,,,,,,,,,,
140,83.0,-0.21757961392402653,20.0,332.0,0.03295014469570038,0.6014634072780609,1.0,0.0,0.0,0.25,10.383834838867188,3.219881057739258,5.702267971821129,5.0,1.0,66.0,-0.15923182725906374
141,153.0,1.8446716076508167,32.0,612.0,0.055494125904619454,2.7219183444976807,,,,,,,,,,,
142,97.0,0.7640625405311592,20.0,388.0,0.09110215234110086,0.5840057879686356,,,,,,,,,,,
143,200.0,0.8412259340286258,44.0,800.0,0.03512253672083787,0.7361344546079636,,,,,,,,,,,
144,200.0,28.63682514727117,44.0,800.0,0.040180007398064405,10.998358011245728,,,,,,,,,,,
145,200.0,30.568826244771483,40.0,800.0,0.04561355603004813,12.543572664260864,,,,,,,,,,,
146,200.0,2.768028408288956,44.0,800.0,0.034905673277672467,1.2104357481002808,,,,,,,,,,,
147,125.0,-0.4983126044273377,28.0,500.0,0.04125945751981626,0.48610786348581314,,,,,,,,,,,
148,200.0,2.747714373469352,44.0,800.0,0.045913603143603154,1.171457439661026,,,,,,,,,,,
149,200.0,22.812689964473254,44.0,800.0,0.05771254160450212,6.662175416946411,,,,,,,,,,,
150,200.0,11.034147228300567,40.0,800.0,0.0531847210273213,7.574207901954651,,,,,,,,,,,
151,182.0,6.988206723816691,40.0,728.0,0.031094704313929356,1.701135903596878,,,,,,,,,,,
152,18.0,-0.10371554374694825,8.0,72.0,0.03127908635522362,0.8763924986124039,,,,,,,,,,,
153,158.0,8.778610815554856,32.0,632.0,0.03221945996560294,16.67808771133423,,,,,,,,,,,
154,138.0,3.245771770998836,32.0,552.0,0.036950405557466315,1.176518976688385,,,,,,,,,,,
155,199.0,2.9276893949508667,40.0,796.0,0.06620656091426724,0.28352755308151245,,,,,,,,,,,
156,200.0,4.851098265498877,40.0,800.0,0.10196540382832381,1.0232130885124207,,,,,,,,,,,
157,147.0,0.9606596696376809,32.0,588.0,0.025785708920814443,0.6374485790729523,,,,,,,,,,,
158,40.0,-0.2826038599014281,12.0,160.0,0.019869822951318394,0.8927282691001892,,,,,,,,,,,
159,200.0,18.71197136892006,44.0,800.0,0.05894737045201914,16.2338924407959,,,,,,,,,,,
160,200.0,-0.7902036309242251,40.0,800.0,0.05484832387828931,0.35152625292539597,1.0,0.0,0.25,0.25,1.3146759271621704,3.2650322914123535,8.053979240881745,5.0,1.0,98.0,0.8440340530872344
161,200.0,12.288413894735276,44.0,800.0,0.05172602665538395,6.896266579627991,,,,,,,,,,,
162,200.0,32.99479878395796,44.0,800.0,0.06434942689974932,8.849339246749878,,,,,,,,,,,
163,173.0,4.279820073843002,36.0,692.0,0.053499791998330444,1.1040852963924408,,,,,,,,,,,
164,63.0,0.5690430027246481,16.0,252.0,0.025139660923777864,1.1711322367191315,,,,,,,,,,,
165,140.0,1.627862039208413,32.0,560.0,0.08124014075906061,0.647651731967926,,,,,,,,,,,
166,59.0,-0.04341380536556251,12.0,236.0,0.033000995122252186,1.0502626597881317,,,,,,,,,,,
167,131.0,2.5507978880405435,28.0,524.0,0.03779247652961715,1.0107908099889755,,,,,,,,,,,
168,34.0,1.0198901718854905,8.0,136.0,0.010795839200695542,0.10135506372898817,,,,,,,,,,,
169,112.0,1.3650294411182415,24.0,448.0,0.027350615953341872,0.5099379271268845,,,,,,,,,,,
170,200.0,0.8508497983217256,40.0,800.0,0.06451093159415677,0.18022434413433075,,,,,,,,,,,
171,39.0,-0.2624293470382691,8.0,156.0,0.08409669780051515,1.0903435945510864,,,,,,,,,,,
172,200.0,6.685221986472605,40.0,800.0,0.03468088326758334,9.846457481384277,,,,,,,,,,,
173,104.0,2.3046981251239775,24.0,416.0,0.0152151155808955,0.519776239991188,,,,,,,,,,,
174,200.0,6.408712014555933,40.0,800.0,0.037472743446969055,3.287575364112854,,,,,,,,,,,
175,200.0,18.28765422403813,40.0,800.0,0.037800603475552925,16.262889862060547,,,,,,,,,,,
176,133.0,0.20650049567222606,28.0,532.0,0.03731417500175027,0.2856156900525093,,,,,,,,,,,
177,27.0,0.00730289697647097,8.0,108.0,0.003212868407381898,0.2858884260058403,,,,,,,,,,,
178,142.0,14.142965125590566,32.0,568.0,0.06679582517771399,8.182446002960205,,,,,,,,,,,
179,200.0,23.245361100882302,44.0,800.0,0.04899614095829108,9.485027551651001,,,,,,,,,,,
180,42.0,0.046719174385070776,12.0,168.0,0.02420993096325236,0.30251432210206985,1.0,0.0,0.5,0.25,0.014414981007575989,2.0757393836975098,8.442524801299442,6.0,1.0,94.0,1.8121427735686308
181,59.0,1.1319203114509584,16.0,236.0,0.02013489650672624,0.6277787983417511,,,,,,,,,,,
182,39.0,0.5321265077590942,8.0,156.0,0.13762911213900905,0.12293903715908527,,,,,,,,,,,
183,200.0,7.322718261927368,40.0,800.0,0.04965291039467701,0.9924732893705368,,,,,,,,,,,
184,100.0,2.1781824827194205,20.0,400.0,0.046318142064556866,0.5850913375616074,,,,,,,,,,,
185,200.0,22.28579924367368,44.0,800.0,0.05680491882930028,11.74779200553894,,,,,,,,,,,
186,33.0,-0.12341607093811033,8.0,132.0,0.04772623834307152,0.30864302814006805,,,,,,,,,,,
187,200.0,4.188048841059209,44.0,800.0,0.0528362941509946,1.5657773911952972,,,,,,,,,,,
188,84.0,0.431279876306653,20.0,336.0,0.030556497527999077,0.37211113423109055,,,,,,,,,,,
189,200.0,10.911236134171487,44.0,800.0,0.02179308590429188,3.467829704284668,,,,,,,,,,,
190,37.0,1.380948861241341,8.0,148.0,0.02840517145034175,0.6628066748380661,,,,,,,,,,,
191,200.0,4.414762485027314,44.0,800.0,0.027764746181481392,0.946257621049881,,,,,,,,,,,
192,87.0,-0.17089299678802494,20.0,348.0,0.013234045765891406,0.7813175916671753,,,,,,,,,,,
193,77.0,0.9179746615886686,16.0,308.0,0.020580789643712946,0.7524640262126923,,,,,,,,,,,
194,200.0,6.589330896735191,48.0,800.0,0.04353835793791917,0.7520366162061691,,,,,,,,,,,
195,112.0,2.9420207369327542,28.0,448.0,0.017496752616280364,1.3775358200073242,,,,,,,,,,,
196,200.0,2.397428775578739,40.0,800.0,0.027619934784095544,0.7113301157951355,,,,,,,,,,,
197,200.0,1.5695892840623855,40.0,800.0,0.025764080497226963,0.44019775837659836,,,,,,,,,,,
198,150.0,21.498437786102297,32.0,600.0,0.033718735673342465,16.17689561843872,,,,,,,,,,,
199,200.0,22.155111528933045,44.0,800.0,0.056294719807851834,19.4263858795166,,,,,,,,,,,
200,68.0,1.1697858703136441,16.0,272.0,0.026202079893483866,0.49771351367235184,1.0,0.0,0.5,0.25,3.261613130569458,1.286360740661621,7.925460392027162,6.0,1.0,110.0,1.567016547918321
