iteration,curriculum_single_agent_stage,steps_collected,episode_return_mean,safe_reach_ratio,skill_entropy_norm,top1_skill_ratio,high_div_bonus_mean,conv_eval_success_delta_w5,high_entropy_coef,low_entropy_coef,low_reference_pretrain_stage,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,low_f_mean_x,low_f_mean_y,low_h_eig_min,low_h_eig_max,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
1.0,0.0,116.0,0.8909654581546802,0.0,0.9780751069496628,0.26666666666666666,0.0,nan,0.05,0.0005,1.0,60.0,464.0,1.2314869165420532,1.0309520539569803,0.8905423795662841,0.2807025569629893,0.0,-3.418227405520156,2.4754637114237994,0.4872144539258443,7.605597531655803,1.0,0.0,0.0,0.25,0.0,7.770182132720947,0.40634584426879883,6.460847538546659,38.0,1.0,74.0,0.45045607745647603
2.0,0.0,188.0,0.10457597196104595,0.0,0.9723945410993835,0.3218390804597701,0.0,nan,0.049942775393419174,0.000494949494949495,1.0,87.0,752.0,3.469734162092209,0.7576850186451338,0.440510045928022,0.6343443084266625,0.0,-3.886055233888328,0.8105754945427179,1.121021308703348,15.356851628050208,,,,,,,,,,,,
3.0,0.0,90.0,1.1722232758998883,0.0,0.9637118147514899,0.27906976744186046,0.0,nan,0.049885550786838345,0.0004898989898989899,1.0,43.0,360.0,1.1160769164562225,0.12294765998180424,0.023528117263519777,0.1988166428608337,0.0,15.743552610598272,19.627882856875658,13.815958353457972,38.828502368181944,,,,,,,,,,,,
4.0,0.0,183.0,6.975673895180236,0.5,0.9463176973929036,0.35185185185185186,0.0,nan,0.049828326180257516,0.00048484848484848484,1.0,54.0,461.0,10.068138360977173,0.7173870580101038,0.04064321836188256,1.3533664461101012,0.0,4.40083189914003,2.500594064593315,25.05852058995515,55.49276592023671,,,,,,,,,,,,
5.0,0.0,45.0,5.544750434532761,1.0,0.9490906887259166,0.3181818181818182,0.0,nan,0.04977110157367668,0.0004797979797979798,1.0,22.0,155.0,6.0215736627578735,0.6593922424821123,0.013004859024201117,1.2927112739227478,0.0,-0.7290435225732865,-1.886228697915231,15.758007109549737,35.54762039492207,,,,,,,,,,,,
6.0,0.0,161.0,8.791295033916843,1.0,0.974325961634659,0.2857142857142857,0.0,nan,0.04971387696709585,0.00047474747474747476,1.0,56.0,491.0,12.9026517868042,0.8221865728854709,0.008254759178697668,1.627741889189366,0.0,-1.530179436900653,2.1759080631891266,42.33206393569708,72.01215630024672,,,,,,,,,,,,
7.0,0.0,187.0,9.234105926528592,1.0,0.9833207402419142,0.2698412698412698,0.0,nan,0.04965665236051502,0.0004696969696969697,1.0,63.0,574.0,11.687610149383545,0.6459466467999846,0.025765101158697234,1.2400469656256452,0.0,-2.550575273577124,3.0090383664064575,35.52223374322057,72.2263966575265,,,,,,,,,,,,
8.0,0.0,161.0,8.81423975404353,1.0,0.9734449121152886,0.3,0.0,nan,0.049599427753934194,0.0004646464646464647,1.0,50.0,447.0,14.522236585617065,0.9419790153519898,0.004116645491154758,1.8754907694434166,0.0,4.045691681560129,1.4379954709438607,49.651085540652275,111.1170613616705,,,,,,,,,,,,
9.0,0.0,200.0,10.170728725194953,0.75,0.9622741374777632,0.2571428571428571,0.0,nan,0.049542203147353366,0.0004595959595959596,1.0,70.0,645.0,15.806594610214233,0.5117062499487588,0.0027364106595895166,1.0178006969917597,0.0,2.376207283552503,0.26564729504752904,38.275250501930714,81.94458554685116,,,,,,,,,,,,
10.0,0.0,135.0,7.98224250398577,1.0,0.9940048822319185,0.24444444444444444,0.0,nan,0.04948497854077254,0.00045454545454545455,1.0,45.0,386.0,13.947179794311523,1.0884513261091797,0.0023876924661769827,2.1719085776647233,0.0,-0.3947095469920896,-6.097656884696335,60.534662045538425,115.13341645896435,1.0,1.0,1.0,0.0,1.0,0.3514818847179413,2.282860279083252,11.737474240828305,79.0,1.0,180.0,280.1662804249677
