iteration,steps_collected,episode_return_mean,safe_reach_ratio,skill_entropy_norm,top1_skill_ratio,high_div_bonus_mean,conv_eval_success_delta_w5,high_entropy_coef,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
1.0,26.0,-0.6373706912994386,0.0,0.8065148780296397,0.4117647058823529,0.0,nan,0.05,17.0,104.0,-0.01310317125171423,0.9548449462655788,0.6205914347268006,0.6479112536669093,4.594692707061768,1.0,0.0,0.0,0.25,0.0,7.996879577636719,2.1563005447387695,3.938096155412495,22.0,1.0,34.0,-0.7344160461425782
2.0,36.0,-0.7878466701507569,0.0,0.8626920619488389,0.4090909090909091,0.0,nan,0.049942775393419174,22.0,144.0,0.03332302160561085,0.4011650596480144,0.08628537610638887,0.5344297190943289,4.53851630538702,,,,,,,,,,,,
3.0,39.0,-0.8041733884811402,0.0,0.970552447652831,0.2727272727272727,0.0,nan,0.049885550786838345,22.0,156.0,-0.016977212391793728,0.4460398453610161,0.1568678405482131,0.46506132657742255,4.594692707061768,,,,,,,,,,,,
4.0,17.0,-0.6299749445915223,0.0,0.915538589816123,0.3333333333333333,0.0,nan,0.049828326180257516,12.0,68.0,-0.06365922838449478,0.33262041549417465,0.11104713146136526,0.35683385552968155,4.594692707061768,,,,,,,,,,,,
5.0,27.0,-0.3784648489952088,0.0,0.9244658916590112,0.3333333333333333,0.0,nan,0.04977110157367668,21.0,108.0,0.11337406001985073,0.3141725666053524,0.06324887524695239,0.43155901021353,4.594692707061768,,,,,,,,,,,,
6.0,21.0,-0.660893259048462,0.0,0.7106260257991471,0.4166666666666667,0.0,nan,0.04971387696709585,12.0,84.0,0.05754581093788147,0.29534858485151616,0.05652754307153546,0.3761214579983408,4.575387937682016,,,,,,,,,,,,
7.0,20.0,-0.5966597080230713,0.0,0.6854961529295863,0.42857142857142855,0.0,nan,0.04965665236051502,14.0,80.0,-0.0029565319418907166,0.33160152823547834,0.06995743469233276,0.4706685652412503,4.594692707061768,,,,,,,,,,,,
8.0,20.0,-0.313466477394104,0.0,0.7521619369530277,0.4666666666666667,0.0,nan,0.049599427753934194,15.0,80.0,0.013935031369328499,0.2636418978800066,0.05957491538283648,0.33722690708985414,4.594692707061768,,,,,,,,,,,,
9.0,34.0,-0.7367785596847536,0.0,0.8972429058539405,0.375,0.0,nan,0.049542203147353366,24.0,136.0,0.025568727403879166,0.4092469878891921,0.076222977553484,0.5474061038202147,4.594692707061768,,,,,,,,,,,,
10.0,31.0,-0.6224996304512025,0.0,0.891454717897596,0.3333333333333333,0.0,nan,0.04948497854077254,21.0,124.0,-0.029777036048471928,0.2859935688170334,0.04651110503642309,0.40664159762502916,4.594406085629617,1.0,0.0,0.0,0.25,0.0,1.530869483947754,3.8871617317199707,9.603100047446787,36.0,1.0,64.0,-1.3853624248504641
