iteration,episode_return_mean,train_success_rate,train_collision_rate,high_samples,loss_high_total,loss_high_actor,loss_high_value,high_entropy,high_approx_kl,high_clip_frac,eval_episode_return_mean,eval_success_rate,eval_collision_rate,eval_steps_mean
39.0,-0.6918926310539246,0.0,1.0,110.0,-0.0030232113786041737,-0.002971319016069174,0.000181410958248307,0.014259853749535978,0.0006736050504514424,0.0,,,,
40.0,-0.6915326309204102,0.0,1.0,112.0,-0.013080115895718336,-0.013060841709375381,0.00019644576968858019,0.01174976711627096,-0.00011614772165557952,0.0,-0.6915326309204102,0.0,1.0,27.0
41.0,-0.6915326309204102,0.0,1.0,112.0,-0.001252791378647089,-0.001244998537003994,0.00019639531819848344,0.010598986293189228,-3.899416594776994e-05,0.0,,,,
42.0,-0.6915326309204102,0.0,1.0,112.0,0.0011749046389013529,0.0011875545606017113,0.0001792983694031136,0.010230110143311322,-1.2113091713672475e-05,0.0,,,,
43.0,-0.6915326309204102,0.0,1.0,112.0,-0.003014565911144018,-0.00299489515600726,0.00016307752957800403,0.010121152736246586,-1.4050553218680761e-06,0.0,,,,
44.0,-0.6915326309204102,0.0,1.0,112.0,0.012789836153388023,0.012818095739930868,0.00014678296884085285,0.010165126412175596,2.5716920433183077e-06,0.0,,,,
45.0,-0.6915326309204102,0.0,1.0,112.0,-0.0020085969008505344,-0.001979377935640514,0.0001456622740079183,0.010205131373368204,3.739881037745363e-06,0.0,,,,
46.0,-0.6915326309204102,0.0,1.0,112.0,-0.005488673894433305,-0.005456234328448772,0.00014055691735848086,0.010271785431541502,3.820906130158619e-06,0.0,,,,
47.0,-0.6915326309204102,0.0,1.0,112.0,0.0017079017125070095,0.0017437732312828302,0.00013577490790339652,0.010375844896771014,3.6427130538640995e-06,0.0,,,,
48.0,-0.6915326309204102,0.0,1.0,112.0,-0.014549872241332196,-0.014514682436129078,0.0001378315764668514,0.010410510934889317,3.269563116248264e-06,0.0,,,,
49.0,-0.6915326309204102,0.0,1.0,112.0,0.010017690481618047,0.010057656094431877,0.00013030106038058875,0.010511735687032342,2.928078203012774e-06,0.0,,,,
50.0,-0.6915326309204102,0.0,1.0,112.0,0.0029192668152973056,0.002958840108476579,0.00013123387452651514,0.010519016534090042,2.8392920796704857e-06,0.0,,,,
51.0,-0.6915326309204102,0.0,1.0,112.0,-0.003819761797785759,-0.003778634360060096,0.000129035799545818,0.01056444039568305,2.8563663150293905e-06,0.0,,,,
52.0,-0.6915326309204102,0.0,1.0,112.0,-0.00960521213710308,-0.009563164319843054,0.00012853334555984475,0.010631515528075397,2.716978379169177e-06,0.0,,,,
53.0,-0.6915326309204102,0.0,1.0,112.0,0.0005762006330769509,0.0006216004549060017,0.0001232091499332455,0.01070032303687185,3.068707869147147e-06,0.0,,,,
54.0,-0.6915326309204102,0.0,1.0,112.0,0.0028171888552606106,0.002864349167793989,0.00012099714604119072,0.010765889892354608,3.2841538271100035e-06,0.0,,,,
55.0,-0.6915326309204102,0.0,1.0,112.0,0.008105146582238376,0.008153453236445785,0.00011964451186941005,0.010812975000590086,3.090438731589984e-06,0.0,,,,
56.0,-0.6917126309871674,0.0,1.0,111.0,0.0013001938350498676,0.0013418069574981928,0.00012633441747311736,0.010477955918759108,0.0003654400409232039,0.0,,,,
57.0,-0.6915326309204102,0.0,1.0,112.0,-0.008516856469213963,-0.008487368933856487,0.00013169327212381177,0.0095335264923051,-4.4443024535212317e-05,0.0,,,,
58.0,-0.6915326309204102,0.0,1.0,112.0,0.0012675500474870205,0.0012934061232954264,0.00013029517685936298,0.009100355440750718,-1.5175590874605405e-05,0.0,,,,
59.0,-0.6915326309204102,0.0,1.0,112.0,-0.0005190085503272712,-0.0004933017771691084,0.00012710758437606273,0.008926042122766376,-3.5387153189958553e-06,0.0,,,,
60.0,-0.6924605262279511,0.0,1.0,111.0,0.009355826769024134,0.009369881823658943,0.00013946205490356078,0.008378761063795537,0.0008170582111119984,0.001953125,-0.6915326309204102,0.0,1.0,27.0
61.0,-0.6915326309204102,0.0,1.0,112.0,-0.010242398362606764,-0.010254499968141317,0.00016165356282726862,0.006872548081446439,-5.664024547513691e-05,0.0,,,,
62.0,-0.6915326309204102,0.0,1.0,112.0,-0.003337735659442842,-0.0033549649524502456,0.00016029954895202536,0.006292061123531312,-1.9444773613486177e-05,0.0,,,,
63.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016440781764686108,-0.001655293395742774,0.00014426450798055157,0.006091659248340875,-5.96884646597573e-06,0.0,,,,
64.0,-0.6915326309204102,0.0,1.0,112.0,-0.0083922651829198,-0.008396490011364222,0.00012935879112774273,0.006045405345503241,-8.838251126519481e-07,0.0,,,,
65.0,-0.6915326309204102,0.0,1.0,112.0,0.011179923079907894,0.011181978858076036,0.0001170118712252588,0.0060564319719560444,8.996576070785522e-07,0.0,,,,
66.0,-0.6915326309204102,0.0,1.0,112.0,-0.0008755605667829514,-0.0008736681193113327,0.000117233173114073,0.006050671509001404,1.3538325873696522e-06,0.0,,,,
67.0,-0.6915326309204102,0.0,1.0,112.0,-0.0036998664727434516,-0.0036963028833270073,0.0001144784682765021,0.0060803748783655465,1.3634562527897742e-06,0.0,,,,
68.0,-0.6915326309204102,0.0,1.0,112.0,-0.0036697140894830227,-0.0036650062538683414,0.00011263938722549938,0.006102396291680634,1.273428392067899e-06,0.0,,,,
69.0,-0.6915326309204102,0.0,1.0,112.0,-0.002812488004565239,-0.00280710868537426,0.00011199530399608193,0.006137734744697809,1.1129304784418537e-06,0.0,,,,
70.0,-0.6915326309204102,0.0,1.0,112.0,0.00255820294842124,0.0025672103511169553,0.00010555265998846153,0.006178340874612331,1.112309600870276e-06,0.0,,,,
71.0,-0.6915326309204102,0.0,1.0,112.0,-0.004534298292128369,-0.004526145290583372,0.0001071839024007204,0.006174380250740796,1.1300047333406837e-06,0.0,,,,
72.0,-0.6915326309204102,0.0,1.0,112.0,0.006186774931848049,0.006197927985340357,0.00010204232694377424,0.006217501999344677,1.2020270041546155e-06,0.0,,,,
73.0,-0.6915326309204102,0.0,1.0,112.0,-0.004875690909102559,-0.004864747752435505,0.00010259437931381399,0.00622401520377025,1.2861564755439758e-06,0.0,,,,
74.0,-0.6915326309204102,0.0,1.0,112.0,-9.815674275159836e-06,2.408865839242935e-06,0.00010046771149063716,0.00624595710542053,1.1610488179769618e-06,0.0,,,,
75.0,-0.6915326309204102,0.0,1.0,112.0,-0.00035296729765832424,-0.0003402247093617916,9.982294159271987e-05,0.006265453470405191,1.2290353375021823e-06,0.0,,,,
76.0,-0.6926395010948181,0.0,1.0,110.0,-0.002915432443842292,-0.002922338666394353,0.00012962207256350666,0.005790449271444231,0.001596713438630104,0.0027173913549631834,,,,
77.0,-0.6915326309204102,0.0,1.0,112.0,-0.005159376654773951,-0.005184493958950043,0.00014275165631261189,0.004625917470548302,-4.198309079583851e-05,0.0,,,,
78.0,-0.6915326309204102,0.0,1.0,112.0,0.00375076022464782,0.0037193233147263527,0.00014626250413130037,0.004169451247435063,-1.4435499849696498e-05,0.0,,,,
79.0,-0.6915326309204102,0.0,1.0,112.0,0.006125781452283263,0.006102449726313353,0.00012683302702498622,0.00400839583016932,-4.655681493659358e-06,0.0,,,,
80.0,-0.6915326309204102,0.0,1.0,112.0,-0.007454974052961916,-0.007470611250028014,0.00011038330194423907,0.00395560561446473,-9.620562160250756e-07,0.0,-0.6915326309204102,0.0,1.0,27.0
81.0,-0.6915326309204102,0.0,1.0,112.0,0.0023509180173277855,0.0023420113138854504,9.688144928077236e-05,0.0039534510869998485,3.5545478471732395e-07,0.0,,,,
82.0,-0.6915326309204102,0.0,1.0,112.0,-0.0011594598800002132,-0.0011674422603391577,9.507659069640795e-05,0.003955711988965049,7.003545814399104e-07,0.0,,,,
83.0,-0.6915326309204102,0.0,1.0,112.0,-0.00497318577254191,-0.004978575918357819,9.05105971469311e-05,0.0039865386206656694,7.140139786088184e-07,0.0,,,,
84.0,-0.6915326309204102,0.0,1.0,112.0,-0.011405717581510544,-0.011411162093281746,9.069523457583273e-05,0.0039902312273625284,5.665545703692487e-07,0.0,,,,
85.0,-0.6915326309204102,0.0,1.0,112.0,-0.011016573291271925,-0.011020957725122571,8.882753354555462e-05,0.004003023699624464,4.824250989798884e-07,0.0,,,,
86.0,-0.6915326309204102,0.0,1.0,112.0,0.0026504681445658207,0.002646474167704582,8.803851051197853e-05,0.004002559871878475,4.830459765514661e-07,0.0,,,,
87.0,-0.6915326309204102,0.0,1.0,112.0,-0.004154324531555176,-0.004156781127676368,8.528421858500224e-05,0.004018449457362294,4.2840839009627985e-07,0.0,,,,
88.0,-0.6915326309204102,0.0,1.0,112.0,-0.0028145721880719066,-0.002816353924572468,8.416621494689025e-05,0.00403009878937155,4.6721348434530796e-07,0.0,,,,
89.0,-0.6915326309204102,0.0,1.0,112.0,-0.003735146368853748,-0.0037365967873483896,8.356509897566866e-05,0.004033032601000741,5.147109440883924e-07,0.0,,,,
90.0,-0.6915326309204102,0.0,1.0,112.0,-0.004795636981725693,-0.00479608157183975,8.183240470316377e-05,0.004047333495691419,4.991889026584317e-07,0.0,,,,
91.0,-0.6915326309204102,0.0,1.0,112.0,-0.001580510870553553,-0.001580599695444107,8.108554902719334e-05,0.00404532827087678,6.149833442492536e-07,0.0,,,,
92.0,-0.6915326309204102,0.0,1.0,112.0,0.006422572187148035,0.006425363593734801,7.618388372065965e-05,0.004088373389095068,6.028761543319661e-07,0.0,,,,
93.0,-0.6915326309204102,0.0,1.0,112.0,-0.005348619713913649,-0.005346533318515867,7.755147453281097e-05,0.004086248809471726,6.702418158255341e-07,0.0,,,,
94.0,-0.6915326309204102,0.0,1.0,112.0,0.00377988803666085,0.003783823107369244,7.436874102495494e-05,0.004111783055122942,6.49131829177918e-07,0.0,,,,
95.0,-0.6915326309204102,0.0,1.0,112.0,0.0005647619254887104,0.0005674483254551888,7.675783626837074e-05,0.004106223932467401,6.500631517525335e-07,0.0,,,,
96.0,-0.6915326309204102,0.0,1.0,112.0,-0.004209367674775422,-0.004205138247925788,7.406424902001163e-05,0.004126070125494152,6.444752163048406e-07,0.0,,,,
97.0,-0.6915326309204102,0.0,1.0,112.0,-0.005521667655557394,-0.005517101846635342,7.339731655520154e-05,0.0041265388717874885,5.569308969555209e-07,0.0,,,,
98.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016741612926125526,-0.0016681004781275988,7.097900606822805e-05,0.004155024711508304,5.352000442826466e-07,0.0,,,,
99.0,-0.6915326309204102,0.0,1.0,112.0,0.010721289087086916,0.01072855619713664,6.882447132738889e-05,0.004167703096754849,6.239861161105864e-07,0.0,,,,
100.0,-0.6915326309204102,0.0,1.0,112.0,0.000770896440371871,0.0007785186171531677,6.827693732702755e-05,0.004176015092525631,6.367142031393769e-07,0.0,-0.6915326309204102,0.0,1.0,27.0
101.0,-0.6915326309204102,0.0,1.0,112.0,0.00792060192907229,0.007929028652142733,6.690133614029037e-05,0.004187716171145439,5.917002754429745e-07,0.0,,,,
102.0,-0.6915326309204102,0.0,1.0,112.0,0.002310242271050811,0.002319129533134401,6.622363662245334e-05,0.00419985584449023,5.513429606196496e-07,0.0,,,,
103.0,-0.6915326309204102,0.0,1.0,112.0,-0.0022834374103695154,-0.0022743861190974712,6.60991381664644e-05,0.004210138926282525,7.30777774293756e-07,0.0,,,,
104.0,-0.6915326309204102,0.0,1.0,112.0,-0.0012298159272177145,-0.0012201603240100667,6.5220745455008e-05,0.0042266835807822645,7.192914708298304e-07,0.0,,,,
105.0,-0.6915326309204102,0.0,1.0,112.0,-0.004565968061797321,-0.004555096849799156,6.335014541036799e-05,0.004254832630977035,7.037694160771935e-07,0.0,,,,
106.0,-0.6915326309204102,0.0,1.0,112.0,0.007349810097366571,0.0073612130945548415,6.226909044926288e-05,0.004253719293046743,6.848325337927008e-07,0.0,,,,
107.0,-0.6915326309204102,0.0,1.0,112.0,0.010890814941376448,0.010902742156758904,6.144184089862392e-05,0.004264933872036636,5.715216175872229e-07,0.0,,,,
108.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016048349207267165,-0.0015927035128697753,6.145722545625176e-05,0.004286058014258742,7.919346352025514e-07,0.0,,,,
109.0,-0.6915326309204102,0.0,1.0,112.0,-0.006418521035811864,-0.006405525549780577,6.028682537362329e-05,0.004313813347835094,7.717559746822644e-07,0.0,,,,
110.0,-0.6915326309204102,0.0,1.0,112.0,0.002063076477497816,0.0020767063833773136,5.905842135689454e-05,0.004315935831982642,6.742775413570712e-07,0.0,,,,
111.0,-0.6915326309204102,0.0,1.0,112.0,0.0039486633613705635,0.003962820395827293,5.830865848110989e-05,0.004331065341830254,7.096678000806378e-07,0.0,,,,
112.0,-0.6915326309204102,0.0,1.0,112.0,0.009468195552472025,0.009483810048550367,5.597412837232696e-05,0.004360230115707964,7.537504060906031e-07,0.0,,,,
113.0,-0.6915326309204102,0.0,1.0,112.0,0.0054274434223771095,0.005443108268082142,5.590063346971874e-05,0.004361491650342941,7.667889221352198e-07,0.0,,,,
114.0,-0.6915326309204102,0.0,1.0,112.0,-0.00857439381070435,-0.008558633970096707,5.5969084314710926e-05,0.004374445881694555,7.599592191098736e-07,0.0,,,,
115.0,-0.6915326309204102,0.0,1.0,112.0,0.015200100373476744,0.015217190608382225,5.367095309338765e-05,0.0043926070793531835,7.882093395750189e-07,0.0,,,,
116.0,-0.6915326309204102,0.0,1.0,112.0,-0.0012001832656096667,-0.001183466985821724,5.4697914947610116e-05,0.00440650520613417,7.913137487491895e-07,0.0,,,,
117.0,-0.6915326309204102,0.0,1.0,112.0,-0.001890057697892189,-0.0018732491880655289,5.483771792569314e-05,0.004422674071975052,7.751708253067591e-07,0.0,,,,
118.0,-0.6915326309204102,0.0,1.0,112.0,-0.0060128696786705405,-0.00599488485022448,5.28371879227052e-05,0.004440376302227378,6.640329983653714e-07,0.0,,,,
119.0,-0.6915326309204102,0.0,1.0,112.0,0.0003983349015470594,0.00041716580744832754,5.1445116696413606e-05,0.004455358139239252,7.425745351952173e-07,0.0,,,,
120.0,-0.6915326309204102,0.0,1.0,112.0,0.0026340223848819733,0.0026534595526754856,5.054100483903312e-05,0.004470759478863329,8.021791852996785e-07,0.0,-0.6915326309204102,0.0,1.0,27.0
121.0,-0.6915326309204102,0.0,1.0,112.0,0.012425393564626575,0.012445283588021994,4.986478916180204e-05,0.004482170159462839,8.059044676045346e-07,0.0,,,,
122.0,-0.6915326309204102,0.0,1.0,112.0,0.007003903388977051,0.007024301681667566,4.952287736159633e-05,0.004516187822446227,7.251898459514905e-07,0.0,,,,
123.0,-0.6915326309204102,0.0,1.0,112.0,0.003834957955405116,0.0038554626516997814,4.92009598929144e-05,0.004510585276875645,7.928659613298805e-07,0.0,,,,
124.0,-0.6915326309204102,0.0,1.0,112.0,0.0005282077472656965,0.0005494877696037292,4.815375314137782e-05,0.004535772488452494,9.440506580915553e-07,0.0,,,,
125.0,-0.6915326309204102,0.0,1.0,112.0,0.004317292012274265,0.00433893408626318,4.779696246259846e-05,0.004553982114885002,8.875504118321942e-07,0.0,,,,
126.0,-0.6915326309204102,0.0,1.0,112.0,-0.0156553341075778,-0.01563392672687769,4.8487107505934546e-05,0.004565074923448265,7.500251180125872e-07,0.0,,,,
127.0,-0.6915326309204102,0.0,1.0,112.0,-0.0027958772843703628,-0.002773856627754867,4.773384671352687e-05,0.00458878226345405,7.813796401023865e-07,0.0,,,,
128.0,-0.6915326309204102,0.0,1.0,112.0,-0.004518452333286405,-0.004495867993682623,4.668778547056718e-05,0.0045928447507321835,8.645778013516292e-07,0.0,,,,
129.0,-0.6915326309204102,0.0,1.0,112.0,0.0015928205102682114,0.0016162330284714699,4.53896504950535e-05,0.004610654141288251,7.764125937725908e-07,0.0,,,,
130.0,-0.6929704058170318,0.0,1.0,110.0,-0.010070146294310689,-0.010072094853967428,8.690221193319303e-05,0.00415012682788074,0.001647380090957995,0.00390625,,,,
131.0,-0.6915326309204102,0.0,1.0,112.0,0.00030517298728227615,0.0002881221007555723,9.961044634110294e-05,0.003275767172453925,-2.8011388849336072e-05,0.0,,,,
132.0,-0.6915326309204102,0.0,1.0,112.0,-0.006074133445508778,-0.006093548843637109,9.803391822060803e-05,0.0029598910768982023,-9.360412747128066e-06,0.0,,,,
133.0,-0.6915326309204102,0.0,1.0,112.0,0.0025311698555015028,0.0025251078186556697,6.918376629982959e-05,0.0028529962291941047,-2.723497608769776e-06,0.0,,,,
134.0,-0.6915326309204102,0.0,1.0,112.0,0.0006880467990413308,0.0006890252698212862,5.449068294183235e-05,0.0028223799890838563,-5.09743887988634e-07,0.0,,,,
135.0,-0.6915326309204102,0.0,1.0,112.0,0.010848731966689229,0.010851441416889429,5.1143703331035795e-05,0.002827966760378331,9.43740201542198e-08,0.0,,,,
136.0,-0.6915326309204102,0.0,1.0,112.0,0.0001417146995663643,0.00014439690858125687,5.139804170539719e-05,0.002838038170011714,2.0985802073880677e-07,0.0,,,,
137.0,-0.6915326309204102,0.0,1.0,112.0,0.006887747498694807,0.006889879296068102,5.2496925036393804e-05,0.0028377546404954046,1.5056381386102657e-07,0.0,,,,
138.0,-0.6915326309204102,0.0,1.0,112.0,-0.009725857526063919,-0.009724522940814495,5.42545299140329e-05,0.0028461997280828655,1.4187147190369842e-07,0.0,,,,
139.0,-0.6915326309204102,0.0,1.0,112.0,0.00019310825155116618,0.00019633801275631413,5.036798120272579e-05,0.002841377368895337,1.6205012620673642e-07,0.0,,,,
140.0,-0.6915326309204102,0.0,1.0,112.0,-0.009727995842695236,-0.00972379487939179,4.86006097162317e-05,0.002850290125934407,3.275151030379675e-07,0.0,-0.6915326309204102,0.0,1.0,27.0
141.0,-0.6915326309204102,0.0,1.0,112.0,0.006314406171441078,0.006317879538983107,5.006042465538485e-05,0.0028503579669632018,4.1754295310170164e-07,0.0,,,,
142.0,-0.6915326309204102,0.0,1.0,112.0,-0.00945382984355092,-0.00945028429850936,5.018016645408352e-05,0.0028637849318329245,4.973262512919518e-07,0.0,,,,
143.0,-0.6915326309204102,0.0,1.0,112.0,-0.012301640817895532,-0.012297617853619158,4.9261337608186295e-05,0.002865427464712411,3.7687519949258785e-07,0.0,,,,
144.0,-0.6915326309204102,0.0,1.0,112.0,0.006045757792890072,0.006050808820873499,4.742166674986947e-05,0.002876304177334532,4.1412810958263435e-07,0.0,,,,
145.0,-0.692144067287445,0.0,1.0,111.0,0.0010952507145702839,0.001085864845663309,6.899037225593929e-05,0.0025109782873187214,0.0013533838365447082,0.00390625,,,,
146.0,-0.6915326309204102,0.0,1.0,112.0,0.010285615571774542,0.010266013676300645,7.831713264749851e-05,0.0019556522311177105,-1.656884950307358e-05,0.0,,,,
147.0,-0.6915326309204102,0.0,1.0,112.0,0.0039158230647444725,0.003896523965522647,7.381824525509728e-05,0.001760894971084781,-5.643814887434928e-06,0.0,,,,
148.0,-0.6915326309204102,0.0,1.0,112.0,0.0008339472115039825,0.0008231550455093384,5.538781715586083e-05,0.00169002813345287,-1.7490237880224413e-06,0.0,,,,
149.0,-0.6915326309204102,0.0,1.0,112.0,-0.0018170666880905628,-0.0018248895648866892,4.904917204839876e-05,0.0016704987938283011,-5.702798535622833e-07,0.0,,,,
150.0,-0.6915326309204102,0.0,1.0,112.0,-0.0028520277701318264,-0.002858854830265045,4.690382274930016e-05,0.0016624265554128215,-1.567726339857245e-07,0.0,,,,
151.0,-0.6915326309204102,0.0,1.0,112.0,0.0006136223673820496,0.0006073825061321259,4.5739203414996155e-05,0.001662795664742589,0.0,0.0,,,,
152.0,-0.6915326309204102,0.0,1.0,112.0,-0.006476658629253507,-0.0064828540198504925,4.573567639454268e-05,0.0016673107020324096,0.0,0.0,,,,
153.0,-0.6915326309204102,0.0,1.0,112.0,-0.0011795589816756546,-0.0011850283481180668,4.4219158098712796e-05,0.001663864473812282,0.0,0.0,,,,
154.0,-0.6915326309204102,0.0,1.0,112.0,-0.0040259454399347305,-0.004032984375953674,4.7306709120675805e-05,0.0016615213826298714,8.2266827572397e-08,0.0,,,,
155.0,-0.6915326309204102,0.0,1.0,112.0,0.003933954983949661,0.003927907440811396,4.5317550757317804e-05,0.0016612776526017115,7.450580508105986e-08,0.0,,,,
156.0,-0.6915326309204102,0.0,1.0,112.0,-0.002754523535259068,-0.00275939772836864,4.3106666907988256e-05,0.0016679202963132411,1.1393179466523407e-07,0.0,,,,
157.0,-0.6915326309204102,0.0,1.0,112.0,0.00624336467080866,0.00623916133918101,4.178629978923709e-05,0.00166883654310368,8.1645945115838e-08,0.0,,,,
158.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016064271330833435,-0.0016108984127640724,4.241313627062482e-05,0.0016734340752009302,6.053596823818452e-08,0.0,,,,
159.0,-0.6915326309204102,0.0,1.0,112.0,0.008776118513196707,0.008771957363933325,4.185096554465417e-05,0.0016763807652750984,1.4963249395094635e-07,0.0,,,,
