iteration,episode_return_mean,train_team_success_rate,train_agent_success_rate,train_collision_rate,high_samples,loss_high_total,loss_high_actor,loss_high_value,high_entropy,high_approx_kl,high_clip_frac,high_entropy_coef,eval_episode_return_mean,eval_team_success_rate,eval_agent_success_rate,eval_collision_rate
41.0,-0.2216221235692502,0.0625,0.0625,0.4375,762.0,0.07610676623880863,0.0030175593759243684,0.22527153075983125,0.8288769138356049,0.16934670492385823,0.2974699176847935,0.04771101573676681,,,,
42.0,-0.7042310389876367,0.0,0.0,0.3125,933.0,0.026649034488946198,0.013952452782541513,0.10203428113212187,0.8041450252135595,0.1832177755733331,0.30125985393921534,0.04765379113018598,,,,
43.0,-0.2161691492795946,0.0,0.0,0.0625,1180.0,0.02998418878077676,0.017150755211906996,0.09902781022614554,0.7706537262389535,0.22581595001056004,0.29702185182587093,0.04759656652360515,,,,
44.0,0.1630052000284194,0.0,0.0,0.0,1226.0,0.0318602346116677,0.011239603080321105,0.11184468818828464,0.7425789073109628,0.23912201607599856,0.30203125020489097,0.04753934191702432,,,,
45.0,-0.12893157750368145,0.0,0.0,0.0625,1168.0,0.037609033899283724,0.013431839277281572,0.11623523335315679,0.7148042823138989,0.2333952182609784,0.3028371710526316,0.047482117310443495,,,,
46.0,-0.007504404336213827,0.0,0.0,0.125,1097.0,0.019256445915541712,0.0020787419958247077,0.10371163735787073,0.731221757001347,0.22473872246013746,0.2804542827523417,0.047424892703862666,,,,
47.0,-0.31453239873051686,0.0,0.0,0.25,983.0,0.04802132636541501,0.034480570975574665,0.0938149192952551,0.704419388435781,0.2182658741949126,0.2753375507891178,0.04736766809728184,,,,
48.0,-0.0022638007998467824,0.0,0.0,0.125,1117.0,0.030075882458024554,0.007784920214261445,0.11017600239978896,0.693230465054512,0.23029988207336927,0.2747919658819834,0.047310443490701,,,,
49.0,0.2360826385021207,0.0625,0.0625,0.0,1194.0,0.049833313733535375,0.00926745660284436,0.14632825788698697,0.6898635476827621,0.21941768828975525,0.3038553419081788,0.04725321888412017,,,,
50.0,-0.1756703877449038,0.0,0.0,0.0625,1178.0,0.0194419317290579,0.003600187428099544,0.09387437195370071,0.6588576475256367,0.18684969479708294,0.25370065828687266,0.047195994277539344,,,,
51.0,-0.03432940512895598,0.0,0.0,0.0625,1169.0,0.02686737894423698,0.014580290188620748,0.0876233861046402,0.6687617380368082,0.17892370814163433,0.2871517030228125,0.047138769670958515,,,,
52.0,-0.03423215478658692,0.0,0.0,0.03125,1259.0,0.05583691725041717,0.021688500259188004,0.13100464483723046,0.665948946774006,0.16483907736837866,0.2785882994532585,0.047081545064377686,,,,
53.0,0.19970128268003426,0.0,0.0,0.09375,1137.0,0.031184085101510085,0.008260005936285274,0.10819287924095988,0.6628986870249112,0.16210860841804078,0.27355265017184943,0.04702432045779686,,,,
54.0,0.1161265611648557,0.0,0.0,0.0,1238.0,0.01208841057959944,0.0017459828755818309,0.08426487883552909,0.6768570445477963,0.19294364638626577,0.2841441763564944,0.04696709585121603,,,,
55.0,0.5569535914063457,0.0,0.0,0.125,1112.0,0.02216953318566084,0.004152741490138901,0.09353535156697035,0.6128962404198116,0.21109730170832738,0.27994791666666663,0.04690987124463519,,,,
56.0,0.2634402778744695,0.0,0.0,0.0625,1175.0,0.0017921024884440396,-0.0008867561302490924,0.06513434800466424,0.6379215866327286,0.2033822062964502,0.29322797412935053,0.046852646638054364,,,,
57.0,0.1269040703773495,0.0,0.0,0.0625,1239.0,0.03483674505259842,0.011901889299042524,0.10584614649415017,0.6408365935087205,0.18135716728866103,0.3039741845801473,0.046795422031473535,,,,
58.0,0.10311983153223997,0.0,0.0,0.0,1237.0,0.025811595516279342,0.012980210664682091,0.08485346692614258,0.6332154504954816,0.1588218445889652,0.2644624258391559,0.046738197424892707,,,,
59.0,0.3413911037147045,0.0625,0.0625,0.28125,930.0,0.06287190330525239,0.0001879487962772449,0.18260819328327973,0.6131008207798004,0.18212072004874547,0.30857843210299807,0.04668097281831188,,,,
60.0,0.6200457908213138,0.0,0.0,0.0,1200.0,-0.0029561839703666536,0.00134228124577356,0.050853408922098185,0.637554260460954,0.17774140491689505,0.31112938570348836,0.04662374821173105,0.19022768288850786,0.0,0.0,0.0
61.0,0.6357871213555336,0.0625,0.0625,0.0625,1114.0,0.055527979870223336,0.007927032433346741,0.15484591951179835,0.6404173937108781,0.16468484223716787,0.29558961052033633,0.04656652360515022,,,,
62.0,0.41095242589712155,0.0,0.0,0.0625,1128.0,0.018906763728914987,0.003796240204893466,0.09241417722983493,0.6686096381809976,0.16264032355199257,0.315190972139438,0.046509298998569384,,,,
63.0,0.7700018003582956,0.0,0.0,0.0,1186.0,-0.012417603774290334,-0.008627381224773432,0.052890512062922904,0.6508961963026146,0.16906809610755819,0.3078560376245724,0.046452074391988556,,,,
64.0,0.8280264694988728,0.0625,0.0625,0.0,1158.0,0.0054062151006962125,-0.0024384852180159406,0.07660876667911284,0.6565315495980413,0.16445011096565346,0.3061266453250458,0.04639484978540773,,,,
65.0,0.6870726153254512,0.0,0.0,0.0,1186.0,-0.001714693970586124,-0.0011453624128511077,0.05914473589999895,0.6504799849108646,0.1713512628094146,0.34029121559701464,0.0463376251788269,,,,
66.0,-0.11677737399935731,0.0,0.0,0.125,1061.0,0.03975481548182228,0.01880864954471369,0.1030772946884527,0.661024610785877,0.14579295323175542,0.2838645174222834,0.04628040057224607,,,,
67.0,0.4051048883795736,0.0625,0.0625,0.0625,1083.0,0.037055853781673836,0.001074361423140063,0.13164672230863395,0.6456040398162954,0.14489923099822857,0.27307530536371116,0.04622317596566524,,,,
68.0,0.4913277581334116,0.0,0.0,0.0,1180.0,-0.007056487969269877,-0.007303189939672225,0.0587518509281309,0.6309676813451867,0.14000901207327843,0.2886513157894737,0.04616595135908441,,,,
69.0,0.46554142668843307,0.0,0.0,0.0625,1119.0,0.009379835488895575,0.0120544062099523,0.05131362996891969,0.6144473801056544,0.139793678600755,0.2759786620736122,0.046108726752503576,,,,
70.0,0.6165449619293221,0.0,0.0,0.0,1164.0,-0.006366824951807135,-0.00542582053151962,0.05407527010691793,0.6075510837529835,0.12885035417581858,0.279673794088395,0.04605150214592275,,,,
71.0,0.4127415789663793,0.0625,0.0625,0.09375,1046.0,0.06182305197067121,0.0050986454246894405,0.1683019483461976,0.5963038889800801,0.11702519830535439,0.2646849935545641,0.04599427753934192,,,,
72.0,0.23293658956885333,0.125,0.125,0.09375,1040.0,0.0852361190790201,-0.003004582653589108,0.23318015794981928,0.6171352872077156,0.11487386583843652,0.2660845588235294,0.04593705293276109,,,,
73.0,0.2000073719024658,0.0,0.0,0.1875,989.0,0.020677275606431067,0.004422440164489672,0.08783944684546441,0.6029858337715268,0.11830659845145419,0.26934603974223137,0.04587982832618026,,,,
74.0,0.3064540313184264,0.0,0.0,0.25,941.0,0.006191747107853492,-0.006010019670551022,0.0775845859820644,0.5802927533785502,0.11596329025924206,0.240283565223217,0.04582260371959943,,,,
75.0,0.6501498082280167,0.0,0.0,0.0625,1102.0,-0.016636661499635212,-0.025120342137395505,0.07143226214167143,0.5950448111527495,0.11985585874774389,0.3212115578353405,0.0457653791130186,,,,
76.0,0.34637739390134853,0.0,0.0,0.0625,1099.0,0.001551629276946187,-0.0058089373633265495,0.07009874232527281,0.6057738487919171,0.11503315634197658,0.2711884474588765,0.04570815450643777,,,,
77.0,0.009129322916269458,0.0,0.0,0.0625,1109.0,0.04192783450707793,0.01775320486113843,0.10112853286166985,0.5780744809243413,0.09760369474275243,0.24540137271914217,0.04565092989985694,,,,
78.0,0.4433886460959914,0.0625,0.0625,0.0625,1068.0,0.044909435981775034,0.0018970984828603618,0.13995553733890548,0.5914288018556202,0.0990545785821536,0.24387951173326547,0.04559370529327611,,,,
79.0,0.0928342288732529,0.0,0.0,0.125,1066.0,0.006138192024081945,-0.0037881367675521795,0.07356790666851927,0.5898045757237602,0.08794003911316395,0.21827949977972927,0.04553648068669528,,,,
80.0,0.6415352724492558,0.0,0.0,0.0,1165.0,-0.016955708766258074,-0.011824815981335153,0.04332476913144714,0.589131796438443,0.0991422780299265,0.24587234344921613,0.04547925608011445,0.1793396770954136,0.0,0.0,0.25
81.0,0.33681354403495806,0.0625,0.0625,0.25,860.0,0.04009714732611818,-0.005649608027722154,0.14695938636681863,0.6105613618024758,0.09268263574423534,0.25645727038915667,0.045422031473533624,,,,
82.0,0.44472331121563935,0.0625,0.0625,0.125,992.0,0.0261965554964263,-0.007828193382010795,0.12395700276829302,0.6161990808323026,0.11065550311468542,0.3115234375,0.045364806866952795,,,,
83.0,0.40910654157400195,0.0,0.0,0.125,1031.0,0.0308254645753871,0.010358698830446777,0.09593743256375413,0.6070054221679183,0.11570655808881222,0.2791819857323871,0.04530758226037196,,,,
84.0,0.3964212128520013,0.0,0.0,0.125,1024.0,-0.0044641449057962745,-0.01088058267487213,0.06874958029948175,0.6178592899814248,0.12616786733269691,0.32373046875,0.04525035765379113,,,,
85.0,0.7035294510424143,0.0,0.0,0.0,1163.0,-0.02191473169889497,-0.009697425081149527,0.031845034369708675,0.6226570661130704,0.1289841461142427,0.33644213566654607,0.0451931330472103,,,,
86.0,0.649763346314431,0.0625,0.0625,0.125,989.0,0.015239727159496397,-0.006408127068425529,0.09758847460034303,0.601436510682106,0.11718041909625754,0.32282125554047525,0.04513590844062947,,,,
87.0,0.8254863122105606,0.0625,0.0625,0.0625,1041.0,0.024557882591205484,-0.006574217490304042,0.11631065179758213,0.5994679472025702,0.1269354516749873,0.3024708047947463,0.045078683834048644,,,,
88.0,0.5182575832307342,0.0625,0.0625,0.09375,1046.0,0.05540125641752692,0.009731044020394193,0.14620516021900318,0.6093176208874759,0.12485335896010784,0.29589321530040574,0.045021459227467815,,,,
89.0,0.4605146712064746,0.0,0.0,0.0625,1095.0,-0.0020160723813912934,-0.0060408669782595495,0.059290166323383645,0.5697926075922118,0.09569085474746922,0.2203931055135197,0.044964234620886986,,,,
90.0,0.5167305931448943,0.0,0.0,0.03125,1145.0,0.01206389038513104,0.0004486550266544024,0.0739557918988996,0.5647817614177862,0.09507290589519672,0.22792169203360874,0.04490701001430615,,,,
91.0,0.8817450657486924,0.0625,0.0625,0.0,1083.0,0.02546574193162515,-0.005170735852409373,0.11443057908293079,0.5926184627939673,0.10870386101305485,0.34392915008699193,0.04484978540772532,,,,
92.0,0.7437160618603238,0.0625,0.0625,0.125,967.0,0.019757976318942383,-0.010301796268322505,0.11335535967373289,0.594248415902257,0.1058846922533121,0.2854701457545161,0.04479256080114449,,,,
93.0,0.3400135949254045,0.0,0.0,0.0,1167.0,0.02373826045444921,0.004425757815816293,0.09128533860080336,0.5885765148620856,0.10287367469189983,0.2628152417509179,0.044735336194563664,,,,
94.0,0.6596323490142828,0.0,0.0,0.0,1129.0,-0.0013946932481808795,-0.00250710761691961,0.053211838498504624,0.570603907522228,0.10876033724182181,0.27138910028669566,0.044678111587982836,,,,
95.0,0.6303820729255685,0.0,0.0,0.0,1133.0,-0.011805723912806975,-0.010976448522948582,0.050918868458312415,0.5891570498545964,0.10046161856088373,0.29171489241222537,0.04462088698140201,,,,
96.0,1.0265921327471745,0.0625,0.0625,0.03125,1046.0,0.03649697359651327,-0.005800414296305355,0.1368560082388713,0.5863659982295597,0.10589192320099648,0.2964572196497637,0.04456366237482118,,,,
97.0,0.5577079765498644,0.0,0.0,0.0,1133.0,0.008647011386023628,-0.0007060575945716765,0.06990045697117844,0.5751338522467347,0.08510791179206635,0.21420235352383718,0.04450643776824034,,,,
98.0,0.5699480062723166,0.0,0.0,0.0625,1059.0,-0.005071274470537901,-0.0009321494212867145,0.039599165416267866,0.5385631362304968,0.09515309410498422,0.2205160192268736,0.044449213161659513,,,,
99.0,0.5843048308789736,0.0625,0.0625,0.0625,1026.0,0.045703889226869625,-0.006838319699882584,0.15306460677461206,0.5404149508651565,0.08482452739468392,0.14705882352941177,0.044391988555078685,,,,
100.0,0.8564966246485715,0.0,0.0,0.0,1110.0,-0.016629705360780157,-0.0080953804232801,0.030032566645079188,0.5311995790236526,0.09785833737502495,0.23948469116455978,0.044334763948497856,0.705093574523927,0.0,0.0,0.0
101.0,0.734104815721513,0.0,0.0,0.0625,1058.0,-0.003653953317552805,-0.0028737762477248907,0.045472555300768686,0.5311147785362075,0.11161293330437996,0.283574827344102,0.04427753934191703,,,,
102.0,0.5423106691241272,0.0,0.0,0.125,998.0,0.008249718404840678,-0.0016467126479255967,0.06465090933488682,0.50721086980775,0.08952613838482648,0.21564041916280985,0.0442203147353362,,,,
103.0,0.6005001217126855,0.0,0.0,0.0,1125.0,0.004743234228549732,-0.005037914948641426,0.06607040553353727,0.5265495160387622,0.09603541685889164,0.25489161008348066,0.04416309012875537,,,,
104.0,0.5644742374122149,0.0,0.0,0.125,1015.0,0.0041393269202671945,-0.0037531733978539705,0.06105727513204329,0.5132228299044073,0.08902055188082159,0.21501686796545982,0.04410586552217454,,,,
105.0,0.7777800187468537,0.0,0.0,0.0,1125.0,-0.010607373874841465,-0.003241073534203072,0.031891259778704904,0.5292315437561935,0.091466486816191,0.2258293448636929,0.044048640915593705,,,,
106.0,0.5265276794135574,0.0,0.0,0.0625,1050.0,0.016692552879890975,0.010301755361176808,0.059490581618293244,0.5308874889331705,0.09858886404510807,0.19529482503147685,0.043991416309012876,,,,
107.0,0.6460272780060781,0.0,0.0,0.0625,1042.0,-0.006087674622369163,-0.008144474643118241,0.04946717932162916,0.5161535468171624,0.08253156996386893,0.158088235403685,0.04393419170243205,,,,
108.0,1.177650419920684,0.125,0.125,0.0625,971.0,0.046926784329116344,-0.006715847448504064,0.15722199209267274,0.5690539861097932,0.11451220989692956,0.276611328125,0.04387696709585122,,,,
109.0,0.9205578759312631,0.125,0.125,0.0,1020.0,0.06152032918180339,-0.004526266042375937,0.18367387389298528,0.5885552582331002,0.11890984699130058,0.2874348957557231,0.04381974248927039,,,,
110.0,1.1892527186870585,0.125,0.125,0.0,1013.0,0.03558571721077897,-0.008699769416125491,0.1394351923954673,0.5811391109600663,0.11452223325613886,0.29302402678877115,0.04376251788268956,,,,
111.0,0.879691147208215,0.0625,0.0625,0.0,1059.0,0.028718517874093616,0.007687848876230419,0.09206748142948046,0.5720833890578326,0.11346243212328237,0.2845456937656683,0.043705293276108725,,,,
112.0,0.8685804069042218,0.0,0.0,0.0,1103.0,0.0017593364076068003,0.002903526260827978,0.042062778077605695,0.5080540573431386,0.08045211819828384,0.20133101888414884,0.043648068669527904,,,,
113.0,0.9800541421771054,0.125,0.125,0.0,1018.0,0.05251901855808683,-0.0014496882213279605,0.1528907897300087,0.5156286447308958,0.0827561798505485,0.1721780711086467,0.04359084406294707,,,,
114.0,0.699984942376615,0.0,0.0,0.0,1115.0,0.0037519588497363855,0.0024784827773045334,0.04783703873140944,0.5201736825207869,0.08859952554727593,0.18024209100339147,0.04353361945636624,,,,
115.0,0.8252571314573303,0.0,0.0,0.0,1110.0,-0.004147802169124285,-0.003967187897716131,0.04423509411410325,0.5128797139558527,0.0989738530996773,0.20164536001781622,0.04347639484978541,,,,
116.0,1.1109610871970665,0.0625,0.0625,0.0,1077.0,-0.0023338803199722488,-0.008454232175341424,0.05879221366280142,0.5360709170208258,0.09885751754593324,0.2606652326443616,0.04341917024320458,,,,
117.0,0.8062932044267661,0.0,0.0,0.0,1108.0,0.0026099591308997735,0.0023081850182885924,0.04607379216597312,0.5243104613489574,0.08743124046466416,0.19769965288125804,0.04336194563662375,,,,
118.0,0.7994156628847129,0.0625,0.0625,0.0625,1001.0,0.025518281443510205,0.00046754606592003256,0.09477234742371365,0.5157737084664404,0.07591475354274735,0.15381454827729613,0.043304721030042924,,,,
119.0,0.7868455134332184,0.0625,0.0625,0.0,1059.0,0.023335469749701375,-0.0038819247445858575,0.10045503449681051,0.5320567677126211,0.08262706153533038,0.17069984271245844,0.04324749642346209,,,,
120.0,0.850522848963738,0.0625,0.0625,0.0,1060.0,0.020204154391060856,-0.005421913900029133,0.0989146737710518,0.5517740017350982,0.09361826798275989,0.19076797399012482,0.04319027181688126,0.5623225182294853,0.0,0.0,0.0
121.0,1.1123307912051685,0.125,0.125,0.0625,1023.0,0.04387418460100889,-0.007617576602569898,0.1515613000956364,0.5631155357696116,0.10626257606782019,0.26393539225682616,0.04313304721030043,,,,
122.0,0.6289065779745585,0.0625,0.0625,0.0,1055.0,0.026102190426386455,0.0015119292965049252,0.09932226309662356,0.5820172144209638,0.11624147989513242,0.298275912509245,0.0430758226037196,,,,
123.0,0.6811577111482625,0.0625,0.0625,0.0,1065.0,0.04899485625655335,0.005762529655304901,0.13508936858681195,0.5651592458872234,0.11404243582750068,0.26661697446423416,0.04301859799713877,,,,
124.0,1.1177391424775127,0.125,0.125,0.0,1019.0,0.029251715139253065,-0.008309827680932358,0.12165777839254588,0.5415875692851841,0.11028412351151928,0.27872997242957354,0.042961373390557944,,,,
125.0,0.9180518135428434,0.0625,0.0625,0.0,1057.0,0.02110474874429843,-0.004710423178039491,0.1000203247565557,0.5639312254155383,0.1086323459577911,0.24752813095555587,0.04290414878397711,,,,
126.0,0.9667949870228775,0.0625,0.0625,0.0,1056.0,0.019900753094321665,-0.00256705323836821,0.09527388847816516,0.5874199385152143,0.1227534005747122,0.2817095588235294,0.04284692417739629,,,,
127.0,0.7417184875905519,0.0625,0.0625,0.0,1041.0,0.030409672133186284,0.0027329393607728623,0.10424118483548656,0.5712556992383564,0.09859452100799364,0.24336343001136007,0.04278969957081545,,,,
128.0,0.930299908071757,0.125,0.125,0.0,1018.0,0.04157564739580266,-0.0012825438971049152,0.13348143911571242,0.5588847603648901,0.09359747904818505,0.1876852101413533,0.04273247496423462,,,,
129.0,0.9049420543015014,0.0625,0.0625,0.0,1089.0,0.02059595855987734,2.5904297621713744e-05,0.08839646790713433,0.5536740732689698,0.09068127369715108,0.1929253472222222,0.04267525035765379,,,,
130.0,0.7026601582765586,0.0,0.0,0.0,1125.0,-0.005594431267430385,0.002080549013852659,0.02982284384779632,0.5299729675882392,0.08368947977821031,0.21079673452509773,0.042618025751072965,,,,
131.0,1.0305074334144606,0.0625,0.0625,0.0,1078.0,0.01152053163112963,-0.006419162307044163,0.07949251429561306,0.5123626177801806,0.07736456399673924,0.1557138477835585,0.042560801144492136,,,,
132.0,0.8115782496333134,0.0,0.0,0.0625,1056.0,0.003392719307585674,0.007605560945675653,0.03544576974202167,0.5160913125557058,0.06161758402252898,0.11190257352941177,0.04250357653791131,,,,
133.0,1.0281487078964715,0.125,0.125,0.0,1028.0,0.04014690573710729,-0.001983902759521323,0.1286633063436431,0.523033011923818,0.07265602832879213,0.1762408088235294,0.04244635193133047,,,,
134.0,0.6589560523629199,0.0,0.0,0.0,1112.0,-0.0028230989507089057,0.0007360478064381621,0.04060251851721356,0.5628897696733475,0.0812417293847021,0.1642795136819283,0.04238912732474964,,,,
135.0,0.735176791250707,0.0,0.0,0.03125,1108.0,0.004290306630233923,0.002054571717356642,0.04989024758752849,0.5364603640304672,0.09526825178828503,0.2102864585402939,0.042331902718168814,,,,
136.0,0.9011331930756579,0.0,0.0,0.0,1100.0,-0.006116044293675157,0.002112558784170283,0.028072500769566328,0.5266711807085408,0.0928832862733139,0.1864872688634528,0.042274678111587985,,,,
137.0,0.8423059497773657,0.0625,0.0625,0.0625,1012.0,0.027055058861151338,0.0019099292385362787,0.09401783239445649,0.5178850260563195,0.0933972072089091,0.18761268048547208,0.042217453505007156,,,,
138.0,0.9940661333501349,0.125,0.125,0.0,1017.0,0.04295473362435587,-0.006807648176618386,0.14767068770015612,0.5709874802269042,0.09778205392649397,0.23428505333140492,0.04216022889842633,,,,
