iteration,steps_collected,episode_return_mean,high_samples,low_samples,loss_high_total,loss_low_mean,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
1.0,200.0,-1.1214190959930423,40.0,800.0,0.028822402469813824,0.032781749228442944,1.0,0.0,0.0,0.0,1.9540764093399048,2.117004871368408,4.019966900348663,10.0,1.0,200.0,-1.2864680767059338
2.0,200.0,-1.2316999614238748,40.0,800.0,0.06674258783459663,0.02971164131910653,,,,,,,,,,,
3.0,200.0,28.022569339722406,44.0,800.0,12.753494262695312,0.025543989498738935,,,,,,,,,,,
4.0,200.0,-0.366838203370571,40.0,800.0,-0.024055438116192818,0.0556253859886926,,,,,,,,,,,
5.0,200.0,19.10546015053988,40.0,800.0,7.565762162208557,0.03494501567740471,,,,,,,,,,,
6.0,200.0,48.82096341699363,48.0,800.0,18.78548002243042,0.012144521412883691,,,,,,,,,,,
7.0,200.0,-0.08061849474906924,40.0,800.0,0.0034773058723658323,0.09538549859205503,,,,,,,,,,,
8.0,200.0,43.19111299887299,40.0,800.0,20.39676332473755,0.03904961845727595,,,,,,,,,,,
9.0,200.0,-0.1164913773536683,40.0,800.0,0.04744484927505255,0.05191298045117776,,,,,,,,,,,
10.0,200.0,41.58549074307085,44.0,800.0,19.979730129241943,0.014085769277610405,,,,,,,,,,,
11.0,200.0,5.125528789311646,40.0,800.0,9.1090669631958,0.04101830780181892,,,,,,,,,,,
12.0,200.0,23.07805261760952,40.0,800.0,7.662368893623352,0.07744329396486997,,,,,,,,,,,
13.0,90.0,0.07039480656385413,20.0,360.0,0.02843340625986457,0.039681474249647415,,,,,,,,,,,
14.0,200.0,4.666185523942111,40.0,800.0,4.882322788238525,0.07884287306649201,,,,,,,,,,,
15.0,134.0,16.45394643157721,28.0,536.0,9.269377946853638,0.035871409261924114,,,,,,,,,,,
16.0,200.0,21.57850519791246,40.0,800.0,8.733787059783936,0.03804322002927663,,,,,,,,,,,
17.0,200.0,22.75160934068264,40.0,800.0,20.30677318572998,0.05224205180802066,,,,,,,,,,,
18.0,26.0,-0.5162895655632019,8.0,104.0,0.26303424313664436,0.023305534182305854,,,,,,,,,,,
19.0,200.0,39.986308756098175,40.0,800.0,17.97595977783203,0.01930067172796157,,,,,,,,,,,
20.0,76.0,0.9041387522220609,16.0,304.0,0.16876079514622688,0.06113826642634268,1.0,0.0,0.0,0.25,0.9168039560317993,-0.0183599591255188,4.709015087079024,4.0,1.0,64.0,-0.03478433132171629
21.0,56.0,-0.06022995769977577,12.0,224.0,0.025859571062028408,0.01829146376906447,,,,,,,,,,,
22.0,200.0,9.25552768856287,40.0,800.0,3.4868372678756714,0.03540619222585262,,,,,,,,,,,
23.0,200.0,-0.4680558209307493,40.0,800.0,0.019164883997291327,0.03156769957826882,,,,,,,,,,,
24.0,85.0,0.12466099858283976,20.0,340.0,0.0042704190127551556,0.020761335176685082,,,,,,,,,,,
25.0,132.0,-0.6129541841149331,28.0,528.0,0.138347452506423,0.05772280601884108,,,,,,,,,,,
26.0,200.0,41.84136764667928,40.0,800.0,15.906670093536377,0.010119079010072703,,,,,,,,,,,
27.0,200.0,11.617074833810332,40.0,800.0,6.671672582626343,0.06547629380344677,,,,,,,,,,,
28.0,179.0,28.429285529851917,36.0,716.0,13.004618406295776,0.028096178015047713,,,,,,,,,,,
29.0,187.0,-0.2060063672065734,40.0,748.0,0.18062027171254158,0.03014727208258905,,,,,,,,,,,
30.0,187.0,41.88733953788878,40.0,748.0,32.59854507446289,0.01851837904286846,,,,,,,,,,,
31.0,200.0,0.14326966404914807,40.0,800.0,-0.022622764576226473,0.03443173877693482,,,,,,,,,,,
32.0,200.0,0.8754850931465623,40.0,800.0,0.15402382239699364,0.04313398214954134,,,,,,,,,,,
33.0,200.0,25.73913665637375,40.0,800.0,11.96489667892456,0.027541715060731553,,,,,,,,,,,
34.0,105.0,-0.3010430812835694,24.0,420.0,0.08517457917332649,0.0364398543057782,,,,,,,,,,,
35.0,200.0,23.317544919252402,40.0,800.0,9.074279546737671,0.03797807867695013,,,,,,,,,,,
36.0,200.0,10.665351244807244,44.0,800.0,2.508786201477051,0.07457092483069516,,,,,,,,,,,
37.0,63.0,0.6432503533363343,16.0,252.0,0.5453807711601257,0.39845194639676107,,,,,,,,,,,
38.0,200.0,16.824059066176424,40.0,800.0,8.45077657699585,0.05632149082309468,,,,,,,,,,,
39.0,200.0,1.9182732380926608,44.0,800.0,0.28657032549381256,0.033451989503372914,,,,,,,,,,,
40.0,200.0,20.69194774441422,44.0,800.0,11.001218557357788,0.03657833291460122,1.0,0.0,0.5,0.0,1.582948088645935,0.2432330846786499,13.88346320619894,10.0,1.0,200.0,9.229781214147804
41.0,200.0,6.724356853216888,40.0,800.0,3.5186299085617065,0.08881346416924885,,,,,,,,,,,
42.0,200.0,26.56847637481988,40.0,800.0,16.555603504180908,0.03912028003220414,,,,,,,,,,,
43.0,192.0,-0.006636481434107139,40.0,768.0,0.10745047964155674,0.027715688708145336,,,,,,,,,,,
44.0,200.0,34.22016484886408,40.0,800.0,17.27542734146118,0.010836259342384191,,,,,,,,,,,
45.0,76.0,-0.23370066642761222,16.0,304.0,0.11796809732913971,0.0826862585867616,,,,,,,,,,,
46.0,21.0,-0.2335579490661621,8.0,84.0,0.05054527381435037,0.08296639382344784,,,,,,,,,,,
47.0,200.0,12.95363668762147,40.0,800.0,10.92431354522705,0.048252634609488254,,,,,,,,,,,
48.0,79.0,-0.1674100244045257,16.0,316.0,0.07207423076033592,0.06244145556180314,,,,,,,,,,,
49.0,120.0,-0.3160722732543947,24.0,480.0,0.09444661624729633,0.051607307233848224,,,,,,,,,,,
50.0,147.0,-0.395950062274933,32.0,588.0,0.10800889134407043,0.031261442775935955,,,,,,,,,,,
51.0,200.0,3.2166893996298316,40.0,800.0,5.838348627090454,0.031088795399597302,,,,,,,,,,,
52.0,198.0,18.295249435380118,40.0,792.0,7.1225656270980835,0.04639721661288083,,,,,,,,,,,
53.0,200.0,15.98136760592462,40.0,800.0,28.613977432250977,0.03347066215253136,,,,,,,,,,,
54.0,200.0,9.745373812317851,40.0,800.0,3.7134135365486145,0.02530948124709198,,,,,,,,,,,
55.0,200.0,27.69818050861359,44.0,800.0,16.813879013061523,0.02329030530724463,,,,,,,,,,,
56.0,200.0,-0.9219187065958984,40.0,800.0,0.2736293375492096,0.039106859149290685,,,,,,,,,,,
57.0,159.0,20.7314149363339,32.0,636.0,12.09849739074707,0.04056725184057086,,,,,,,,,,,
58.0,200.0,16.837788416445253,40.0,800.0,7.29861044883728,0.031403889608543345,,,,,,,,,,,
59.0,70.0,-0.012721636891365018,16.0,280.0,0.140069292858243,0.06459884900728596,,,,,,,,,,,
60.0,200.0,25.57799422889949,44.0,800.0,14.756361722946167,0.015322959576036695,1.0,0.0,0.25,0.0,4.736391067504883,1.8407785892486572,8.31824038195191,10.0,1.0,200.0,10.097275010496382
61.0,200.0,12.027342019230126,44.0,800.0,11.06988263130188,0.039244341287619555,,,,,,,,,,,
62.0,200.0,22.499708439409748,40.0,800.0,9.095529556274414,0.10483210373480745,,,,,,,,,,,
63.0,200.0,39.42638334408405,48.0,800.0,14.621111392974854,0.01311133503793549,,,,,,,,,,,
64.0,200.0,2.049687834084034,40.0,800.0,1.322627067565918,0.08573226018564561,,,,,,,,,,,
65.0,200.0,-0.01440899893641523,40.0,800.0,0.06367624271661043,0.04637959529895852,,,,,,,,,,,
66.0,200.0,30.900632046163096,40.0,800.0,10.641088247299194,0.021315032104006093,,,,,,,,,,,
67.0,53.0,0.08968309879302977,12.0,212.0,0.12885281443595886,0.0187997071792801,,,,,,,,,,,
68.0,200.0,14.481162983179093,40.0,800.0,9.633037328720093,0.10551378529589783,,,,,,,,,,,
69.0,60.0,-0.04616808891296384,16.0,240.0,0.3493885397911072,0.029078481242019432,,,,,,,,,,,
70.0,141.0,11.7028061696887,32.0,564.0,5.959113597869873,0.059350064472830866,,,,,,,,,,,
71.0,69.0,-0.48252504110336314,16.0,276.0,0.5409269332885742,0.033259146461606215,,,,,,,,,,,
72.0,200.0,13.508015513420114,40.0,800.0,8.501689672470093,0.047865018687332395,,,,,,,,,,,
73.0,60.0,-0.12454828619956966,12.0,240.0,-0.018616428365930915,0.01247222900038499,,,,,,,,,,,
74.0,200.0,10.866388335078952,40.0,800.0,11.698162317276001,0.014774248623301567,,,,,,,,,,,
75.0,200.0,11.358452337794006,40.0,800.0,9.711205244064331,0.04835392122757298,,,,,,,,,,,
76.0,200.0,15.095434162765747,40.0,800.0,12.433538913726807,0.09271980472294672,,,,,,,,,,,
77.0,200.0,18.236958350241185,40.0,800.0,6.7612574100494385,0.05363086262857664,,,,,,,,,,,
78.0,200.0,6.179278504475949,40.0,800.0,3.1374751329421997,0.08339143954716022,,,,,,,,,,,
