iteration,episode_return_mean,train_success_rate,train_collision_rate,high_samples,loss_high_total,loss_high_actor,loss_high_value,high_entropy,high_approx_kl,high_clip_frac,high_entropy_coef,eval_episode_return_mean,eval_success_rate,eval_collision_rate,eval_steps_mean
33.0,-0.691758383512497,0.0,1.0,112.0,-0.0041102643590420485,-0.0027048673946410418,0.0003129962751700077,0.03242541803047061,0.0003263965918449685,0.0,0.048168812589413454,,,,
34.0,-0.6915326309204102,0.0,1.0,112.0,0.0008288815151900053,0.002112263347953558,0.00025170623848680407,0.029290959937497973,-0.00013980145240566344,0.0,0.04811158798283262,,,,
35.0,-0.6915326309204102,0.0,1.0,112.0,-0.011346443090587854,-0.010065126582048833,0.00019182902724423911,0.028659875504672527,7.311503139817432e-06,0.0,0.04805436337625179,,,,
36.0,-0.6915326309204102,0.0,1.0,112.0,0.012348127085715532,0.013695825648028404,0.00014031426417204784,0.029540432849898934,6.548812029905093e-05,0.0,0.04799713876967096,,,,
37.0,-0.6915326309204102,0.0,1.0,112.0,-0.003932983614504337,-0.002528699580579996,0.0001282463599636685,0.030630162451416254,8.79354772678198e-05,0.0,0.04793991416309013,,,,
38.0,-0.691842634677887,0.0,1.0,112.0,-0.004896005615592003,-0.0034284284338355064,0.00012415424316714052,0.03194588120095432,-7.982986517163226e-06,0.0,0.0478826895565093,,,,
39.0,-0.692496954202652,0.0,1.0,109.0,-0.0036683104699477553,-0.002313938341103494,0.00016466893521283055,0.03004062920808792,0.0004852830315940082,0.001953125,0.047825464949928474,,,,
40.0,-0.6915326309204102,0.0,1.0,112.0,-0.007190818432718515,-0.006033007055521011,0.00015422090200445382,0.025852351682260633,-0.00019448529747023713,0.0,0.047768240343347645,-0.6937463712692261,0.0,1.0,27.0
41.0,-0.691571683883667,0.0,1.0,112.0,-0.0047181579284369946,-0.0036355978809297085,0.00019507760043779854,0.02473431918770075,-0.0002425884158583358,0.0,0.04771101573676681,,,,
42.0,-0.6915326309204102,0.0,1.0,112.0,0.004925101064145565,0.006129088811576366,0.0001541081383038545,0.02688229107297957,0.00014239922120395931,0.0,0.04765379113018598,,,,
43.0,-0.6915326309204102,0.0,1.0,112.0,0.008542830590158701,0.009853311348706484,0.00013943083968115388,0.028997823130339384,0.00012565528459163033,0.0,0.04759656652360515,,,,
44.0,-0.6915326309204102,0.0,1.0,112.0,-0.0010003590723499656,0.0003970441175624728,0.00012708888607448898,0.030731345061212778,0.0001167242103292665,0.0,0.04753934191702432,,,,
45.0,-0.6915326309204102,0.0,1.0,112.0,0.005841582082211971,0.007313809357583523,0.00012502444133133395,0.03232246311381459,0.00010752336356745218,0.0,0.047482117310443495,,,,
46.0,-0.6915326309204102,0.0,1.0,112.0,0.017601394094526768,0.01915145292878151,0.00012471858826756943,0.0339993666857481,0.0001030977198297478,0.0,0.047424892703862666,,,,
47.0,-0.6917126309871674,0.0,1.0,111.0,-0.0071080890484154224,-0.0055340868420898914,0.00013139486873114947,0.03461641678586602,0.00010596933037732015,0.0,0.04736766809728184,,,,
48.0,-0.6915326309204102,0.0,1.0,112.0,-0.009451530233491212,-0.007925670768599957,0.00012180228259239811,0.033539312426000834,-7.198657795015606e-05,0.0,0.047310443490701,,,,
49.0,-0.6930969524383546,0.0,1.0,106.0,-0.022101353737525642,-0.020849904976785183,0.00022619939591095317,0.028877350501716137,0.0025500251358607784,0.004929315531626344,0.04725321888412017,,,,
50.0,-0.6915326309204102,0.0,1.0,112.0,-0.00582630920689553,-0.004942751722410321,0.0002197621997765964,0.02104921475984156,-0.00033608668763918104,0.0,0.047195994277539344,,,,
51.0,-0.6915326309204102,0.0,1.0,112.0,0.0003495067358016968,0.0011111395433545113,0.0002055031873169355,0.01833702763542533,-9.12128020900127e-05,0.0,0.047138769670958515,,,,
52.0,-0.6915326309204102,0.0,1.0,112.0,-0.00014220899902284145,0.0006083203479647636,0.0001659969857428223,0.017703922698274255,-1.3183181522435916e-05,0.0,0.047081545064377686,,,,
53.0,-0.6915326309204102,0.0,1.0,112.0,-0.0002233227169199381,0.0005483879540406633,0.00013287616275192704,0.017823738511651754,1.6973353837101968e-05,0.0,0.04702432045779686,,,,
54.0,-0.692144067287445,0.0,1.0,111.0,0.009851254522800446,0.01060426770709455,0.00012675983907683985,0.017382197314873338,0.0005563369909395988,0.0,0.04696709585121603,,,,
55.0,-0.6915326309204102,0.0,1.0,112.0,-0.00614948058500886,-0.005499961320310831,0.0001209115698657115,0.015134860994294286,-0.00012206224209876382,0.0,0.04690987124463519,,,,
56.0,-0.6915326309204102,0.0,1.0,112.0,0.004773074091644958,0.005372357467422262,0.00011661734333756613,0.01403530070092529,-3.35943576601494e-05,0.0,0.046852646638054364,,,,
57.0,-0.6915326309204102,0.0,1.0,112.0,-0.0006186254322528839,-2.5953631848096848e-05,0.00010958183065667981,0.013836029567755759,-1.9265959565473167e-06,0.0,0.046795422031473535,,,,
58.0,-0.691842634677887,0.0,1.0,112.0,-0.001574318390339613,-0.0009815916419029236,0.00010611813286232064,0.013817101833410561,7.338387422350934e-05,0.0,0.046738197424892707,,,,
59.0,-0.6915326309204102,0.0,1.0,112.0,0.0039733718149363995,0.004553081933408976,0.0001038861992128659,0.01353125146124512,-1.3282833037919772e-05,0.0,0.04668097281831188,,,,
60.0,-0.6915326309204102,0.0,1.0,112.0,0.002086831256747246,0.0026675829431042075,0.00010103149452334037,0.013539614388719201,4.40826021730345e-06,0.0,0.04662374821173105,-0.6915326309204102,0.0,1.0,27.0
61.0,-0.692144067287445,0.0,1.0,111.0,-0.014398546307347715,-0.013852768111974001,0.00011803009601862868,0.012987665133550763,0.0004741689585898712,0.0,0.04656652360515022,,,,
62.0,-0.6915326309204102,0.0,1.0,112.0,-0.0022144175018183887,-0.0017441734671592712,0.00012700755087280413,0.011476145358756185,-7.191020927166392e-05,0.0,0.046509298998569384,,,,
63.0,-0.6915326309204102,0.0,1.0,112.0,0.009402751282323152,0.009839643840678036,0.00013116950867697597,0.010817080270498991,-1.9158857526235806e-05,0.0,0.046452074391988556,,,,
64.0,-0.6917126309871674,0.0,1.0,111.0,-0.005317479488439858,-0.004909959388896823,0.00013610959013021784,0.010250602383166552,0.0006824124581044089,0.0,0.04639484978540773,,,,
65.0,-0.6915326309204102,0.0,1.0,112.0,-0.0006497482536360621,-0.0003078255394939333,0.00014992339220043505,0.008996668737381697,-6.405885051208315e-05,0.0,0.0463376251788269,,,,
66.0,-0.6915326309204102,0.0,1.0,112.0,0.00704417162341997,0.007361117677646689,0.00014006024684931617,0.008361584041267633,-1.8617758996697376e-05,0.0,0.04628040057224607,,,,
67.0,-0.6915326309204102,0.0,1.0,112.0,-0.00404238494229503,-0.0037242322287056595,0.00012170079025963787,0.00819942617090419,-2.603357032171516e-06,0.0,0.04622317596566524,,,,
68.0,-0.6915326309204102,0.0,1.0,112.0,0.005184505134820938,0.005513725889613852,0.00010504592682991643,0.008268957433756441,3.6147733624147804e-06,0.0,0.04616595135908441,,,,
69.0,-0.6915326309204102,0.0,1.0,112.0,-0.00405736465472728,-0.003723370551597327,0.0001013310429698322,0.00834245653823018,5.746570721498756e-06,0.0,0.046108726752503576,,,,
70.0,-0.6915326309204102,0.0,1.0,112.0,0.0009104306809604168,0.001248817890882492,0.00010128473786608083,0.008447705069556832,6.242965710612225e-06,0.0,0.04605150214592275,,,,
71.0,-0.6915326309204102,0.0,1.0,112.0,0.0012594391591846943,0.0016044866060838103,9.923446214088472e-05,0.008580728434026241,6.196710046424414e-06,0.0,0.04599427753934192,,,,
72.0,-0.6915326309204102,0.0,1.0,112.0,-0.013848796486854553,-0.013499416876584291,9.97254346657428e-05,0.008691053255461156,6.01261851329582e-06,0.0,0.04593705293276109,,,,
73.0,-0.6915326309204102,0.0,1.0,112.0,-0.004678656187024899,-0.004324320165324025,9.821274306887062e-05,0.0087934440234676,5.851189300187798e-06,0.0,0.04587982832618026,,,,
74.0,-0.6915326309204102,0.0,1.0,112.0,-0.018251312663778663,-0.017893650336191058,9.985530141420895e-05,0.008894920814782381,6.1197205809548905e-06,0.0,0.04582260371959943,,,,
75.0,-0.6915326309204102,0.0,1.0,112.0,-0.005222336418228224,-0.004858674656134099,9.747094009071589e-05,0.00901109934784472,6.205402371506352e-06,0.0,0.0457653791130186,,,,
76.0,-0.6915326309204102,0.0,1.0,112.0,-0.0027398448437452316,-0.002367030130699277,9.298770419263747e-05,0.009173645987175405,6.579483596169666e-06,0.0,0.04570815450643777,,,,
77.0,-0.692144067287445,0.0,1.0,111.0,0.005075177643448114,0.005424011033028364,0.00010345358532504179,0.008774432120844722,0.0004938702948038554,0.0,0.04565092989985694,,,,
78.0,-0.6915326309204102,0.0,1.0,112.0,0.012719282880425453,0.0130161726847291,9.98333725874545e-05,0.007606447034049779,-5.225247355156171e-05,0.0,0.04559370529327611,,,,
79.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016684327274560928,-0.0014002639800310135,0.00010792175635288004,0.007074068475048989,-1.6239161197972862e-05,0.0,0.04553648068669528,,,,
80.0,-0.6929704058170318,0.0,1.0,110.0,0.004974324372597039,0.005184898735024035,0.00015691573935328051,0.006355278252158314,0.001514943240294997,0.0027173913549631834,0.04547925608011445,-0.6915326309204102,0.0,1.0,27.0
81.0,-0.6915326309204102,0.0,1.0,112.0,-0.0020799320191144943,-0.001955266110599041,0.00020038767797814216,0.0049504441558383405,-4.823381686946959e-05,0.0,0.045422031473533624,,,,
82.0,-0.6915326309204102,0.0,1.0,112.0,0.01589550729840994,0.016000004019588232,0.00019482783864077646,0.004450741515029222,-1.5222467425246577e-05,0.0,0.045364806866952795,,,,
83.0,-0.6915326309204102,0.0,1.0,112.0,0.001537625095807016,0.001655878615565598,0.0001514078621767112,0.004280890570953488,-3.918074071407318e-06,0.0,0.04530758226037196,,,,
84.0,-0.6915326309204102,0.0,1.0,112.0,0.010244985460303724,0.010382006876170635,0.00011201838970009703,0.004265825904440135,2.0644317100249054e-07,0.0,0.04525035765379113,,,,
85.0,-0.6915326309204102,0.0,1.0,112.0,0.0033795321360230446,0.0035236382391303778,9.755039036463131e-05,0.004267952870577574,1.5543773770332336e-06,0.0,0.0451931330472103,,,,
86.0,-0.6915326309204102,0.0,1.0,112.0,0.0034331419155932963,0.0035813950235024095,9.29646885197144e-05,0.004314457415603101,1.8899639613323416e-06,0.0,0.04513590844062947,,,,
87.0,-0.6915326309204102,0.0,1.0,112.0,-0.004673769697546959,-0.004524414194747806,9.331642468168866e-05,0.004348261398263276,1.7120813105009347e-06,0.0,0.045078683834048644,,,,
88.0,-0.6915326309204102,0.0,1.0,112.0,0.0010362663306295872,0.0011854630429297686,9.61386085691629e-05,0.0043816560646519065,1.5447537151658253e-06,0.0,0.045021459227467815,,,,
89.0,-0.6915326309204102,0.0,1.0,112.0,-0.0015289844013750553,-0.0013761995360255241,9.206071717926534e-05,0.004421613062731922,1.4916683248600293e-06,0.0,0.044964234620886986,,,,
90.0,-0.692496954202652,0.0,1.0,109.0,-0.011663868557661772,-0.01154934661462903,0.00013392560322245117,0.004041330219479278,0.001668271329435811,0.0027777778450399637,0.04490701001430615,,,,
91.0,-0.6915326309204102,0.0,1.0,112.0,0.010377159342169762,0.010420374805107713,0.00019449398496362846,0.003131878300337121,-3.0483429554806207e-05,0.0,0.04484978540772532,,,,
92.0,-0.6915326309204102,0.0,1.0,112.0,-0.005515048163942993,-0.005507423426024616,0.00023310341566684656,0.002772275824099779,-9.649743645923081e-06,0.0,0.04479256080114449,,,,
93.0,-0.6915326309204102,0.0,1.0,112.0,0.0011199822183698416,0.0011494895443320274,0.00017977622519538272,0.002668944071047008,-2.8237700604449856e-06,0.0,0.044735336194563664,,,,
94.0,-0.6915326309204102,0.0,1.0,112.0,-0.005258559715002775,-0.005204298300668597,0.00012756501109834062,0.0026420756184961647,-2.744297162848852e-07,0.0,0.044678111587982836,,,,
95.0,-0.6915326309204102,0.0,1.0,112.0,-0.010493063367903233,-0.010426718974485993,0.00010387530255684396,0.002650763461133465,5.889063103836634e-07,0.0,0.04462088698140201,,,,
96.0,-0.6915326309204102,0.0,1.0,112.0,0.004580868873745203,0.004650813643820584,9.788938859855989e-05,0.002667819964699447,7.435058453353349e-07,0.0,0.04456366237482118,,,,
97.0,-0.6915326309204102,0.0,1.0,112.0,0.00042854342609643936,0.0005007977597415447,9.498037525190739e-05,0.002690533146960661,7.186705843764685e-07,0.0,0.04450643776824034,,,,
98.0,-0.6915326309204102,0.0,1.0,112.0,-0.0022420831955969334,-0.0021697976626455784,9.623370351619087e-05,0.002708837448153645,6.093954088015607e-07,0.0,0.044449213161659513,,,,
99.0,-0.6915326309204102,0.0,1.0,112.0,-0.00928646803367883,-0.00921267713420093,9.428200792171992e-05,0.0027242140495218337,6.466483046807525e-07,0.0,0.044391988555078685,,,,
100.0,-0.6915326309204102,0.0,1.0,112.0,0.0002076723612844944,0.0002824394032359123,9.275499269278953e-05,0.0027324972325004637,6.12189367643623e-07,0.0,0.044334763948497856,-0.6915326309204102,0.0,1.0,27.0
101.0,-0.6915326309204102,0.0,1.0,112.0,-0.006229325546883047,-0.0061547409277409315,9.320839672000147e-05,0.002737006259849295,6.249174404615587e-07,0.0,0.04427753934191703,,,,
102.0,-0.6915326309204102,0.0,1.0,112.0,-0.002786718891002238,-0.0027106860652565956,9.135731033893535e-05,0.0027523860335350037,6.835907662150476e-07,0.0,0.0442203147353362,,,,
103.0,-0.6915326309204102,0.0,1.0,112.0,-0.01157550944481045,-0.01149829977657646,9.023458096635295e-05,0.0027698486810550094,6.457169945406349e-07,0.0,0.04416309012875537,,,,
104.0,-0.6915326309204102,0.0,1.0,112.0,-0.008817661786451936,-0.008740355726331472,9.060018055606633e-05,0.0027797630173154175,5.795930824170625e-07,0.0,0.04410586552217454,,,,
105.0,-0.6915326309204102,0.0,1.0,112.0,0.0021559562883339822,0.0022348867496475577,8.827233523334144e-05,0.0027938822750002146,7.466102616149328e-07,0.0,0.044048640915593705,,,,
106.0,-0.6915326309204102,0.0,1.0,112.0,0.00424898904748261,0.004327989183366299,8.848815650708275e-05,0.002801579248625785,6.274009791695789e-07,0.0,0.043991416309012876,,,,
107.0,-0.6915326309204102,0.0,1.0,112.0,-0.005543369043152779,-0.005462873567012139,8.726567193662049e-05,0.0028253300406504422,7.82310962677002e-07,0.0,0.04393419170243205,,,,
108.0,-0.6915326309204102,0.0,1.0,112.0,-0.0030156245338730514,-0.0029334683204069734,8.551257269573398e-05,0.002846876799594611,7.410223226145263e-07,0.0,0.04387696709585122,,,,
109.0,-0.6915326309204102,0.0,1.0,112.0,0.005807724410260562,0.005890337673918111,8.491526841680752e-05,0.002854172751540318,8.232891612891535e-07,0.0,0.04381974248927039,,,,
110.0,-0.6915326309204102,0.0,1.0,112.0,-0.011315222829580307,-0.01123075233772397,8.354429610335501e-05,0.0028847453359048814,8.285666481810949e-07,0.0,0.04376251788268956,,,,
111.0,-0.6915326309204102,0.0,1.0,112.0,0.001456613652408123,0.0015412252396345139,8.370910472876858e-05,0.0028935517475474626,7.043903158532316e-07,0.0,0.043705293276108725,,,,
112.0,-0.6915326309204102,0.0,1.0,112.0,0.0023888684809207916,0.0024741492234170437,8.374571370950434e-05,0.0029131609189789742,7.655471545575665e-07,0.0,0.043648068669527904,,,,
113.0,-0.6915326309204102,0.0,1.0,112.0,-0.0037354696542024612,-0.003649055492132902,8.231956053350586e-05,0.002926680987002328,9.639188540688792e-07,0.0,0.04359084406294707,,,,
114.0,-0.6915326309204102,0.0,1.0,112.0,0.014927727403119206,0.015015433193184435,8.108806650852785e-05,0.002946046559372917,8.447095822816664e-07,0.0,0.04353361945636624,,,,
115.0,-0.6915326309204102,0.0,1.0,112.0,0.0013262592256069183,0.0014145353343337774,8.113073727145093e-05,0.0029634739039465785,7.140139737238371e-07,0.0,0.04347639484978541,,,,
116.0,-0.6915326309204102,0.0,1.0,112.0,0.009283710736781359,0.009372659027576447,8.082738349912688e-05,0.0029793911962769926,9.213884659686755e-07,0.0,0.04341917024320458,,,,
117.0,-0.6915326309204102,0.0,1.0,112.0,0.0016755927354097366,0.0017659959848970175,7.905894199211616e-05,0.0029964831774123013,8.804102726855945e-07,0.0,0.04336194563662375,,,,
118.0,-0.6915326309204102,0.0,1.0,112.0,-0.0011253694538027048,-0.0010337475687265396,7.839567479095422e-05,0.003020911739440635,8.881712894037719e-07,0.0,0.043304721030042924,,,,
119.0,-0.6915326309204102,0.0,1.0,112.0,0.00494868541136384,0.005040735937654972,7.831041057215771e-05,0.003033790155313909,8.866191016920766e-07,0.0,0.04324749642346209,,,,
120.0,-0.6915326309204102,0.0,1.0,112.0,-0.002702298224903643,-0.0026079791132360697,7.644841298315441e-05,0.0030687366670463234,8.825833699432906e-07,0.0,0.04319027181688126,-0.6915326309204102,0.0,1.0,27.0
121.0,-0.6915326309204102,0.0,1.0,112.0,-0.014271080493927002,-0.014176952885463834,7.752786041237414e-05,0.003080957889324054,9.605040141025256e-07,0.0,0.04313304721030043,,,,
122.0,-0.6915326309204102,0.0,1.0,112.0,0.0017004450783133507,0.0017963382415473461,7.547660834461567e-05,0.003102208342170343,9.431193159770146e-07,0.0,0.0430758226037196,,,,
123.0,-0.6915326309204102,0.0,1.0,112.0,-0.007268877932801843,-0.0071714327204972506,7.398964135063579e-05,0.0031251875043381006,9.853392946013173e-07,0.0,0.04301859799713877,,,,
124.0,-0.6915326309204102,0.0,1.0,112.0,0.0018176896846853197,0.0019148577703163028,7.503902315875166e-05,0.0031350979988928884,1.0303532214095412e-06,0.0,0.042961373390557944,,,,
125.0,-0.6915326309204102,0.0,1.0,112.0,-0.003337416797876358,-0.0032380009070038795,7.261349992404575e-05,0.0031633981852792203,1.091199624880801e-06,0.0,0.04290414878397711,,,,
126.0,-0.6915326309204102,0.0,1.0,112.0,0.006423292448744178,0.006523621617816389,7.191314170995611e-05,0.003180734202032909,9.530534512691702e-07,0.0,0.04284692417739629,,,,
127.0,-0.6915326309204102,0.0,1.0,112.0,0.007777102757245302,0.007878240896388888,7.188600875451812e-05,0.0032035991025622934,1.0787819775259777e-06,0.0,0.04278969957081545,,,,
128.0,-0.6915326309204102,0.0,1.0,112.0,-0.005304444115608931,-0.005201251246035099,7.069159573802608e-05,0.0032419772760476917,1.0880952103775599e-06,0.0,0.04273247496423462,,,,
129.0,-0.6915326309204102,0.0,1.0,112.0,0.001392780221067369,0.0014964136062189937,7.112300454537035e-05,0.0032617369142826647,1.1269003081793016e-06,0.0,0.04267525035765379,,,,
130.0,-0.6915326309204102,0.0,1.0,112.0,0.016293860971927643,0.016398227773606777,7.075862913552555e-05,0.003279071534052491,1.1899198106846143e-06,0.0,0.042618025751072965,,,,
131.0,-0.6915326309204102,0.0,1.0,112.0,-0.0016049242112785578,-0.001498362049460411,6.854693310742732e-05,0.003309053397970274,1.1343508781180844e-06,0.0,0.042560801144492136,,,,
132.0,-0.6915326309204102,0.0,1.0,112.0,0.00535860238596797,0.0054656462743878365,6.812913215981098e-05,0.0033199088647961617,1.197370380623397e-06,0.0,0.04250357653791131,,,,
133.0,-0.6915326309204102,0.0,1.0,112.0,0.009449071629205719,0.009557673474773765,6.704466386509011e-05,0.0033483410661574453,1.1504938299822243e-06,0.0,0.04244635193133047,,,,
134.0,-0.6915326309204102,0.0,1.0,112.0,0.00040869091753847897,0.0005179645086172968,6.716828011121834e-05,0.0033701217034831643,1.2374172548845763e-06,0.0,0.04238912732474964,,,,
135.0,-0.6915326309204102,0.0,1.0,112.0,-0.005445727147161961,-0.005335130728781223,6.662376699750894e-05,0.0033995365374721587,1.224378724629105e-06,0.0,0.042331902718168814,,,,
136.0,-0.6915326309204102,0.0,1.0,112.0,-0.010847634170204401,-0.010735657066106796,6.643351844104473e-05,0.0034345593303442,1.1635323389214136e-06,0.0,0.042274678111587985,,,,
137.0,-0.6915326309204102,0.0,1.0,112.0,-0.015125359408557415,-0.015012442599982023,6.592695626750356e-05,0.003455475583905354,1.3376896674799355e-06,0.0,0.042217453505007156,,,,
138.0,-0.6915326309204102,0.0,1.0,112.0,0.013740887865424156,0.01385518442839384,6.461903558374615e-05,0.0034773072111420333,1.3094395221457944e-06,0.0,0.04216022889842633,,,,
139.0,-0.6915326309204102,0.0,1.0,112.0,-0.0014706822112202644,-0.0013551069423556328,6.504611792479409e-05,0.0035174891527276486,1.3709068298339844e-06,0.0,0.0421030042918455,,,,
140.0,-0.6915326309204102,0.0,1.0,112.0,0.0037415041588246822,0.0038582528941333294,6.326022594294045e-05,0.0035289912775624543,1.3650084724758926e-06,0.0,0.04204577968526467,-0.6915326309204102,0.0,1.0,27.0
141.0,-0.6915326309204102,0.0,1.0,112.0,-0.004022856766823679,-0.0039050159393809736,6.335599618978449e-05,0.003560953278793022,1.3619040224455148e-06,0.0,0.041988555078683834,,,,
142.0,-0.6915326309204102,0.0,1.0,112.0,0.0007177818333730102,0.000837525469250977,6.190555177454371e-05,0.003593876608647406,1.36997551791751e-06,0.0,0.041931330472103005,,,,
143.0,-0.6915326309204102,0.0,1.0,112.0,-0.006673567462712526,-0.00655310635920614,6.300079667198588e-05,0.0036290069110691547,1.4935309522456919e-06,0.0,0.041874105865522177,,,,
