iteration,steps_collected,episode_return_mean,safe_reach_ratio,conv_eval_success_delta_w5,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
1.0,200.0,18.344823722890588,0.25,nan,112.0,800.0,0.06048256950452924,0.05896497989514771,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,4.839354038238525,1.4594683647155762,14.473369467363227,58.0,1.0,200.0,2.1519764810800552
2.0,98.0,0.22046738237142546,0.0,nan,25.0,392.0,0.05049346899613738,0.06527867357755834,0.0,0.0,0.0,,,,,,,,,,,,
3.0,166.0,0.8190861394256342,0.0,nan,38.0,664.0,0.12585360743105412,0.06778917021604514,0.0,0.0,0.0,,,,,,,,,,,,
4.0,200.0,28.70572990686634,1.0,nan,153.0,800.0,0.11001564748585224,0.011931453501720313,0.0,0.0,0.0,,,,,,,,,,,,
5.0,200.0,48.34948084242643,0.75,nan,223.0,800.0,0.11239316873252392,0.004702974298266938,0.0,0.0,0.0,,,,,,,,,,,,
6.0,200.0,55.815196437831055,0.75,nan,252.0,800.0,0.13459071912802756,0.010026470190250603,0.0,0.0,0.0,,,,,,,,,,,,
7.0,200.0,18.43862678518053,0.5,nan,110.0,800.0,0.021538496715947986,0.05489710792688385,0.0,0.0,0.0,,,,,,,,,,,,
8.0,156.0,23.62952982788906,1.0,nan,117.0,624.0,-0.016468119341880083,0.052219842649588344,0.0,0.0,0.0,,,,,,,,,,,,
9.0,200.0,1.264865866303443,0.25,nan,55.0,800.0,0.09855831786990166,0.2216994348295671,0.0,0.0,0.0,,,,,,,,,,,,
10.0,200.0,26.571286357240755,0.5,nan,150.0,800.0,0.5902304301659266,0.04328000366675688,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,1.3075934648513794,3.0763659477233887,9.752743941900007,40.0,1.0,153.0,2.2830653545260424
11.0,160.0,14.872296107187866,1.0,nan,88.0,640.0,-0.019037101417779922,0.11405347360064422,0.0,0.0,0.0,,,,,,,,,,,,
12.0,179.0,37.867625973282856,1.0,nan,182.0,716.0,0.22521337292467553,0.0075964300095785475,0.0,0.0,0.0,,,,,,,,,,,,
13.0,179.0,9.41504195718095,0.25,nan,78.0,716.0,0.15148658864200115,0.04620604362892233,0.0,0.0,0.0,,,,,,,,,,,,
14.0,200.0,0.23217862248420637,0.0,nan,45.0,800.0,0.13976117596030235,0.12404998442719538,0.0,0.0,0.0,,,,,,,,,,,,
15.0,82.0,-0.42110852718353264,0.0,nan,21.0,328.0,0.06807534024119377,0.06341669567032404,0.0,0.0,0.0,,,,,,,,,,,,
16.0,93.0,5.311950846789404,0.25,nan,42.0,372.0,0.0798027329146862,0.026562388087221223,0.0,0.0,0.0,,,,,,,,,,,,
17.0,178.0,32.50699981318787,1.0,nan,155.0,712.0,0.4656931944191456,0.002853960271151923,0.0,0.0,0.0,,,,,,,,,,,,
18.0,200.0,13.251706625381486,0.75,nan,90.0,800.0,0.3885613828897476,0.0062013413080137525,0.0,0.0,0.0,,,,,,,,,,,,
19.0,200.0,14.750244344025848,0.5,nan,95.0,800.0,-0.017549915937706828,0.03432684397313479,0.0,0.0,0.0,,,,,,,,,,,,
20.0,92.0,2.0013312420994045,0.25,nan,32.0,368.0,0.19404267519712448,0.030729881915203094,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,1.6575754880905151,3.2269439697265625,13.48065921672952,116.0,1.0,200.0,18.893438335391696
21.0,54.0,0.12595337390899664,0.0,nan,13.0,216.0,0.14592599123716354,0.07098247384097342,0.0,0.0,0.0,,,,,,,,,,,,
22.0,200.0,10.397773672919719,0.5,nan,82.0,800.0,0.30517127946950495,0.03567452779216751,0.0,0.0,0.0,,,,,,,,,,,,
23.0,200.0,13.472316734306519,0.25,nan,96.0,800.0,0.050503703532740474,0.0325071276350819,0.0,0.0,0.0,,,,,,,,,,,,
24.0,91.0,0.09039453506469727,0.0,nan,20.0,364.0,0.09454753808677197,0.06648270352315877,0.0,0.0,0.0,,,,,,,,,,,,
25.0,200.0,46.33749223682099,0.75,nan,215.0,800.0,0.0682761940988712,0.003767349524368413,0.0,0.0,0.0,,,,,,,,,,,,
26.0,200.0,39.956360844208405,0.75,nan,193.0,800.0,0.1901889465516433,0.014921013683299122,0.0,0.0,0.0,,,,,,,,,,,,
27.0,181.0,26.28730014996603,1.0,nan,134.0,724.0,0.7303160851200421,0.013142006188219618,0.0,0.0,0.0,,,,,,,,,,,,
28.0,99.0,-0.018570276498794502,0.0,nan,24.0,396.0,0.10908587463200092,0.053988950264172164,0.0,0.0,0.0,,,,,,,,,,,,
29.0,161.0,4.111634320914743,0.25,nan,59.0,644.0,0.12329801917076111,0.052860082650987295,0.0,0.0,0.0,,,,,,,,,,,,
30.0,68.0,-0.1056101606413721,0.0,nan,17.0,272.0,0.03387617506086826,0.04883404058468699,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,3.687652587890625,3.0062813758850098,13.857188030877296,63.0,1.0,200.0,5.21544877772685
31.0,200.0,6.813697107508775,0.5,nan,74.0,800.0,0.16364481719210744,0.04455432507490542,0.0,0.0,0.0,,,,,,,,,,,,
32.0,145.0,5.49719786643982,0.25,nan,55.0,580.0,0.1672905571758747,0.032966620702310934,0.0,0.0,0.0,,,,,,,,,,,,
33.0,200.0,53.6139066319913,0.75,nan,249.0,800.0,0.030052609276026487,0.010421067324428934,0.0,0.0,0.0,,,,,,,,,,,,
34.0,200.0,52.36430067385084,0.75,nan,236.0,800.0,0.1930148401297629,0.00750071060919788,0.0,0.0,0.0,,,,,,,,,,,,
35.0,200.0,29.620462562004104,0.75,nan,155.0,800.0,-0.022872427478432655,0.010607415246975282,0.0,0.0,0.0,,,,,,,,,,,,
36.0,167.0,24.49869850778022,1.0,nan,126.0,668.0,0.22519522719085217,0.0180867289054234,0.0,0.0,0.0,,,,,,,,,,,,
37.0,200.0,34.299127517268076,0.75,nan,168.0,800.0,-0.005566042692710956,0.046825958266431655,0.0,0.0,0.0,,,,,,,,,,,,
38.0,200.0,55.65725353182062,0.75,nan,249.0,800.0,0.13161952118389308,0.009789232708489859,0.0,0.0,0.0,,,,,,,,,,,,
39.0,200.0,22.497900488250902,0.25,nan,127.0,800.0,0.09835328906774521,0.011038959374022994,0.0,0.0,0.0,,,,,,,,,,,,
40.0,200.0,4.371161318034865,0.25,nan,59.0,800.0,0.09871855936944485,0.024552038221898442,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.14375409483909607,2.7648727893829346,9.841042209251157,147.0,1.0,200.0,27.361803828552382
41.0,111.0,18.587899429498652,1.0,nan,90.0,444.0,0.08389588678255677,0.035375195249877533,0.0,0.0,0.0,,,,,,,,,,,,
42.0,85.0,0.15274640321731578,0.0,nan,21.0,340.0,0.11669760383665562,0.05384420124598299,0.0,0.0,0.0,,,,,,,,,,,,
43.0,82.0,2.4230948421359058,0.25,nan,27.0,328.0,0.05240996554493904,0.041222334303860464,0.0,0.0,0.0,,,,,,,,,,,,
44.0,200.0,21.115135358879353,0.25,nan,122.0,800.0,-0.03068481246009469,0.026320716970410385,0.0,0.0,0.0,,,,,,,,,,,,
45.0,200.0,12.485015862830915,1.0,nan,96.0,800.0,0.11556685436517,0.010216873046682728,0.0,0.0,0.0,,,,,,,,,,,,
