iteration,steps_collected,episode_return_mean,safe_reach_ratio,conv_eval_success_delta_w5,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
1.0,200.0,11.006188296194885,0.75,nan,89.0,800.0,0.07370682759210467,0.054819651657453505,0.020260212615539785,0.06911887973868058,-0.3809988498687744,1.0,0.0,0.0,0.25,0.0,1.3100630044937134,2.3970561027526855,14.38805420283461,46.0,1.0,174.0,-0.05618248671293269
2.0,200.0,12.26445154952817,0.25,nan,105.0,800.0,0.011599302291870117,0.08998383052835379,0.07140009178048956,0.037167480297169445,-0.3809988498687744,,,,,,,,,,,,
3.0,200.0,30.865948986331926,0.75,nan,161.0,800.0,0.41126379991571105,0.06188177817529095,0.03737793269146588,0.049007692788794216,-0.3809988498687744,,,,,,,,,,,,
4.0,99.0,-0.25057683825492866,0.0,nan,22.0,396.0,0.01229901285842061,0.23491093917122807,0.22265473579718925,0.02451240942597586,-0.3809988498687744,,,,,,,,,,,,
5.0,200.0,14.063685653288852,0.25,nan,97.0,800.0,0.12571775587275624,0.1848004959953755,0.09991661240011815,0.16976776820116793,-0.3809988498687744,,,,,,,,,,,,
6.0,163.0,-0.10464767694473313,0.0,nan,38.0,652.0,0.07644442841410637,0.099659719217982,0.051750240953015794,0.09581896100863616,-0.3809988498687744,,,,,,,,,,,,
7.0,200.0,8.51741967096459,0.25,nan,79.0,800.0,0.03404445922933519,0.19218060563070694,0.17836912858065126,0.02762295322088707,-0.3809988498687744,,,,,,,,,,,,
8.0,200.0,27.47459655543789,0.5,nan,147.0,800.0,0.0811385877119998,0.072639645189156,0.057421700196055525,0.030435893732944915,-0.3809988498687744,,,,,,,,,,,,
9.0,138.0,0.2206266683340069,0.0,nan,31.0,552.0,0.000191559549421072,0.06241337647381329,0.03576411533196054,0.05329851680202211,-0.3809988498687744,,,,,,,,,,,,
10.0,200.0,39.91796405115166,0.75,nan,192.0,800.0,0.7270967438817024,0.1129415074804001,0.0874313266427804,0.051020359997984155,-0.3809988498687744,1.0,0.0,0.0,0.0,0.0,2.6532812118530273,0.28292810916900635,16.151646530837752,54.0,1.0,200.0,-0.13087744712829613
11.0,45.0,-0.24302248060703271,0.0,nan,16.0,180.0,0.16482004523277283,0.14704616736410875,0.09524240616981598,0.10360751989422666,-0.3809988498687744,,,,,,,,,,,,
12.0,200.0,1.3948256749659784,0.25,nan,53.0,800.0,0.12608759105205536,0.1216680077120662,0.0993988275615751,0.0445383585769398,-0.3809988498687744,,,,,,,,,,,,
13.0,200.0,25.408933627652004,0.5,nan,140.0,800.0,0.16436633747071028,0.059106806947966106,0.050518687516159844,0.017176241717856,-0.3809988498687744,,,,,,,,,,,,
14.0,200.0,20.592137952381762,0.5,nan,126.0,800.0,0.21434201672673225,0.09448058678208326,0.06974880210145784,0.04946356635510067,-0.3809988498687744,,,,,,,,,,,,
15.0,200.0,29.68125996808523,0.5,nan,157.0,800.0,0.15794796387975413,0.0656483221482631,0.025263877336328733,0.08076889370926207,-0.3809988498687744,,,,,,,,,,,,
16.0,200.0,2.1984899856150144,0.5,nan,54.0,800.0,0.15039749816060066,0.09900559610099435,0.061853215351163726,0.07430476277396358,-0.3809988498687744,,,,,,,,,,,,
17.0,200.0,34.06595210889355,0.5,nan,173.0,800.0,0.1875830932209889,0.08324722177499666,0.04808501816402386,0.07032440297658726,-0.3809988498687744,,,,,,,,,,,,
18.0,143.0,1.5626028039306399,0.25,nan,40.0,572.0,0.12958521954715252,0.05565773795979112,0.030379752470221844,0.050555967316263745,-0.3809988498687744,,,,,,,,,,,,
19.0,108.0,0.7301306684315205,0.25,nan,32.0,432.0,0.10111540369689465,0.05364566987918806,0.03464348628767766,0.038004366400667594,-0.3809988498687744,,,,,,,,,,,,
20.0,200.0,5.847672109724949,0.25,nan,70.0,800.0,0.013960493728518486,0.12198106531377562,0.05478536933333089,0.13439139140379816,-0.3809988498687744,1.0,0.0,0.25,0.0,0.25,0.3711225092411041,3.1459450721740723,14.332305790259852,71.0,1.0,200.0,5.7589890214614545
21.0,139.0,0.7841472631692878,0.0,nan,32.0,556.0,0.21854152902960777,0.04546762853055952,0.024869189438618378,0.04119687564490887,-0.3809988498687744,,,,,,,,,,,,
22.0,107.0,-0.18276845932006824,0.0,nan,25.0,428.0,0.052520462311804295,0.056119502418823686,0.03918202251439732,0.03387495958906077,-0.3809988498687744,,,,,,,,,,,,
23.0,200.0,16.95046708579176,0.75,nan,113.0,800.0,0.2623531185090542,0.12293569871144427,0.07329402609101976,0.09928334289708451,-0.3809988498687744,,,,,,,,,,,,
24.0,200.0,1.7690214335918433,0.5,nan,56.0,800.0,0.25838910788297653,0.05383179321302123,0.024590785476675592,0.05848201220065424,-0.3809988498687744,,,,,,,,,,,,
25.0,36.0,-0.174205227792263,0.0,nan,9.0,144.0,0.051321666687726974,0.24179174157123068,0.21908397046079622,0.04541554438593604,-0.3809988498687744,,,,,,,,,,,,
26.0,200.0,3.2608691122382854,0.25,nan,59.0,800.0,0.16319727525115013,0.1268405235423966,0.054399481960421436,0.1448820865760585,-0.3809988498687744,,,,,,,,,,,,
27.0,167.0,0.15219383716583224,0.0,nan,38.0,668.0,0.07172150630503893,0.039125138422832606,0.025933585683901583,0.026383106429116225,-0.3809988498687744,,,,,,,,,,,,
