iteration,steps_collected,episode_return_mean,safe_reach_ratio,skill_entropy_norm,top1_skill_ratio,high_div_bonus_mean,conv_eval_success_delta_w5,high_entropy_coef,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
43.0,200.0,-0.6543494701385498,0.0,0.9311132788103701,0.3076923076923077,0.002148722951100854,nan,0.04759656652360515,13.0,200.0,-0.04536738805472851,0.02444933799561113,0.0,0.0,0.0,,,,,,,,,,,,
44.0,200.0,-1.523653221130372,0.0,0.6704155034724725,0.42857142857142855,0.0014366046502981551,nan,0.04753934191702432,14.0,200.0,-0.01473522000014782,0.016937226798181656,0.0,0.0,0.0,,,,,,,,,,,,
45.0,200.0,-0.7439570903778077,0.0,0.8710777720232834,0.4,0.001742155544046567,nan,0.047482117310443495,15.0,200.0,-0.05317965708673,0.027238704634364695,0.0,0.0,0.0,,,,,,,,,,,,
46.0,200.0,-2.0003376007080083,0.0,0.6936378800602052,0.5714285714285714,0.0014863668858432968,nan,0.047424892703862666,14.0,200.0,0.05735616572201252,0.03470597784009442,0.0,0.0,0.0,,,,,,,,,,,,
47.0,200.0,-0.8045705795288092,0.0,0.8549911928879377,0.42857142857142855,0.0018321239847598667,nan,0.04736766809728184,14.0,200.0,-0.03334380127489567,0.016435313080571633,0.0,0.0,0.0,,,,,,,,,,,,
48.0,200.0,-1.3636960983276365,0.0,0.8902219892594387,0.35714285714285715,0.0019076185484130832,nan,0.047310443490701,14.0,200.0,-0.06083197332918644,0.015037783036191,0.0,0.0,0.0,,,,,,,,,,,,
49.0,200.0,-1.4793995857238773,0.0,0.8136542307890405,0.4,0.001627308461578081,nan,0.04725321888412017,15.0,200.0,-0.03586884122341871,0.014098491778805738,0.0,0.0,0.0,,,,,,,,,,,,
50.0,200.0,-1.3142328262329106,0.0,0.7934660124620466,0.42857142857142855,0.0017002843124186717,nan,0.047195994277539344,14.0,200.0,-0.053007377311587334,0.011666731114541449,0.0,0.0,0.0,,,,,,,,,,,,
51.0,200.0,-1.5762761116027844,0.0,0.7345565010338057,0.4,0.0014691130020676115,nan,0.047138769670958515,15.0,200.0,-0.055140879936516285,0.027537669344573034,0.0,0.0,0.0,,,,,,,,,,,,
52.0,200.0,-1.155879163742066,0.0,0.7683955428471756,0.4166666666666667,0.0019209888571179391,nan,0.047081545064377686,12.0,200.0,-0.059387327171862125,0.02956400672046584,0.0,0.0,0.0,,,,,,,,,,,,
53.0,200.0,-0.7644787073135377,0.0,0.925633958150854,0.3333333333333333,0.0018512679163017083,nan,0.04702432045779686,15.0,200.0,0.012086566537618637,0.022891625762567855,0.0,0.0,0.0,,,,,,,,,,,,
54.0,200.0,-1.5356436729431155,0.0,0.6630199464013858,0.45454545454545453,0.0018082362174583254,nan,0.04696709585121603,11.0,200.0,-0.045696319080889225,0.01311200987543998,0.0,0.0,0.0,,,,,,,,,,,,
55.0,200.0,-1.1058112144470214,0.0,0.8848616973159905,0.4166666666666667,0.0022121542432899763,nan,0.04690987124463519,12.0,200.0,-0.053778440691530704,0.01834010808293897,0.0,0.0,0.0,,,,,,,,,,,,
56.0,200.0,-1.4361570358276377,0.0,0.677627591887865,0.5384615384615384,0.0015637559812796886,nan,0.046852646638054364,13.0,200.0,-0.08285769820213318,0.019625622503426712,0.0,0.0,0.0,,,,,,,,,,,,
57.0,200.0,-1.3737998962402345,0.0,0.8810960346371515,0.46153846153846156,0.00203329854147035,nan,0.046795422031473535,13.0,200.0,-0.07168313674628735,0.023896580477012323,0.0,0.0,0.0,,,,,,,,,,,,
58.0,200.0,-1.1529333591461188,0.0,0.877787525185177,0.38461538461538464,0.0020256635196581013,nan,0.046738197424892707,13.0,200.0,-0.019889605697244406,0.0390494597817451,0.0,0.0,0.0,,,,,,,,,,,,
59.0,200.0,-0.8511296272277842,0.0,0.8810960346371515,0.46153846153846156,0.0020332985414703497,nan,0.04668097281831188,13.0,200.0,-0.038613137789070606,0.02936282833987207,0.0,0.0,0.0,,,,,,,,,,,,
60.0,200.0,-1.021807384490967,0.0,0.9426312884329151,0.3333333333333333,0.0023565782210822877,nan,0.04662374821173105,12.0,200.0,-0.0691846339032054,0.01780089425301753,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6411356925964355,15.570960378739983,9.0,1.0,167.0,-2.286207504272461
61.0,200.0,-0.7958546400070194,0.0,0.8274095654878446,0.5,0.0017730204974739528,nan,0.04656652360515022,14.0,200.0,-0.03155471105128527,0.009467309334986566,0.0,0.0,0.0,,,,,,,,,,,,
62.0,200.0,-0.5669396877288829,0.0,0.9397387499015614,0.2857142857142857,0.002013725892646203,nan,0.046509298998569384,14.0,200.0,-0.058512301184237,0.033541708812263094,0.0,0.0,0.0,,,,,,,,,,,,
63.0,200.0,-0.7961299180984497,0.0,0.7485801132743634,0.46153846153846156,0.0017274925690946843,nan,0.046452074391988556,13.0,200.0,-0.04389282502233982,0.01629251344846125,0.0,0.0,0.0,,,,,,,,,,,,
64.0,200.0,-0.7439541816711431,0.0,0.9134444399160676,0.35714285714285715,0.001957380942677288,nan,0.04639484978540773,14.0,200.0,0.04491149261593819,0.0323489252915897,0.0,0.0,0.0,,,,,,,,,,,,
65.0,200.0,-1.1913562297821052,0.0,0.9873179422900304,0.25,0.002468294855725076,nan,0.0463376251788269,12.0,200.0,-0.03314545005559921,0.027076259284856973,0.0,0.0,0.0,,,,,,,,,,,,
66.0,181.0,-2.4281118011474607,0.0,0.47193330474121836,0.7272727272727273,0.0012870908311124138,nan,0.04628040057224607,11.0,181.0,0.35100699216127396,0.003392838055871071,0.0,0.0,0.0,,,,,,,,,,,,
67.0,174.0,-2.4755475425720217,0.0,0.5861353211933781,0.5,0.0017584059635801345,nan,0.04622317596566524,10.0,174.0,0.1619151495397091,0.01265859050590342,0.0,0.0,0.0,,,,,,,,,,,,
68.0,200.0,-1.3166610717773437,0.0,0.925633958150854,0.3333333333333333,0.0018512679163017083,nan,0.04616595135908441,15.0,200.0,-0.06233186088502407,0.017276662413453322,0.0,0.0,0.0,,,,,,,,,,,,
69.0,200.0,-0.4174678742885595,0.0,0.8560874125505422,0.46153846153846156,0.0019755863366550976,nan,0.046108726752503576,13.0,200.0,0.1202290877699852,0.008735107409638659,0.0,0.0,0.0,,,,,,,,,,,,
70.0,190.0,-2.6460730552673355,0.0,0.7582039590163822,0.38461538461538464,0.001749701443883959,nan,0.04605150214592275,13.0,190.0,0.09101578034460545,0.010029741633613747,0.0,0.0,0.0,,,,,,,,,,,,
71.0,200.0,-1.6434906959533702,0.0,0.743885478500363,0.5384615384615384,0.0017166587965392992,nan,0.04599427753934192,13.0,200.0,-0.0163076207973063,0.008408959121503586,0.0,0.0,0.0,,,,,,,,,,,,
72.0,200.0,-1.0964675426483157,0.0,0.7683955428471756,0.4166666666666667,0.0019209888571179393,nan,0.04593705293276109,12.0,200.0,0.007878247648477554,0.01878173335709562,0.0,0.0,0.0,,,,,,,,,,,,
73.0,200.0,-2.0150527954101562,0.0,0.6952545077869625,0.46153846153846156,0.001604433479508375,nan,0.04587982832618026,13.0,200.0,0.004942627623677254,0.010473926839397336,0.0,0.0,0.0,,,,,,,,,,,,
74.0,200.0,-0.7609434604644776,0.0,0.6780647465127767,0.5,0.0014529958853845217,nan,0.04582260371959943,14.0,200.0,0.007487191818654537,0.02063200298083757,0.0,0.0,0.0,,,,,,,,,,,,
75.0,200.0,-1.4065776824951175,0.0,0.7934660124620466,0.42857142857142855,0.0017002843124186717,nan,0.0457653791130186,14.0,200.0,0.3424180671572685,0.007548822506888655,0.0,0.0,0.0,,,,,,,,,,,,
76.0,177.0,-2.379655666351319,0.0,0.3795513555009628,0.7,0.0011386540665028883,nan,0.04570815450643777,10.0,177.0,0.10216241329908371,0.0035020353652366358,0.0,0.0,0.0,,,,,,,,,,,,
77.0,200.0,-1.1735123634338387,0.0,0.8398466960423667,0.3076923076923077,0.0019381077600977693,nan,0.04565092989985694,13.0,200.0,-0.004761429503560066,0.02952148076874437,0.0,0.0,0.0,,,,,,,,,,,,
78.0,200.0,-1.7333783149719235,0.0,0.8277702810119585,0.38461538461538464,0.0019102391100275968,nan,0.04559370529327611,13.0,200.0,-0.04227143805474043,0.013322151808606577,0.0,0.0,0.0,,,,,,,,,,,,
79.0,200.0,-1.2123263359069831,0.0,0.8504146980032518,0.4375,0.0015945275587560968,nan,0.04553648068669528,16.0,200.0,-0.03677318897098303,0.01567161613525968,0.0,0.0,0.0,,,,,,,,,,,,
80.0,200.0,-2.1290735244750985,0.0,0.4482705885660407,0.75,0.0011206764714151022,nan,0.04547925608011445,12.0,200.0,0.036760881543159485,0.0046451217018704935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1749086380004883,14.784415990114212,12.0,1.0,200.0,-1.255353736877442
81.0,155.0,-2.1795887947082524,0.0,0.5579250710718983,0.6,0.0016737752132156953,nan,0.045422031473533624,10.0,155.0,0.0496522206813097,0.004705179864451507,0.0,0.0,0.0,,,,,,,,,,,,
82.0,200.0,-1.7557899475097667,0.0,0.7322464403015547,0.42105263157894735,0.001156178589949823,nan,0.045364806866952795,19.0,200.0,-0.024181968066841364,0.02264183079387294,0.0,0.0,0.0,,,,,,,,,,,,
83.0,190.0,-2.656423854827881,0.0,0.8148380739557575,0.46153846153846156,0.001880395555282517,nan,0.04530758226037196,13.0,190.0,0.1568678878247738,0.019945918759970625,0.0,0.0,0.0,,,,,,,,,,,,
84.0,200.0,-2.1952938079833975,0.0,0.7862453320547039,0.3333333333333333,0.001572490664109408,nan,0.04525035765379113,15.0,200.0,-0.040627194568514824,0.01356754520755203,0.0,0.0,0.0,,,,,,,,,,,,
85.0,152.0,-2.2126761627197267,0.0,0.6397594243321503,0.5,0.0019192782729964511,nan,0.0451931330472103,10.0,152.0,-0.06707506719976664,0.013233305994426223,0.0,0.0,0.0,,,,,,,,,,,,
86.0,200.0,-1.4503611564636236,0.0,0.7683955428471756,0.4166666666666667,0.0019209888571179391,nan,0.04513590844062947,12.0,200.0,-0.006417997181415558,0.013074004347636219,0.0,0.0,0.0,,,,,,,,,,,,
87.0,200.0,-0.6589605808258062,0.0,0.785152593630217,0.36363636363636365,0.002141325255355138,nan,0.045078683834048644,11.0,200.0,0.2937130853533745,0.04295269563508896,0.0,0.0,0.0,,,,,,,,,,,,
88.0,200.0,-1.6818094253540037,0.0,0.42810551676908487,0.5454545454545454,0.0011675605002793225,nan,0.045021459227467815,11.0,200.0,-0.008706238586455584,0.006728620122864868,0.0,0.0,0.0,,,,,,,,,,,,
89.0,200.0,-0.9372303485870364,0.0,0.8101434391817571,0.5384615384615384,0.0018695617827271323,nan,0.044964234620886986,13.0,200.0,0.1623937487602234,0.01639288686899363,0.0,0.0,0.0,,,,,,,,,,,,
90.0,200.0,-1.0501736164093018,0.0,0.7862454061236,0.3333333333333333,0.0015724908122472007,nan,0.04490701001430615,15.0,200.0,0.03962083254009485,0.007005661813818734,0.0,0.0,0.0,,,,,,,,,,,,
91.0,200.0,-1.1054871559143067,0.0,0.9014357979256109,0.2857142857142857,0.0019316481384120238,nan,0.04484978540772532,14.0,200.0,0.3180679604411125,0.01317586776725193,0.0,0.0,0.0,,,,,,,,,,,,
92.0,200.0,-0.6479520559310913,0.0,0.985924780422873,0.26666666666666666,0.0019718495608457465,nan,0.04479256080114449,15.0,200.0,-0.008758215233683586,0.02774646943521475,0.0,0.0,0.0,,,,,,,,,,,,
93.0,200.0,-0.7111426115036024,0.0,0.8848616973159905,0.4166666666666667,0.0022121542432899763,nan,0.044735336194563664,12.0,200.0,0.03387831337749958,0.03700463236204996,0.0,0.0,0.0,,,,,,,,,,,,
94.0,200.0,-1.0336429119110107,0.0,0.8244619196977763,0.38461538461538464,0.001902604430071792,nan,0.044678111587982836,13.0,200.0,0.10410479083657265,0.027001699790675956,0.0,0.0,0.0,,,,,,,,,,,,
95.0,200.0,-0.5971723914146433,0.0,0.8902220633283349,0.35714285714285715,0.001907618707132146,nan,0.04462088698140201,14.0,200.0,0.0628297096118331,0.14836583099355266,0.0,0.0,0.0,,,,,,,,,,,,
96.0,200.0,-0.649540734291078,0.0,0.5694316740844405,0.5454545454545454,0.001552995474775747,nan,0.04456366237482118,11.0,200.0,0.16363245621323586,0.004255806658438815,0.0,0.0,0.0,,,,,,,,,,,,
97.0,200.0,-1.2259495735168466,0.0,0.8324609901344643,0.3333333333333333,0.0016649219802689287,nan,0.04450643776824034,15.0,200.0,-0.06747150979936123,0.05475451065825837,0.0,0.0,0.0,,,,,,,,,,,,
98.0,200.0,-1.2032515525817884,0.0,0.778385437073829,0.5714285714285714,0.0016679687937296336,nan,0.044449213161659513,14.0,200.0,-0.08553757146000862,0.02468172666085593,0.0,0.0,0.0,,,,,,,,,,,,
99.0,200.0,-1.574146270751954,0.0,0.8085465878502643,0.42857142857142855,0.0017325998311077098,nan,0.044391988555078685,14.0,200.0,-0.042836662381887436,0.014201984773044386,0.0,0.0,0.0,,,,,,,,,,,,
100.0,200.0,-1.2877944946289062,0.0,0.743885478500363,0.5384615384615384,0.0017166587965392994,nan,0.044334763948497856,13.0,200.0,0.03754331171512604,0.013047099691757467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.03701400756836,15.620883956551552,16.0,1.0,200.0,-0.7253228187561053
101.0,200.0,-0.7398647785186773,0.0,0.7683955428471756,0.4166666666666667,0.0019209888571179391,nan,0.04427753934191703,12.0,200.0,-0.026970935985445976,0.015841167604376098,0.0,0.0,0.0,,,,,,,,,,,,
102.0,200.0,-1.0848493099212657,0.0,0.9780417018775118,0.2857142857142857,0.0020958036468803824,nan,0.0442203147353362,14.0,200.0,0.03302745521068573,0.016522355803508616,0.0,0.0,0.0,,,,,,,,,,,,
103.0,200.0,-1.076519107818604,0.0,0.942631214364019,0.3333333333333333,0.002356578035910048,nan,0.04416309012875537,12.0,200.0,0.053637889213860035,0.013835611673366657,0.0,0.0,0.0,,,,,,,,,,,,
104.0,200.0,-2.105512619018554,0.0,0.6695339354708292,0.6,0.0013390678709416586,nan,0.04410586552217454,15.0,200.0,0.04904427379369736,0.01781715243239887,0.0,0.0,0.0,,,,,,,,,,,,
105.0,200.0,-1.1873324871063233,0.0,0.8810960346371515,0.46153846153846156,0.0020332985414703497,nan,0.044048640915593705,13.0,200.0,-0.039896437898278236,0.010778961201199309,0.0,0.0,0.0,,,,,,,,,,,,
106.0,200.0,-0.6693556547164918,0.0,0.906827050667638,0.4,0.0018136541013352762,nan,0.043991416309012876,15.0,200.0,-0.048529744148254395,0.03626777204815881,0.0,0.0,0.0,,,,,,,,,,,,
107.0,200.0,-0.899241447448731,0.0,0.9548193993586752,0.2857142857142857,0.002046041570054304,nan,0.04393419170243205,14.0,200.0,-0.08380350843071938,0.019238599855489157,0.0,0.0,0.0,,,,,,,,,,,,
108.0,200.0,-0.7199081897735596,0.0,0.7898294518691481,0.46153846153846156,0.0018226833504672653,nan,0.04387696709585122,13.0,200.0,-0.04509741999208927,0.011550644934255274,0.0,0.0,0.0,,,,,,,,,,,,
109.0,200.0,-1.0512490749359136,0.0,0.9068271247365342,0.4,0.0018136542494730688,nan,0.04381974248927039,15.0,200.0,-0.05868205055594444,0.01929861004045961,0.0,0.0,0.0,,,,,,,,,,,,
110.0,200.0,-1.4528635025024426,0.0,0.6856014048309755,0.5625,0.001285502634058079,nan,0.04376251788268956,16.0,200.0,0.3018866032361984,0.021876922706869664,0.0,0.0,0.0,,,,,,,,,,,,
111.0,200.0,-1.3090997695922866,0.0,0.6856014048309755,0.5625,0.0012855026340580793,nan,0.043705293276108725,16.0,200.0,-0.07902995869517326,0.026999561090478894,0.0,0.0,0.0,,,,,,,,,,,,
112.0,200.0,-1.0792800426483167,0.0,0.6680216708187077,0.5833333333333334,0.0016700541770467694,nan,0.043648068669527904,12.0,200.0,-0.05871092155575752,0.010190209945722017,0.0,0.0,0.0,,,,,,,,,,,,
113.0,200.0,-1.3036037445068362,0.0,0.8136541567201444,0.4,0.0016273083134402888,nan,0.04359084406294707,15.0,200.0,-0.06851232424378395,0.020530172537733052,0.0,0.0,0.0,,,,,,,,,,,,
114.0,200.0,-1.9129415512084953,0.0,0.8707342404830699,0.4375,0.001632626700905756,nan,0.04353361945636624,16.0,200.0,0.05110219866037369,0.024250310776878906,0.0,0.0,0.0,,,,,,,,,,,,
115.0,200.0,-1.55766887664795,0.0,0.7188768564137538,0.5384615384615384,0.0016589465917240473,nan,0.04347639484978541,13.0,200.0,-0.026161952409893274,0.013318719293110917,0.0,0.0,0.0,,,,,,,,,,,,
116.0,200.0,-0.5548232316970831,0.0,0.7879112896662784,0.4666666666666667,0.0015758225793325571,nan,0.04341917024320458,15.0,200.0,0.020845440216362476,0.01828521190058382,0.0,0.0,0.0,,,,,,,,,,,,
117.0,200.0,-0.7218462228775024,0.0,0.8777875992540731,0.38461538461538464,0.002025663690586322,nan,0.04336194563662375,13.0,200.0,-0.03490780759602785,0.02897724307695171,0.0,0.0,0.0,,,,,,,,,,,,
118.0,200.0,-0.6940576791763321,0.0,0.9429842267229361,0.35294117647058826,0.001664089811864005,nan,0.043304721030042924,17.0,200.0,-0.05051642656326294,0.01603159780842361,0.0,0.0,0.0,,,,,,,,,,,,
