iteration,n_rounds,skill_ids,skill_names,t_start,t_end
123,12,"[0, 0, 2, 2, 1, 0, 0, 0, 0, 1, 4, 1]","[""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_right""]","[0, 12, 27, 47, 60, 75, 90, 104, 118, 133, 151, 171]","[12, 27, 47, 60, 75, 90, 104, 118, 133, 151, 171, 176]"
124,13,"[1, 2, 0, 2, 2, 1, 1, 2, 0, 4, 0, 4, 4]","[""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise""]","[0, 6, 26, 46, 66, 68, 85, 103, 123, 134, 154, 160, 180]","[6, 26, 46, 66, 68, 85, 103, 123, 134, 154, 160, 180, 200]"
125,13,"[0, 1, 2, 0, 2, 2, 1, 1, 1, 1, 4, 4, 2]","[""turn_left"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""accelerate""]","[0, 9, 29, 49, 62, 82, 83, 100, 116, 131, 145, 165, 185]","[9, 29, 49, 62, 82, 83, 100, 116, 131, 145, 165, 185, 200]"
126,15,"[0, 1, 2, 2, 2, 2, 2, 4, 0, 0, 4, 4, 0, 2, 1]","[""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_right""]","[0, 7, 19, 39, 59, 65, 66, 67, 87, 99, 110, 130, 150, 170, 190]","[7, 19, 39, 59, 65, 66, 67, 87, 99, 110, 130, 150, 170, 190, 200]"
127,13,"[1, 2, 4, 2, 2, 1, 0, 4, 4, 4, 3, 4, 4]","[""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""decelerate"", ""cruise"", ""cruise""]","[0, 4, 24, 44, 63, 64, 80, 93, 113, 133, 153, 169, 189]","[4, 24, 44, 63, 64, 80, 93, 113, 133, 153, 169, 189, 200]"
128,14,"[1, 2, 2, 2, 0, 2, 4, 4, 4, 4, 0, 4, 4, 1]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""turn_right""]","[0, 4, 24, 44, 49, 63, 66, 86, 106, 126, 146, 159, 179, 199]","[4, 24, 44, 49, 63, 66, 86, 106, 126, 146, 159, 179, 199, 200]"
129,12,"[2, 0, 2, 2, 1, 1, 4, 4, 0, 4, 1, 4]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""turn_right"", ""cruise""]","[0, 20, 25, 45, 61, 75, 87, 107, 127, 139, 159, 176]","[20, 25, 45, 61, 75, 87, 107, 127, 139, 159, 176, 194]"
130,14,"[1, 2, 1, 2, 2, 0, 0, 4, 0, 4, 4, 2, 4, 1]","[""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""turn_right""]","[0, 3, 23, 32, 50, 51, 64, 77, 97, 111, 131, 151, 171, 191]","[3, 23, 32, 50, 51, 64, 77, 97, 111, 131, 151, 171, 191, 200]"
131,13,"[2, 2, 2, 2, 1, 1, 1, 4, 0, 4, 4, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""cruise""]","[0, 20, 40, 60, 69, 82, 94, 106, 126, 138, 158, 178, 188]","[20, 40, 60, 69, 82, 94, 106, 126, 138, 158, 178, 188, 198]"
132,17,"[0, 1, 2, 2, 2, 4, 2, 0, 2, 0, 2, 0, 4, 2, 0, 0, 4]","[""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 5, 12, 32, 52, 58, 78, 79, 92, 93, 108, 109, 125, 145, 146, 163, 181]","[5, 12, 32, 52, 58, 78, 79, 92, 93, 108, 109, 125, 145, 146, 163, 181, 200]"
133,14,"[2, 2, 2, 2, 1, 1, 2, 1, 4, 4, 2, 4, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""turn_left"", ""cruise""]","[0, 20, 40, 60, 61, 75, 87, 94, 105, 125, 145, 165, 185, 196]","[20, 40, 60, 61, 75, 87, 94, 105, 125, 145, 165, 185, 196, 200]"
134,14,"[2, 2, 2, 2, 2, 2, 4, 4, 1, 2, 1, 0, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 62, 63, 64, 84, 104, 117, 118, 132, 145, 165]","[20, 40, 60, 62, 63, 64, 84, 104, 117, 118, 132, 145, 165, 167]"
135,16,"[2, 2, 3, 2, 2, 1, 2, 2, 1, 1, 1, 0, 4, 0, 0, 4]","[""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 20, 33, 49, 69, 77, 88, 93, 94, 107, 122, 137, 147, 167, 176, 186]","[20, 33, 49, 69, 77, 88, 93, 94, 107, 122, 137, 147, 167, 176, 186, 200]"
136,18,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 1, 1, 0, 4, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_right"", ""turn_right"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 20, 39, 40, 41, 42, 43, 44, 45, 61, 74, 94, 106, 118, 132, 152, 172, 192]","[20, 39, 40, 41, 42, 43, 44, 45, 61, 74, 94, 106, 118, 132, 152, 172, 192, 200]"
137,12,"[2, 2, 1, 4, 1, 1, 2, 4, 0, 4, 4, 4]","[""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 39, 55, 75, 86, 96, 105, 125, 137, 157, 177]","[20, 39, 55, 75, 86, 96, 105, 125, 137, 157, 177, 192]"
138,15,"[2, 2, 0, 4, 4, 2, 2, 1, 1, 1, 2, 2, 4, 4, 4]","[""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 59, 79, 99, 101, 102, 114, 126, 138, 144, 145, 165, 185]","[20, 40, 59, 79, 99, 101, 102, 114, 126, 138, 144, 145, 165, 185, 200]"
139,14,"[2, 1, 2, 0, 2, 2, 1, 0, 1, 1, 3, 2, 1, 4]","[""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_right"", ""cruise""]","[0, 20, 40, 60, 75, 90, 91, 104, 121, 134, 146, 160, 180, 194]","[20, 40, 60, 75, 90, 91, 104, 121, 134, 146, 160, 180, 194, 200]"
140,7,"[2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 10, 11, 12, 13, 14, 15]","[10, 11, 12, 13, 14, 15, 24]"
141,10,"[2, 2, 2, 0, 2, 0, 2, 0, 4, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right""]","[0, 11, 12, 13, 18, 19, 29, 30, 43, 63]","[11, 12, 13, 18, 19, 29, 30, 43, 63, 81]"
142,5,"[2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 14, 15, 16, 17]","[14, 15, 16, 17, 28]"
143,14,"[4, 2, 2, 2, 2, 0, 2, 0, 0, 0, 4, 4, 4, 4]","[""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 57, 58, 59, 71, 85, 93, 105, 120, 140, 160, 180]","[20, 40, 57, 58, 59, 71, 85, 93, 105, 120, 140, 160, 180, 200]"
144,13,"[1, 0, 2, 4, 0, 2, 0, 2, 4, 3, 2, 4, 4]","[""turn_right"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""decelerate"", ""accelerate"", ""cruise"", ""cruise""]","[0, 10, 19, 39, 59, 79, 98, 109, 115, 135, 155, 175, 195]","[10, 19, 39, 59, 79, 98, 109, 115, 135, 155, 175, 195, 200]"
145,16,"[2, 2, 2, 2, 1, 0, 1, 2, 2, 0, 2, 0, 0, 4, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise""]","[0, 20, 40, 49, 50, 64, 78, 91, 111, 112, 122, 129, 139, 150, 170, 186]","[20, 40, 49, 50, 64, 78, 91, 111, 112, 122, 129, 139, 150, 170, 186, 200]"
146,12,"[0, 2, 2, 1, 4, 2, 4, 4, 4, 2, 4, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 15, 35, 55, 68, 88, 100, 120, 140, 160, 161, 181]","[15, 35, 55, 68, 88, 100, 120, 140, 160, 161, 181, 200]"
147,17,"[1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 4, 4, 2, 4, 4, 4]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 8, 28, 42, 61, 77, 78, 79, 89, 98, 107, 114, 134, 154, 156, 176, 196]","[8, 28, 42, 61, 77, 78, 79, 89, 98, 107, 114, 134, 154, 156, 176, 196, 200]"
148,16,"[2, 2, 2, 2, 2, 0, 4, 2, 3, 2, 2, 4, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 35, 36, 37, 38, 51, 71, 76, 95, 115, 116, 136, 156, 176, 196]","[20, 35, 36, 37, 38, 51, 71, 76, 95, 115, 116, 136, 156, 176, 196, 200]"
149,18,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 4, 4, 4, 4, 4, 1, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""turn_right""]","[0, 20, 35, 36, 37, 38, 39, 40, 41, 53, 54, 55, 75, 95, 115, 135, 155, 171]","[20, 35, 36, 37, 38, 39, 40, 41, 53, 54, 55, 75, 95, 115, 135, 155, 171, 183]"
150,25,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 20, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 59, 60, 61, 62, 74, 75, 76, 77, 78, 79]","[20, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 59, 60, 61, 62, 74, 75, 76, 77, 78, 79, 92]"
151,19,"[1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 4, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise""]","[0, 5, 22, 23, 24, 25, 26, 27, 28, 44, 45, 46, 47, 48, 49, 64, 79, 99, 119]","[5, 22, 23, 24, 25, 26, 27, 28, 44, 45, 46, 47, 48, 49, 64, 79, 99, 119, 129]"
152,25,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 4, 2, 0, 0, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 6, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 53, 73, 74, 88, 102]","[6, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 53, 73, 74, 88, 102, 104]"
153,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 25]"
154,20,"[1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise""]","[0, 7, 18, 19, 20, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 58, 71, 91]","[7, 18, 19, 20, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 58, 71, 91, 98]"
155,17,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 0, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 11, 12, 13, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 53, 65, 77]","[11, 12, 13, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 53, 65, 77, 97]"
156,15,"[2, 2, 0, 2, 1, 2, 2, 4, 0, 2, 2, 0, 2, 2, 0]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 11, 12, 32, 45, 61, 62, 63, 83, 95, 96, 97, 109, 110, 111]","[11, 12, 32, 45, 61, 62, 63, 83, 95, 96, 97, 109, 110, 111, 115]"
157,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
158,13,"[2, 2, 2, 2, 2, 1, 2, 4, 2, 4, 2, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise""]","[0, 11, 12, 13, 14, 15, 30, 31, 51, 52, 72, 73, 86]","[11, 12, 13, 14, 15, 30, 31, 51, 52, 72, 73, 86, 96]"
159,6,"[2, 2, 0, 2, 2, 4]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12, 19, 28, 29]","[11, 12, 19, 28, 29, 32]"
160,6,"[2, 2, 2, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12, 13, 14, 15]","[11, 12, 13, 14, 15, 24]"
161,5,"[2, 2, 2, 1, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right""]","[0, 11, 12, 13, 25]","[11, 12, 13, 25, 26]"
162,7,"[2, 2, 1, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 12, 23, 24, 25, 26]","[11, 12, 23, 24, 25, 26, 27]"
163,4,"[2, 2, 1, 4]","[""accelerate"", ""accelerate"", ""turn_right"", ""cruise""]","[0, 11, 12, 23]","[11, 12, 23, 28]"
164,5,"[2, 2, 1, 2, 1]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right""]","[0, 11, 12, 23, 24]","[11, 12, 23, 24, 29]"
165,16,"[2, 1, 2, 2, 1, 4, 0, 2, 0, 3, 4, 4, 4, 2, 4, 4]","[""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""decelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 11, 21, 22, 23, 34, 54, 65, 66, 78, 95, 115, 135, 155, 175, 195]","[11, 21, 22, 23, 34, 54, 65, 66, 78, 95, 115, 135, 155, 175, 195, 200]"
166,14,"[1, 1, 2, 2, 2, 1, 1, 4, 2, 0, 2, 2, 2, 4]","[""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 7, 13, 33, 47, 48, 59, 71, 91, 97, 107, 113, 114, 115]","[7, 13, 33, 47, 48, 59, 71, 91, 97, 107, 113, 114, 115, 129]"
167,15,"[0, 2, 1, 0, 4, 1, 2, 1, 2, 2, 4, 2, 4, 4, 4]","[""turn_left"", ""accelerate"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 8, 28, 48, 62, 82, 92, 107, 120, 124, 125, 145, 146, 166, 186]","[8, 28, 48, 62, 82, 92, 107, 120, 124, 125, 145, 146, 166, 186, 200]"
168,31,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 39, 40, 41, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 97, 117]","[20, 39, 40, 41, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 97, 117, 134]"
169,5,"[2, 2, 0, 2, 1]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right""]","[0, 11, 12, 22, 27]","[11, 12, 22, 27, 29]"
170,3,"[2, 2, 4]","[""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12]","[11, 12, 26]"
171,20,"[1, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 4, 4, 4]","[""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise"", ""cruise""]","[0, 8, 28, 38, 52, 72, 92, 93, 94, 95, 96, 97, 98, 99, 100, 112, 113, 127, 147, 167]","[8, 28, 38, 52, 72, 92, 93, 94, 95, 96, 97, 98, 99, 100, 112, 113, 127, 147, 167, 168]"
172,19,"[2, 2, 1, 2, 2, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0, 4, 0, 4, 4]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise""]","[0, 20, 40, 52, 53, 54, 68, 69, 83, 95, 100, 101, 102, 103, 114, 126, 146, 160, 180]","[20, 40, 52, 53, 54, 68, 69, 83, 95, 100, 101, 102, 103, 114, 126, 146, 160, 180, 200]"
173,13,"[1, 2, 1, 2, 2, 2, 1, 1, 2, 0, 2, 2, 0]","[""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 6, 26, 35, 51, 52, 53, 63, 74, 75, 92, 93, 94]","[6, 26, 35, 51, 52, 53, 63, 74, 75, 92, 93, 94, 104]"
174,16,"[1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 0, 2, 2, 2, 1, 0]","[""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left""]","[0, 6, 24, 44, 59, 60, 69, 70, 80, 81, 82, 99, 100, 101, 102, 112]","[6, 24, 44, 59, 60, 69, 70, 80, 81, 82, 99, 100, 101, 102, 112, 125]"
175,13,"[2, 1, 2, 0, 0, 4, 4, 2, 4, 4, 4, 4, 4]","[""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 12, 22, 27, 43, 59, 79, 99, 119, 139, 159, 179, 199]","[12, 22, 27, 43, 59, 79, 99, 119, 139, 159, 179, 199, 200]"
176,14,"[0, 1, 2, 1, 1, 4, 2, 1, 2, 1, 4, 1, 4, 4]","[""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 7, 15, 35, 54, 73, 93, 107, 118, 120, 131, 151, 162, 182]","[7, 15, 35, 54, 73, 93, 107, 118, 120, 131, 151, 162, 182, 200]"
177,3,"[2, 2, 4]","[""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12]","[11, 12, 27]"
178,13,"[1, 0, 2, 0, 2, 2, 0, 4, 0, 4, 4, 4, 4]","[""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 20, 40, 60, 78, 79, 92, 112, 125, 145, 165, 185]","[11, 20, 40, 60, 78, 79, 92, 112, 125, 145, 165, 185, 200]"
179,15,"[4, 1, 2, 2, 2, 4, 2, 0, 1, 4, 2, 2, 4, 4, 4]","[""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_right"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 29, 49, 67, 68, 88, 89, 101, 114, 134, 139, 140, 160, 180]","[20, 29, 49, 67, 68, 88, 89, 101, 114, 134, 139, 140, 160, 180, 200]"
180,14,"[2, 1, 1, 0, 2, 0, 1, 4, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 23, 35, 47, 52, 64, 76, 96, 116, 136, 156, 176, 196]","[11, 23, 35, 47, 52, 64, 76, 96, 116, 136, 156, 176, 196, 200]"
