iteration,n_rounds,skill_ids,skill_names,t_start,t_end
255,15,"[0, 2, 2, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 2]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""accelerate""]","[0, 6, 26, 46, 60, 79, 95, 107, 116, 123, 130, 143, 156, 168, 188]","[6, 26, 46, 60, 79, 95, 107, 116, 123, 130, 143, 156, 168, 188, 200]"
256,13,"[0, 2, 2, 1, 4, 2, 1, 1, 1, 4, 0, 4, 0]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""cruise"", ""turn_left""]","[0, 6, 26, 42, 59, 79, 84, 98, 112, 126, 146, 166, 186]","[6, 26, 42, 59, 79, 84, 98, 112, 126, 146, 166, 186, 200]"
257,16,"[0, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_right""]","[0, 7, 27, 28, 29, 45, 62, 79, 94, 107, 118, 129, 141, 154, 174, 194]","[7, 27, 28, 29, 45, 62, 79, 94, 107, 118, 129, 141, 154, 174, 194, 200]"
258,9,"[0, 2, 2, 0, 0, 2, 1, 2, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise""]","[0, 7, 27, 34, 48, 62, 69, 86, 89]","[7, 27, 34, 48, 62, 69, 86, 89, 107]"
259,15,"[0, 4, 2, 2, 1, 0, 1, 2, 4, 1, 1, 1, 4, 1, 4]","[""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_right"", ""cruise""]","[0, 7, 27, 44, 45, 61, 74, 91, 93, 113, 129, 144, 159, 179, 194]","[7, 27, 44, 45, 61, 74, 91, 93, 113, 129, 144, 159, 179, 194, 200]"
260,12,"[2, 0, 0, 2, 0, 2, 3, 2, 1, 2, 2, 4]","[""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 20, 32, 44, 46, 59, 60, 80, 100, 117, 120, 121]","[20, 32, 44, 46, 59, 60, 80, 100, 117, 120, 121, 122]"
261,13,"[0, 2, 0, 1, 1, 1, 3, 2, 4, 1, 4, 4, 4]","[""turn_left"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""decelerate"", ""accelerate"", ""cruise"", ""turn_right"", ""cruise"", ""cruise"", ""cruise""]","[0, 6, 22, 34, 50, 66, 82, 99, 119, 139, 154, 174, 194]","[6, 22, 34, 50, 66, 82, 99, 119, 139, 154, 174, 194, 200]"
262,17,"[2, 2, 2, 0, 2, 2, 2, 4, 2, 2, 2, 2, 2, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 17, 20, 21, 22, 42, 43, 44, 45, 46, 47, 67, 87, 107]","[11, 12, 13, 17, 20, 21, 22, 42, 43, 44, 45, 46, 47, 67, 87, 107, 113]"
263,16,"[2, 2, 2, 0, 1, 2, 2, 2, 0, 0, 2, 2, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 10, 11, 12, 20, 38, 40, 41, 42, 56, 70, 71, 72, 92, 112, 132]","[10, 11, 12, 20, 38, 40, 41, 42, 56, 70, 71, 72, 92, 112, 132, 136]"
264,16,"[2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 0, 2, 4, 4, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""turn_right""]","[0, 10, 11, 12, 13, 14, 15, 22, 36, 37, 38, 39, 51, 52, 72, 92]","[10, 11, 12, 13, 14, 15, 22, 36, 37, 38, 39, 51, 52, 72, 92, 94]"
265,18,"[2, 2, 2, 1, 0, 0, 2, 1, 2, 2, 2, 2, 1, 2, 0, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 20, 23, 25, 43, 55, 57, 58, 59, 60, 73, 74, 84, 104, 124]","[11, 12, 13, 20, 23, 25, 43, 55, 57, 58, 59, 60, 73, 74, 84, 104, 124, 139]"
266,10,"[2, 0, 2, 4, 1, 4, 2, 4, 4, 4]","[""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_right"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 10, 19, 20, 40, 51, 71, 72, 92, 112]","[10, 19, 20, 40, 51, 71, 72, 92, 112, 119]"
267,17,"[2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 14, 15, 16, 21, 22, 32, 33, 34, 35, 36, 56, 76, 96]","[11, 12, 13, 14, 15, 16, 21, 22, 32, 33, 34, 35, 36, 56, 76, 96, 108]"
268,14,"[0, 2, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 4, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise""]","[0, 2, 19, 20, 21, 22, 23, 24, 39, 47, 48, 49, 50, 70]","[2, 19, 20, 21, 22, 23, 24, 39, 47, 48, 49, 50, 70, 81]"
269,12,"[2, 4, 4, 2, 2, 2, 2, 2, 2, 4, 4, 4]","[""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 12, 32, 52, 61, 62, 63, 64, 65, 66, 86, 106]","[12, 32, 52, 61, 62, 63, 64, 65, 66, 86, 106, 118]"
270,17,"[1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 4, 2, 2, 4]","[""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 4, 8, 28, 29, 30, 31, 32, 33, 34, 35, 55, 56, 57, 77, 78, 79]","[4, 8, 28, 29, 30, 31, 32, 33, 34, 35, 55, 56, 57, 77, 78, 79, 92]"
271,17,"[2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 1, 1, 2, 4, 1]","[""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_right""]","[0, 11, 21, 27, 28, 29, 30, 31, 32, 33, 45, 46, 59, 73, 87, 88, 108]","[11, 21, 27, 28, 29, 30, 31, 32, 33, 45, 46, 59, 73, 87, 88, 108, 122]"
272,2,"[2, 4]","[""accelerate"", ""cruise""]","[0, 12]","[12, 28]"
273,5,"[2, 2, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12, 13, 14]","[11, 12, 13, 14, 25]"
274,24,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 1, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise""]","[0, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 57, 68, 81]","[11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 57, 68, 81, 96]"
275,18,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 1]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 20, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 64, 65, 66]","[20, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 64, 65, 66, 75]"
276,27,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise""]","[0, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 42, 53, 65, 66, 67, 68, 69, 70, 71, 72, 85, 86, 101, 102]","[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 42, 53, 65, 66, 67, 68, 69, 70, 71, 72, 85, 86, 101, 102, 115]"
277,20,"[1, 0, 2, 2, 2, 2, 2, 0, 0, 2, 0, 3, 2, 2, 0, 0, 4, 4, 2, 0]","[""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""turn_left""]","[0, 4, 13, 33, 40, 41, 42, 43, 59, 73, 75, 88, 104, 120, 121, 133, 146, 166, 186, 192]","[4, 13, 33, 40, 41, 42, 43, 59, 73, 75, 88, 104, 120, 121, 133, 146, 166, 186, 192, 200]"
278,16,"[2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 2, 4, 0, 2, 2, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 20, 26, 38, 51, 53, 54, 55, 56, 57, 58, 59, 79, 90, 91, 92]","[20, 26, 38, 51, 53, 54, 55, 56, 57, 58, 59, 79, 90, 91, 92, 93]"
279,17,"[0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3]","[""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate""]","[0, 6, 22, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 58, 59]","[6, 22, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 58, 59, 77]"
280,22,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left""]","[0, 13, 14, 15, 16, 17, 18, 19, 30, 31, 32, 33, 34, 35, 46, 47, 48, 49, 50, 64, 75, 76]","[13, 14, 15, 16, 17, 18, 19, 30, 31, 32, 33, 34, 35, 46, 47, 48, 49, 50, 64, 75, 76, 83]"
281,20,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 2, 2, 1, 2, 4, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12, 13, 14, 15, 16, 17, 29, 30, 31, 43, 44, 45, 46, 59, 60, 80, 81, 82]","[11, 12, 13, 14, 15, 16, 17, 29, 30, 31, 43, 44, 45, 46, 59, 60, 80, 81, 82, 87]"
282,6,"[2, 2, 0, 2, 2, 1]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 10, 11, 20, 22, 23]","[10, 11, 20, 22, 23, 38]"
283,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
284,2,"[2, 4]","[""accelerate"", ""cruise""]","[0, 11]","[11, 26]"
285,9,"[2, 2, 2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 12, 13, 14, 15, 16, 17, 18]","[11, 12, 13, 14, 15, 16, 17, 18, 24]"
286,10,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 21, 23, 24, 25, 26, 27, 28]","[11, 12, 21, 23, 24, 25, 26, 27, 28, 29]"
287,25,"[0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 7, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 62, 63, 75, 76, 77, 78, 79, 80, 81, 82]","[7, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 62, 63, 75, 76, 77, 78, 79, 80, 81, 82, 84]"
288,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26]"
289,24,"[2, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 4, 0]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""cruise"", ""turn_left""]","[0, 11, 12, 21, 23, 24, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 66, 86, 106]","[11, 12, 21, 23, 24, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 66, 86, 106, 112]"
290,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 23]"
291,5,"[2, 0, 2, 2, 1]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 19, 23, 24]","[11, 19, 23, 24, 35]"
292,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 24]"
293,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
294,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 23]"
295,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
296,8,"[2, 2, 2, 2, 1, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 11, 12, 13, 14, 20, 24, 25]","[11, 12, 13, 14, 20, 24, 25, 28]"
297,21,"[0, 2, 4, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 1, 2, 1, 1, 1, 4, 0, 0]","[""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_left""]","[0, 6, 26, 46, 47, 48, 49, 50, 51, 62, 82, 95, 96, 97, 108, 109, 121, 134, 150, 170, 190]","[6, 26, 46, 47, 48, 49, 50, 51, 62, 82, 95, 96, 97, 108, 109, 121, 134, 150, 170, 190, 200]"
298,22,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 0, 1, 1, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_right"", ""turn_right"", ""cruise""]","[0, 6, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 48, 49, 62, 63, 76, 89, 102, 115, 128]","[6, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 48, 49, 62, 63, 76, 89, 102, 115, 128, 137]"
299,24,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 4, 4]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise""]","[0, 11, 12, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 59, 60, 61, 73, 74, 86, 87, 88, 89, 102, 122]","[11, 12, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 59, 60, 61, 73, 74, 86, 87, 88, 89, 102, 122, 136]"
300,23,"[2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 2, 0, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12, 13, 14, 25, 26, 37, 38, 39, 51, 52, 63, 64, 77, 90, 91, 92, 93, 106, 107, 108, 109]","[11, 12, 13, 14, 25, 26, 37, 38, 39, 51, 52, 63, 64, 77, 90, 91, 92, 93, 106, 107, 108, 109, 125]"
301,29,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 22, 23, 24, 25, 26, 27, 28, 29, 30, 41, 42, 43, 44, 56, 57, 58, 59, 60, 61, 62, 63, 77, 78, 79, 99]","[11, 12, 13, 22, 23, 24, 25, 26, 27, 28, 29, 30, 41, 42, 43, 44, 56, 57, 58, 59, 60, 61, 62, 63, 77, 78, 79, 99, 102]"
302,21,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 20, 25, 26, 27, 28, 29, 30, 44, 45, 46, 57, 58, 59, 60, 61, 62, 63, 77, 78, 79]","[20, 25, 26, 27, 28, 29, 30, 44, 45, 46, 57, 58, 59, 60, 61, 62, 63, 77, 78, 79, 80]"
303,29,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right""]","[0, 20, 24, 25, 26, 27, 28, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 63, 64, 65, 66, 67, 68, 69, 70, 85, 100]","[20, 24, 25, 26, 27, 28, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 63, 64, 65, 66, 67, 68, 69, 70, 85, 100, 112]"
304,24,"[0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right""]","[0, 9, 26, 27, 28, 29, 30, 31, 45, 46, 47, 48, 49, 60, 71, 72, 73, 74, 75, 76, 77, 78, 79, 91]","[9, 26, 27, 28, 29, 30, 31, 45, 46, 47, 48, 49, 60, 71, 72, 73, 74, 75, 76, 77, 78, 79, 91, 95]"
