iteration,steps_collected,episode_return_mean,safe_reach_ratio,skill_entropy_norm,top1_skill_ratio,high_div_bonus_mean,conv_eval_success_delta_w5,high_entropy_coef,low_entropy_coef,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
11.0,12.0,-0.8527785849571228,0.0,0.9138647068326634,0.4,0.0,nan,0.04942775393419171,0.0019331103678929765,10.0,48.0,0.19154488667845726,0.3076231276014975,-0.0047453750533653265,0.5043401328143441,4.513072530428569,,,,,,,,,,,,
12.0,134.0,-1.2474766099452967,0.0,0.9630951171223787,0.2898550724637681,0.0,nan,0.04937052932761087,0.0019264214046822742,69.0,536.0,0.4251679955050349,0.31745225110171305,0.08017726484496279,0.4199533914862794,4.530044045299292,,,,,,,,,,,,
13.0,181.0,-2.292652637362479,0.0,0.9879121970436167,0.2808988764044944,0.0,nan,0.049313304721030043,0.001919732441471572,89.0,724.0,0.5140732806175947,0.40383800052404695,0.13837015965509636,0.48154943561755204,4.44408424012363,,,,,,,,,,,,
14.0,45.0,-0.981641533970833,0.0,0.9200274611966965,0.3548387096774194,0.0,nan,0.049256080114449215,0.0019130434782608696,31.0,180.0,0.13169931061565876,0.3089068181153076,0.07694368132635848,0.4031251034979762,4.477520777119531,,,,,,,,,,,,
15.0,19.0,-1.1014824414253235,0.0,0.8593985884827771,0.45,0.0,nan,0.049198855507868386,0.0019063545150501673,20.0,76.0,0.2118029184639454,0.26633327069545265,0.06307726576434154,0.34470478702974705,4.471944476428785,,,,,,,,,,,,
16.0,200.0,0.4544831529259684,0.0,0.9823902126999343,0.26,0.0,nan,0.04914163090128756,0.001899665551839465,100.0,800.0,0.19165174383670092,0.2122191746275348,0.04644388115707443,0.3220286193453742,4.54001690633595,,,,,,,,,,,,
17.0,160.0,0.10305081158876477,0.0,0.9762350874322018,0.27848101265822783,0.0,nan,0.04908440629470673,0.0018929765886287627,79.0,640.0,0.31453962251544,0.2890203155002382,0.05299557812880096,0.43674187874169945,4.594537181779742,,,,,,,,,,,,
18.0,50.0,-0.2663565158843996,0.0,0.9891604801499596,0.25806451612903225,0.0,nan,0.0490271816881259,0.0018862876254180602,31.0,200.0,0.4770445451140404,0.3931479984824546,0.05832575461667147,0.6163620975656255,4.594692707061768,,,,,,,,,,,,
19.0,80.0,0.2027429565787311,0.0,0.9384822451477489,0.3,0.0,nan,0.048969957081545064,0.0018795986622073579,50.0,320.0,0.40891772508621216,0.3349906757593999,0.14851446473287133,0.31563665780370265,4.5946765979751945,,,,,,,,,,,,
20.0,200.0,0.750167480111122,0.0,0.9710547088374338,0.32673267326732675,0.0,nan,0.048912732474964235,0.0018729096989966556,101.0,800.0,0.06184200197458267,0.32620696224967105,0.09350667307444382,0.4011213811240566,4.594692707061768,1.0,0.0,0.0,0.25,0.0,0.045932307839393616,0.6628601551055908,11.234631565748714,47.0,1.0,86.0,0.6470310860872268
21.0,200.0,-0.4346745684742913,0.0,0.9823971751761699,0.2765957446808511,0.0,nan,0.048855507868383406,0.0018662207357859532,94.0,800.0,0.38171657733619213,0.2846718460359625,0.06992846405228192,0.4007122574810743,4.594692707061768,,,,,,,,,,,,
22.0,111.0,0.6774564275145532,0.0,0.8905215238753558,0.4339622641509434,0.0,nan,0.04879828326180258,0.001859531772575251,53.0,444.0,0.7231096625328064,0.3081400714290794,0.05351477628937573,0.42198525860462066,4.594692707061768,,,,,,,,,,,,
23.0,61.0,-1.1281977182626726,0.0,0.9625604137612744,0.2727272727272727,0.0,nan,0.04874105865522175,0.0018528428093645484,33.0,244.0,0.3130682036280632,0.3187106420385239,0.05299166388061569,0.4993090009512552,4.594692707061768,,,,,,,,,,,,
24.0,11.0,-0.5510648092627526,0.0,0.7258947361835145,0.5,0.0,nan,0.04868383404864092,0.0018461538461538461,10.0,44.0,0.33366280794143677,0.25606006315105,0.0006719066137024624,0.4527795032779316,4.594692707061768,,,,,,,,,,,,
25.0,73.0,-0.729846589565277,0.0,0.9154600767862338,0.358974358974359,0.0,nan,0.04862660944206009,0.0018394648829431438,39.0,292.0,0.7646333277225494,0.40743243784527294,0.06471739501237295,0.6167078114777489,4.594692707061768,,,,,,,,,,,,
26.0,36.0,-0.8211948072910309,0.0,0.9687108726885514,0.2962962962962963,0.0,nan,0.048569384835479255,0.0018327759197324415,27.0,144.0,0.424143023788929,0.38111371060303,0.06339576289610704,0.5498353758844606,4.594692707061768,,,,,,,,,,,,
27.0,29.0,-0.7192596220970155,0.0,0.7965801651305972,0.4375,0.0,nan,0.04851216022889843,0.0018260869565217392,16.0,116.0,0.32726863771677017,0.31175676871348046,0.04760816078111208,0.4289507600773963,4.594692707061768,,,,,,,,,,,,
28.0,152.0,-0.4331861679255956,0.0,0.9756964584196031,0.2608695652173913,0.0,nan,0.0484549356223176,0.0018193979933110369,92.0,608.0,0.2542752930894494,0.2734175574278197,0.05454335299327795,0.39156404006644063,4.594692707061768,,,,,,,,,,,,
29.0,59.0,0.2894176518917079,0.0,0.9447158093764746,0.24324324324324326,0.0,nan,0.04839771101573677,0.0018127090301003346,37.0,236.0,0.2804909944534302,0.24632900094828505,0.043040739078374614,0.3779645478461581,4.594692707061768,,,,,,,,,,,,
30.0,200.0,0.13269406855106503,0.0,0.9758528178593164,0.2980769230769231,0.0,nan,0.04834048640915594,0.001806020066889632,104.0,800.0,0.1566167213022709,0.25160527033131075,0.041063191787088726,0.3348799928277335,4.594692707061768,1.0,0.0,0.0,0.25,0.0,1.5315974950790405,0.4431159496307373,11.933219600468874,50.0,1.0,88.0,0.5700724434852604
31.0,47.0,0.545753585100174,0.0,0.8940283157622487,0.38461538461538464,0.0,nan,0.04828326180257511,0.0017993311036789297,26.0,188.0,0.22855443134903908,0.2374652642156047,0.03031078903896219,0.2992091708584468,4.594692707061768,,,,,,,,,,,,
32.0,28.0,-0.5495173621177676,0.0,0.824044467399233,0.3333333333333333,0.0,nan,0.04822603719599428,0.0017926421404682274,21.0,112.0,0.33923812210559845,0.3115758866687039,0.03300645673464585,0.48579616785120955,4.594465724059513,,,,,,,,,,,,
33.0,123.0,-1.9171303439140317,0.0,0.9379180623659882,0.3220338983050847,0.0,nan,0.048168812589413454,0.0017859531772575251,59.0,492.0,0.34900689870119095,0.42908024952521373,0.04422552132064084,0.6797737533210793,4.594692707061768,,,,,,,,,,,,
34.0,87.0,-1.203749133348465,0.0,0.8805905884900155,0.45652173913043476,0.0,nan,0.04811158798283262,0.0017792642140468228,46.0,348.0,0.35139960050582886,0.3389704832516145,0.028429819855830374,0.5022825591988314,4.594692707061768,,,,,,,,,,,,
35.0,180.0,-1.171974967420102,0.0,0.9070219259333349,0.34523809523809523,0.0,nan,0.04805436337625179,0.0017725752508361205,84.0,720.0,0.35820623487234116,0.5198155849229806,0.08463895435215818,0.8010577912058161,4.594692707061768,,,,,,,,,,,,
36.0,159.0,0.2697623318433755,0.0,0.9153079392735993,0.375,0.0,nan,0.04799713876967096,0.0017658862876254182,80.0,636.0,0.48860130086541176,0.4104574171560671,0.06527416129711128,0.5483685056151657,4.594692707061768,,,,,,,,,,,,
37.0,11.0,-0.6541525638103485,0.0,0.7952181862687071,0.4,0.0,nan,0.04793991416309013,0.0017591973244147157,10.0,44.0,0.43887777626514435,0.36045396493070503,0.013007076414809986,0.5541302714196429,4.594692707061768,,,,,,,,,,,,
38.0,181.0,-3.240158625543117,0.0,0.9780922909335631,0.2808988764044944,0.0,nan,0.0478826895565093,0.0017525083612040134,89.0,724.0,0.5633417069911957,0.3748610069942515,0.05893066804105729,0.49409777715100844,4.594692707061768,,,,,,,,,,,,
39.0,82.0,0.059266989231109346,0.0,0.9231510946839507,0.36585365853658536,0.0,nan,0.047825464949928474,0.001745819397993311,41.0,328.0,0.6115697920322418,0.3309779596302178,0.06378737825207281,0.36651029378625044,4.594692707061768,,,,,,,,,,,,
40.0,37.0,-0.5805993330478667,0.0,0.8395885659393818,0.36363636363636365,0.0,nan,0.047768240343347645,0.0017391304347826088,22.0,148.0,0.04757712874561548,0.2963160159620079,0.06544238526525127,0.3247309309230995,4.594692707061768,1.0,0.0,0.0,0.5,0.0,-0.008517324924468994,2.7532429695129395,10.52726659574546,44.0,1.0,76.0,0.008203943967819094
41.0,16.0,-0.7189795365929603,0.0,0.7648208297825388,0.46153846153846156,0.0,nan,0.04771101573676681,0.0017324414715719065,13.0,64.0,0.27150004357099533,0.3019884133973392,0.02190008790421416,0.44914496715350527,4.594692707061768,,,,,,,,,,,,
42.0,38.0,-1.0703294742107394,0.0,0.929445099131912,0.2727272727272727,0.0,nan,0.04765379113018598,0.0017257525083612041,22.0,152.0,0.1857287362217903,0.3333972409585074,0.04182983655942065,0.36162694525029093,4.594692707061768,,,,,,,,,,,,
43.0,43.0,-0.9090031880140305,0.0,0.9362386242153194,0.34615384615384615,0.0,nan,0.04759656652360515,0.0017190635451505018,26.0,172.0,0.2359086498618126,0.3630600089835393,0.0805449091564041,0.40560206574141183,4.594692707061768,,,,,,,,,,,,
44.0,45.0,-0.811991184949875,0.0,0.9430792571166605,0.3333333333333333,0.0,nan,0.04753934191702432,0.0017123745819397993,27.0,180.0,0.25614169239997864,0.25162706145137137,0.03958623075676668,0.3124969333321398,4.594692707061768,,,,,,,,,,,,
45.0,103.0,-0.95388356924057,0.0,0.9718841323362072,0.2833333333333333,0.0,nan,0.047482117310443495,0.001705685618729097,60.0,412.0,0.29047349095344543,0.30604431978099456,0.050180542735688505,0.32817639487761097,4.594692707061768,,,,,,,,,,,,
46.0,62.0,-0.10690889626741418,0.0,0.9019093203785185,0.42857142857142855,0.0,nan,0.047424892703862666,0.0016989966555183947,35.0,248.0,0.5817194581031799,0.22220310276644606,0.04070479539768712,0.28142156502568333,4.594692707061768,,,,,,,,,,,,
47.0,124.0,-0.36777718901634104,0.0,0.9127995220375339,0.375,0.0,nan,0.04736766809728184,0.0016923076923076924,64.0,496.0,0.3350806161761284,0.23057490191604302,0.037317090526812535,0.2564417219299282,4.594692707061768,,,,,,,,,,,,
48.0,15.0,-0.6146606951951982,0.0,0.8887263160400485,0.4117647058823529,0.0,nan,0.047310443490701,0.00168561872909699,17.0,60.0,0.37683992087841034,0.1823984671345291,-0.008045148927097519,0.2735810918813343,4.594692707061768,,,,,,,,,,,,
49.0,44.0,-0.1408746057748793,0.0,0.9889836776949166,0.25925925925925924,0.0,nan,0.04725321888412017,0.0016789297658862876,27.0,176.0,0.22800755873322487,0.2528400887994477,0.07404739512143847,0.23796748951120475,4.594692707061768,,,,,,,,,,,,
50.0,75.0,1.2470696195960054,0.0,0.9015526786436914,0.42105263157894735,0.0,nan,0.047195994277539344,0.0016722408026755853,38.0,300.0,0.6022354662418365,0.29408256791793974,0.047492766512846174,0.24720082008728506,4.594692707061768,1.0,0.0,0.0,0.25,0.0,2.041083574295044,2.1235523223876953,15.74394567660056,52.0,1.0,100.0,0.19179037213325545
51.0,11.0,-0.6153775191307067,0.0,0.7536839786994374,0.5,0.0,nan,0.047138769670958515,0.001665551839464883,8.0,44.0,0.3521789535880089,0.20325173594226892,-0.0032400161408903923,0.2882086746055641,4.594692707061768,,,,,,,,,,,,
52.0,16.0,-0.38921515703201304,0.0,0.7648208297825388,0.46153846153846156,0.0,nan,0.047081545064377686,0.0016588628762541806,13.0,64.0,0.606679230928421,0.46503487913287245,0.04234378623368684,0.7932737147954185,4.594692707061768,,,,,,,,,,,,
53.0,29.0,0.12121601462364184,0.0,0.9248128303684463,0.3888888888888889,0.0,nan,0.04702432045779686,0.0016521739130434783,18.0,116.0,0.3248608857393265,0.25187208568516734,0.026853072790204192,0.24380015907949287,4.594692707061768,,,,,,,,,,,,
54.0,63.0,-1.2273164349794392,0.0,0.9868140515897129,0.24324324324324326,0.0,nan,0.04696709585121603,0.001645484949832776,37.0,252.0,0.19165130332112312,0.38907707324306967,0.08208203138201497,0.4764812338863875,4.594692707061768,,,,,,,,,,,,
55.0,8.0,-0.6293708074092866,0.0,0.6765715916358547,0.6,0.0,nan,0.04690987124463519,0.0016387959866220737,10.0,32.0,0.1891520507633686,0.05053462440264411,-0.05417318056242948,0.14427298285977486,4.594692707061768,,,,,,,,,,,,
56.0,24.0,-1.1491607719659804,0.0,0.9479530645503799,0.3333333333333333,0.0,nan,0.046852646638054364,0.0016321070234113712,21.0,96.0,0.12494275346398354,0.3531711577040066,0.01889409819341381,0.44785942910883375,4.594692707061768,,,,,,,,,,,,
57.0,58.0,-1.4699066597223283,0.0,0.9125183565078551,0.37142857142857144,0.0,nan,0.046795422031473535,0.0016254180602006689,35.0,232.0,0.19472438842058182,0.30951408513496503,0.03358550554900109,0.44545625707314684,4.594692707061768,,,,,,,,,,,,
58.0,10.0,-0.7877227514982224,0.0,0.6053757909600438,0.5,0.0,nan,0.046738197424892707,0.0016187290969899666,8.0,40.0,0.4035676196217537,0.335655655246228,0.05784145039506257,0.35010288351209057,4.594692707061768,,,,,,,,,,,,
59.0,110.0,0.17991346716880768,0.0,0.9420241456914036,0.3,0.0,nan,0.04668097281831188,0.0016120401337792643,60.0,440.0,0.177182175219059,0.3458054416732921,0.06026279177649485,0.3079704185289138,4.594692707061768,,,,,,,,,,,,
60.0,184.0,-1.0061463916301705,0.0,0.9210571669905837,0.30434782608695654,0.0,nan,0.04662374821173105,0.001605351170568562,92.0,736.0,0.2584828115068376,0.32378544917082763,0.044930591742740944,0.47675982785307713,4.594692707061768,1.0,0.0,0.0,0.25,0.0,1.4510434865951538,1.2333853244781494,16.970410058507696,67.0,1.0,115.0,0.6065964505076415
61.0,110.0,-0.8723551467061041,0.0,0.9179710864336633,0.3333333333333333,0.0,nan,0.04656652360515022,0.0015986622073578594,54.0,440.0,0.2130310982465744,0.365712645451822,0.035458373566825685,0.5529315639733726,4.594692707061768,,,,,,,,,,,,
62.0,115.0,0.85933298021555,0.0,0.9679831457841535,0.2698412698412698,0.0,nan,0.046509298998569384,0.0015919732441471574,63.0,460.0,0.09020874090492725,0.2148536325967143,0.02101262092401157,0.3160786582801052,4.594692707061768,,,,,,,,,,,,
63.0,25.0,-0.264654192328453,0.0,0.8850560540994146,0.375,0.0,nan,0.046452074391988556,0.0015852842809364548,16.0,100.0,0.13500839099287987,0.27238697044551374,0.008534820172935725,0.35949509505360766,4.594692707061768,,,,,,,,,,,,
64.0,134.0,-0.40888331770896863,0.0,0.8865453573937382,0.410958904109589,0.0,nan,0.04639484978540773,0.0015785953177257525,73.0,536.0,0.07194423768669367,0.27668989338053507,0.047197349072007455,0.36337715828824857,4.594692707061768,,,,,,,,,,,,
65.0,200.0,-0.16359863579273198,0.0,0.8765746470111804,0.46296296296296297,0.0,nan,0.0463376251788269,0.0015719063545150502,108.0,800.0,0.11957785999402404,0.3308022543278639,0.16102246105583617,0.3015160631572693,4.594692707061768,,,,,,,,,,,,
66.0,142.0,0.20501426041126447,0.0,0.881584148662595,0.3888888888888889,0.0,nan,0.04628040057224607,0.001565217391304348,72.0,568.0,0.12796834809705615,0.2280037223108593,0.06894434419336903,0.22236525224243386,4.594692707061768,,,,,,,,,,,,
67.0,105.0,1.0748700611293316,0.0,0.9130649108923388,0.3870967741935484,0.0,nan,0.04622317596566524,0.0015585284280936456,62.0,420.0,0.25433678179979324,0.19186749293476169,0.0347155973347526,0.2038177727623971,4.594692707061768,,,,,,,,,,,,
68.0,123.0,-0.07262926131486963,0.0,0.8694548484403558,0.46774193548387094,0.0,nan,0.04616595135908441,0.001551839464882943,62.0,492.0,0.3125982731580734,0.30428491752172704,0.06223426993801695,0.4706202863895875,4.594594112597406,,,,,,,,,,,,
69.0,44.0,-0.39330812036991125,0.0,0.8900266695803651,0.38461538461538464,0.0,nan,0.046108726752503576,0.001545150501672241,26.0,176.0,0.3160848766565323,0.3268223952691187,0.039217085593422366,0.5545427352742174,4.594692707061768,,,,,,,,,,,,
70.0,35.0,-0.4372707158327104,0.0,0.9478441092041845,0.3333333333333333,0.0,nan,0.04605150214592275,0.0015384615384615385,24.0,140.0,0.26443588733673096,0.3458017918514088,0.03494433459875706,0.47010159107215777,4.594692707061768,1.0,0.0,0.0,0.25,0.0,0.2590872347354889,1.5611257553100586,16.33543352119159,55.0,1.0,108.0,-0.16944310694932926
71.0,36.0,-0.29937234580516847,0.0,0.9596391364982254,0.3,0.0,nan,0.04599427753934192,0.0015317725752508362,20.0,144.0,0.5174962729215622,0.31194733104510103,0.005476019116435459,0.5591664729485173,4.594692707061768,,,,,,,,,,,,
72.0,71.0,-0.1939245676994319,0.0,0.9899105758609864,0.23684210526315788,0.0,nan,0.04593705293276109,0.0015250836120401338,38.0,284.0,0.7131780534982681,0.33983609849747154,0.0344910390572295,0.47887239432104867,4.594692707061768,,,,,,,,,,,,
73.0,10.0,-0.6315975785255433,0.0,0.5861353211933781,0.5,0.0,nan,0.04587982832618026,0.0015183946488294315,10.0,40.0,0.23656188696622849,0.24521159160649403,0.08749982822919264,0.2812397855508664,4.594692707061768,,,,,,,,,,,,
74.0,75.0,0.4332126140594482,0.0,0.934946936735849,0.2978723404255319,0.0,nan,0.04582260371959943,0.0015117056856187292,47.0,300.0,0.19860628619790077,0.28522283648180746,0.05389825551537797,0.3603552535868868,4.594692707061768,,,,,,,,,,,,
75.0,80.0,0.1037223532795905,0.0,0.8041148235886008,0.5106382978723404,0.0,nan,0.0457653791130186,0.0015050167224080267,47.0,320.0,0.17176486924290657,0.23075478392911464,0.03274863619571988,0.3391969256877452,4.594692707061768,,,,,,,,,,,,
76.0,38.0,-0.339769654273987,0.0,0.7834121967780401,0.42857142857142855,0.0,nan,0.04570815450643777,0.0014983277591973244,21.0,152.0,0.5899558961391449,0.23794660056745143,0.01344859605753874,0.2938783027279074,4.594692707061768,,,,,,,,,,,,
77.0,200.0,-0.06134056895971218,0.0,0.727720460404024,0.5742574257425742,0.0,nan,0.04565092989985694,0.001491638795986622,101.0,800.0,0.08661081874743104,0.18516733364140237,0.037836790244909935,0.258169327663909,4.594692707061768,,,,,,,,,,,,
78.0,82.0,-1.1084875364601616,0.0,0.9180499698080332,0.38636363636363635,0.0,nan,0.04559370529327611,0.0014849498327759198,44.0,328.0,0.24115483462810516,0.472589511777187,0.21121153662102188,0.44091847302465226,4.594550450332463,,,,,,,,,,,,
79.0,17.0,-0.7073541459441184,0.0,0.9285249412353892,0.35714285714285715,0.0,nan,0.04553648068669528,0.0014782608695652175,14.0,68.0,0.2180810086429119,0.19716472872395946,0.03879123817280154,0.15060038955772037,4.594692707061768,,,,,,,,,,,,
80.0,159.0,0.40691938459873217,0.0,0.878865746106024,0.41304347826086957,0.0,nan,0.04547925608011445,0.001471571906354515,92.0,636.0,0.23698501475155354,0.24326230769474932,0.03260487651641597,0.3485204019696786,4.594692707061768,1.0,0.0,0.0,0.0,0.0,0.3056906759738922,0.4073476791381836,24.39975738339126,111.0,1.0,200.0,0.923880010098221
81.0,142.0,-0.7481972050666802,0.0,0.9518204978924903,0.2987012987012987,0.0,nan,0.045422031473533624,0.0014648829431438129,77.0,568.0,0.45649890042841434,0.325685443734983,0.04462595250015511,0.4996649088841537,4.594692707061768,,,,,,,,,,,,
82.0,97.0,0.6971459406614304,0.0,0.8126677071615925,0.5,0.0,nan,0.045364806866952795,0.0014581939799331103,50.0,388.0,0.3655807748436928,0.27638463204948494,0.0651521653695113,0.295738715589696,4.594692707061768,,,,,,,,,,,,
83.0,29.0,-0.44251163244247443,0.0,0.4888049401065605,0.6666666666666666,0.0,nan,0.04530758226037196,0.0014515050167224082,18.0,116.0,0.2633226364850998,0.23459175176886393,0.031013516999243214,0.34651653984864705,4.594692707061768,,,,,,,,,,,,
84.0,35.0,-0.29401662349700936,0.0,0.8914546438286999,0.3333333333333333,0.0,nan,0.04525035765379113,0.0014448160535117057,21.0,140.0,0.26022903621196747,0.2049790267300393,0.03884224282976772,0.26808543414279357,4.594692707061768,,,,,,,,,,,,
85.0,25.0,-0.6375851452350617,0.0,0.7956405271143944,0.42105263157894735,0.0,nan,0.0451931330472103,0.0014381270903010034,19.0,100.0,0.1108952984213829,0.24828580832807348,0.03162273750669556,0.27126091189008295,4.594692707061768,,,,,,,,,,,,
86.0,38.0,-0.730749570131302,0.0,0.9434038270194668,0.3181818181818182,0.0,nan,0.04513590844062947,0.0014314381270903011,22.0,152.0,0.24344314634799957,0.323286725293943,0.06789567214314286,0.39927861263337033,4.594692707061768,,,,,,,,,,,,
87.0,69.0,0.2091066455841062,0.0,0.763643652816473,0.5428571428571428,0.0,nan,0.045078683834048644,0.0014247491638795986,35.0,276.0,0.7819340974092484,0.21262318338722253,-0.0037490513908551293,0.374884188890109,4.594692707061768,,,,,,,,,,,,
88.0,154.0,1.3928183293342604,0.0,0.8665569769484812,0.4125,0.0,nan,0.045021459227467815,0.0014180602006688965,80.0,616.0,0.37494394555687904,0.25947717225790257,0.06076424201182817,0.3522194239110332,4.594692707061768,,,,,,,,,,,,
89.0,69.0,0.5787729775905612,0.0,0.8307521466320352,0.35135135135135137,0.0,nan,0.044964234620886986,0.001411371237458194,37.0,276.0,0.544739305973053,0.3870576893186808,0.07462867537219608,0.3793821200010754,4.594692707061768,,,,,,,,,,,,
90.0,170.0,0.05969416722655396,0.0,0.9141589825569558,0.39361702127659576,0.0,0.0,0.04490701001430615,0.0014046822742474917,94.0,680.0,0.09196348395198584,0.2547730324768054,0.05881050122661691,0.2714345006122416,4.594692707061768,1.0,0.0,0.0,0.0,0.0,1.520015001296997,1.2079905271530151,26.41483272239566,108.0,1.0,200.0,0.20316968858242013
91.0,58.0,-0.7337693649530412,0.0,0.8727860229745436,0.3793103448275862,0.0,nan,0.04484978540772532,0.0013979933110367894,29.0,232.0,0.23894119635224342,0.2896988560618223,0.057418284853438625,0.40901497258169794,4.594692707061768,,,,,,,,,,,,
92.0,72.0,0.5095606218278409,0.0,0.8996659216527774,0.4186046511627907,0.0,nan,0.04479256080114449,0.0013913043478260868,43.0,288.0,0.2704942300915718,0.27860767835773004,0.04978059067001439,0.34789543963344816,4.594692707061768,,,,,,,,,,,,
93.0,68.0,0.20573007732629733,0.0,0.8390217907462567,0.4864864864864865,0.0,nan,0.044735336194563664,0.0013846153846153847,37.0,272.0,0.328290119767189,0.2806647981287824,0.04896601589598504,0.38626061812920476,4.594692707061768,,,,,,,,,,,,
94.0,77.0,0.9694865587353709,0.0,0.9001712937310172,0.35555555555555557,0.0,nan,0.044678111587982836,0.0013779264214046822,45.0,308.0,0.28036142885684967,0.2968018023584591,0.06166238083461195,0.20774992660800756,4.594692707061768,,,,,,,,,,,,
95.0,115.0,1.0544840797781951,0.0,0.8856562343646905,0.3684210526315789,0.0,nan,0.04462088698140201,0.00137123745819398,57.0,460.0,0.7995841205120087,0.3577284458833674,0.055214287972916054,0.46111529744744795,4.594692707061768,,,,,,,,,,,,
96.0,67.0,1.4003569173812864,0.0,0.7834788587845498,0.5277777777777778,0.0,nan,0.04456366237482118,0.0013645484949832776,36.0,268.0,0.47702841460704803,0.22627518931949453,0.026233057724311948,0.25914463629335405,4.594692707061768,,,,,,,,,,,,
97.0,21.0,-0.417980640232563,0.0,0.8777875992540731,0.38461538461538464,0.0,nan,0.04450643776824034,0.0013578595317725753,13.0,84.0,0.21014085784554482,0.2559622500391145,0.05155457150457161,0.3263032693379828,4.594692707061768,,,,,,,,,,,,
98.0,27.0,-0.3485991847515107,0.0,0.973666896596966,0.2777777777777778,0.0,nan,0.044449213161659513,0.001351170568561873,18.0,108.0,0.43889521807432175,0.5855839197627373,0.3727642199093545,0.29839576903220777,4.594692707061768,,,,,,,,,,,,
99.0,14.0,-0.3491607093811036,0.0,0.8777875992540731,0.38461538461538464,0.0,nan,0.044391988555078685,0.0013444816053511705,13.0,56.0,0.40275419503450394,0.16916220254331296,-0.0075482371695605776,0.33240101267860417,4.594692707061768,,,,,,,,,,,,
100.0,94.0,-1.2308878594636916,0.0,0.7827889810860701,0.42,0.0,0.0,0.044334763948497856,0.0013377926421404684,50.0,376.0,0.4383184462785721,0.2916315990205476,0.06320340096982802,0.4344262813402824,4.594692707061768,1.0,0.0,0.0,0.5,0.0,-0.01247936487197876,1.5368293523788452,3.4769355587195605,24.0,1.0,33.0,-0.9446648019552232
