iteration,steps_collected,episode_return_mean,high_samples,low_samples,loss_high_total,loss_low_mean,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
20.0,92.0,-0.7930217099189758,20.0,368.0,0.11131374724209309,0.047333246007610845,1.0,0.0,0.25,0.0,0.17267850041389465,0.11688745021820068,12.179485291067977,10.0,1.0,200.0,12.1417916841805
21.0,37.0,-0.1658602055907249,8.0,148.0,0.032917480915784836,0.02258667167549021,,,,,,,,,,,
22.0,57.0,0.05941595315933229,12.0,228.0,0.05398957338184118,0.013417985874497648,,,,,,,,,,,
23.0,148.0,0.8938271303474898,32.0,592.0,0.4611942395567894,0.015739988443773723,,,,,,,,,,,
24.0,59.0,0.28404782623052593,12.0,236.0,-0.019161242060363293,0.020618301339363435,,,,,,,,,,,
25.0,200.0,-0.004929180443286912,44.0,800.0,0.021493275184184313,0.05003683470925138,,,,,,,,,,,
26.0,200.0,-0.5660832613706592,40.0,800.0,0.14667165279388428,0.06053242556964733,,,,,,,,,,,
27.0,200.0,-0.9783508241176613,40.0,800.0,0.04790286161005497,0.03391159721794912,,,,,,,,,,,
28.0,200.0,52.495306727290185,40.0,800.0,22.410415172576904,0.014811794408133856,,,,,,,,,,,
29.0,200.0,7.202824786305426,40.0,800.0,6.631369948387146,0.022946111816694703,,,,,,,,,,,
30.0,200.0,37.3997996121645,40.0,800.0,16.489099502563477,0.03403918485793933,,,,,,,,,,,
31.0,101.0,0.13166178107261667,24.0,404.0,0.11667688749730587,0.03182496809709663,,,,,,,,,,,
32.0,45.0,-0.11447520256042487,12.0,180.0,0.013234054204076529,0.021498244788540434,,,,,,,,,,,
33.0,84.0,-0.23512492269277555,20.0,336.0,0.08590297028422356,0.07680795215067704,,,,,,,,,,,
34.0,159.0,1.3756704157590867,32.0,636.0,0.3986666351556778,0.01915479932747178,,,,,,,,,,,
35.0,200.0,30.630459599941975,40.0,800.0,12.608945846557617,0.04656409812327861,,,,,,,,,,,
36.0,26.0,-0.3251481628417969,8.0,104.0,0.09647198021411896,0.025187119544590637,,,,,,,,,,,
37.0,200.0,9.286931881681085,40.0,800.0,3.603491425514221,0.0317704687123382,,,,,,,,,,,
38.0,200.0,-0.048054032400250524,40.0,800.0,0.05549407843500376,0.048281441994959096,,,,,,,,,,,
39.0,200.0,36.047846424579625,40.0,800.0,15.68131422996521,0.05347292852124497,,,,,,,,,,,
40.0,200.0,20.913923141360286,40.0,800.0,13.583551406860352,0.03039884757748723,1.0,0.0,0.0,0.25,1.9224520921707153,-0.16225910186767578,3.773170057218522,3.0,1.0,54.0,-0.05672097444534295
41.0,42.0,-0.37181715488433836,12.0,168.0,0.14427698031067848,0.03280692853493657,,,,,,,,,,,
42.0,200.0,0.18196618482470428,40.0,800.0,0.1360811460763216,0.057878100864328985,,,,,,,,,,,
43.0,117.0,4.314340594708918,24.0,468.0,2.4642260670661926,0.028124090404858748,,,,,,,,,,,
44.0,100.0,0.42199814170599037,20.0,400.0,0.16196465492248535,0.040019940379231844,,,,,,,,,,,
45.0,200.0,18.12151682116092,40.0,800.0,9.201163053512573,0.028963491097199423,,,,,,,,,,,
46.0,125.0,1.1284519612789163,28.0,500.0,0.17755775153636932,0.03125493635612031,,,,,,,,,,,
47.0,65.0,-0.062247347831726085,16.0,260.0,0.11765646375715733,0.04133790474492523,,,,,,,,,,,
48.0,200.0,8.056181641668083,40.0,800.0,14.896223068237305,0.03182443359085596,,,,,,,,,,,
49.0,44.0,-0.07833405971527097,12.0,176.0,0.06544181425124407,0.041735101782189137,,,,,,,,,,,
50.0,200.0,2.193594527244567,40.0,800.0,3.2310768365859985,0.045110945675936875,,,,,,,,,,,
51.0,58.0,0.6975816798210145,12.0,232.0,0.05927901342511177,0.056063974579003646,,,,,,,,,,,
52.0,159.0,-0.4622774237394333,32.0,636.0,0.035018942318856716,0.01980440092984992,,,,,,,,,,,
53.0,200.0,-0.0007971636950971639,40.0,800.0,0.08397314511239529,0.023948235445194914,,,,,,,,,,,
54.0,199.0,21.49560808673502,40.0,796.0,10.092538833618164,0.029699287478015535,,,,,,,,,,,
55.0,56.0,-0.3283532893657684,12.0,224.0,0.13872835226356983,0.05246895590677373,,,,,,,,,,,
56.0,75.0,0.44132433086633666,16.0,300.0,0.21458008885383606,0.02524028259249178,,,,,,,,,,,
57.0,200.0,55.09059104919435,40.0,800.0,28.815858364105225,0.011350777686217839,,,,,,,,,,,
58.0,200.0,27.947658908367174,44.0,800.0,9.402146816253662,0.016681503074877924,,,,,,,,,,,
59.0,98.0,-0.14918651461601268,20.0,392.0,0.14628516510128975,0.02446831761243007,,,,,,,,,,,
60.0,200.0,3.894520140439271,40.0,800.0,1.2765538692474365,0.04127595342402657,1.0,0.0,0.0,0.25,2.683985471725464,-0.08697742223739624,4.9126084127346985,4.0,1.0,68.0,-0.06886660635471335
61.0,81.0,-0.32474653184413893,20.0,324.0,0.12380813620984554,0.04020213248201965,,,,,,,,,,,
62.0,47.0,0.026960414946079314,12.0,188.0,0.15594030544161797,0.08873290754341412,,,,,,,,,,,
63.0,200.0,3.462859883904457,40.0,800.0,7.044952750205994,0.03243859354504508,,,,,,,,,,,
64.0,165.0,8.955562106706198,36.0,660.0,7.02594792842865,0.03040879490173687,,,,,,,,,,,
65.0,49.0,-0.5027929955720902,12.0,196.0,0.17758511379361153,0.06070324336720585,,,,,,,,,,,
66.0,109.0,0.15399795681238165,24.0,436.0,0.0514034703373909,0.025753383038988914,,,,,,,,,,,
67.0,200.0,0.3367732748389237,40.0,800.0,0.0552166560664773,0.05224263668589311,,,,,,,,,,,
68.0,98.0,2.0728903879225253,20.0,392.0,1.1713963150978088,0.07531044053217001,,,,,,,,,,,
69.0,200.0,0.14179647862911138,40.0,800.0,0.1769939363002777,0.038665022420980355,,,,,,,,,,,
70.0,200.0,11.588338257744914,40.0,800.0,4.788829207420349,0.04667750253757319,,,,,,,,,,,
71.0,200.0,6.839912920445203,40.0,800.0,2.860856771469116,0.06268906750207748,,,,,,,,,,,
72.0,200.0,19.48542895950377,40.0,800.0,10.385743141174316,0.03168904653890081,,,,,,,,,,,
73.0,47.0,-0.050273330211639405,12.0,188.0,0.13122685626149178,0.040763591476206784,,,,,,,,,,,
74.0,89.0,0.024333920180797275,20.0,356.0,0.08523334935307503,0.07770307016727429,,,,,,,,,,,
75.0,200.0,35.795941340178246,44.0,800.0,13.065352201461792,0.0266130529547568,,,,,,,,,,,
76.0,91.0,-0.033293560743331674,20.0,364.0,0.13313626497983932,0.061997493728284794,,,,,,,,,,,
77.0,135.0,0.1387354661710558,28.0,540.0,0.10309060104191303,0.03918666472438327,,,,,,,,,,,
78.0,200.0,12.13287120983005,40.0,800.0,5.026331901550293,0.07276757159525005,,,,,,,,,,,
79.0,73.0,0.34742836736142635,16.0,292.0,0.05950718652456999,0.0397690107497084,,,,,,,,,,,
80.0,143.0,0.21836213141679703,32.0,572.0,0.07731720432639122,0.06605052472953332,1.0,0.0,0.0,0.25,4.749941825866699,-0.16474932432174683,5.766710180687369,3.0,1.0,51.0,0.13737316370010375
81.0,36.0,-0.2626391804218292,8.0,144.0,0.2089102864265442,0.039985887130670666,,,,,,,,,,,
82.0,108.0,0.08732887625694263,24.0,432.0,0.222978375852108,0.05319466278768914,,,,,,,,,,,
83.0,92.0,0.9595216746628283,20.0,368.0,0.7851945012807846,0.06709227893637504,,,,,,,,,,,
84.0,47.0,-0.18937708854675295,12.0,188.0,0.2393343821167946,0.03987245906406098,,,,,,,,,,,
85.0,200.0,11.741829374432559,40.0,800.0,4.10387647151947,0.03836142738188997,,,,,,,,,,,
86.0,183.0,-0.26077744543552395,40.0,732.0,0.13609524071216583,0.051515583802181804,,,,,,,,,,,
87.0,200.0,-0.05811758488416688,40.0,800.0,-0.006300556939095259,0.03403299537756173,,,,,,,,,,,
88.0,200.0,65.27727285698059,60.0,800.0,11.988438367843628,0.033244975929086706,,,,,,,,,,,
89.0,200.0,30.52222543135287,44.0,800.0,10.306381702423096,0.05921691540920193,,,,,,,,,,,
90.0,77.0,0.07201625585556036,16.0,308.0,0.03063872316852212,0.09438995687087565,,,,,,,,,,,
91.0,108.0,4.210855114907027,24.0,432.0,2.5533905625343323,0.0461566846852084,,,,,,,,,,,
92.0,200.0,20.480473268777136,40.0,800.0,13.128854513168335,0.03628743078319019,,,,,,,,,,,
93.0,200.0,21.874047072231765,40.0,800.0,9.060307741165161,0.07952806604812426,,,,,,,,,,,
94.0,200.0,36.77226467430592,40.0,800.0,14.503448009490967,0.028214067312287483,,,,,,,,,,,
95.0,200.0,-0.4808221589773894,40.0,800.0,0.04140772018581629,0.19177960552847484,,,,,,,,,,,
96.0,29.0,-0.30393967866897587,8.0,116.0,0.052762371487915516,0.06489217059475025,,,,,,,,,,,
97.0,81.0,-0.20320806264877325,20.0,324.0,0.15847261250019073,0.05602832313914008,,,,,,,,,,,
98.0,200.0,3.3463114775717258,40.0,800.0,4.522829651832581,0.018842643762788214,,,,,,,,,,,
99.0,200.0,33.520912883430725,44.0,800.0,18.8572735786438,0.04005354207204315,,,,,,,,,,,
100.0,200.0,5.938133392482996,40.0,800.0,3.02635794878006,0.0607946812631468,1.0,0.0,0.25,0.0,1.5228253602981567,0.209244966506958,14.446599038492423,10.0,1.0,200.0,5.197378621250393
101.0,200.0,30.10098899528386,40.0,800.0,17.017244815826416,0.0526303457275219,,,,,,,,,,,
102.0,126.0,0.06174125313758835,28.0,504.0,0.23662635684013367,0.07431203217748816,,,,,,,,,,,
103.0,158.0,-0.7388471382856372,32.0,632.0,0.3547903373837471,0.0694817064474087,,,,,,,,,,,
104.0,200.0,2.4298369776457527,40.0,800.0,0.3987245336174965,0.05012543590410701,,,,,,,,,,,
105.0,200.0,38.40356874838473,48.0,800.0,14.237417936325073,0.030970975745873375,,,,,,,,,,,
106.0,42.0,-0.028524465560913065,12.0,168.0,0.023582240799441934,0.015412065656987363,,,,,,,,,,,
107.0,200.0,9.930275484174489,40.0,800.0,8.453948020935059,0.034976629046738594,,,,,,,,,,,
108.0,116.0,0.342559971809387,24.0,464.0,0.11862949840724468,0.06525347448243934,,,,,,,,,,,
109.0,200.0,17.500864086300144,40.0,800.0,9.341633558273315,0.0428235515658395,,,,,,,,,,,
110.0,148.0,9.624386536777022,32.0,592.0,4.424596071243286,0.04045387920101007,,,,,,,,,,,
111.0,200.0,16.721340553462507,40.0,800.0,6.140401363372803,0.05371651712612735,,,,,,,,,,,
112.0,59.0,-0.3526252964138985,12.0,236.0,0.39651598036289215,0.06769690995061263,,,,,,,,,,,
113.0,200.0,-0.15972396433353492,40.0,800.0,0.12111045606434345,0.07555266725353249,,,,,,,,,,,
114.0,200.0,8.520907129347323,40.0,800.0,8.757557153701782,0.041907309868861375,,,,,,,,,,,
115.0,200.0,19.12400348484517,40.0,800.0,21.970980644226074,0.03266791797156543,,,,,,,,,,,
116.0,66.0,0.1281414480507372,16.0,264.0,0.2068566344678402,0.14258022238794865,,,,,,,,,,,
117.0,200.0,5.524338321387768,40.0,800.0,9.421314001083374,0.07216191281679585,,,,,,,,,,,
118.0,200.0,43.220363465696586,44.0,800.0,15.3929922580719,0.03447448438586065,,,,,,,,,,,
119.0,89.0,-0.2562789702415469,20.0,356.0,0.03336770739406347,0.06456062893234105,,,,,,,,,,,
120.0,193.0,10.335140449255704,44.0,772.0,3.3879791498184204,0.04723432931109528,1.0,0.0,0.25,0.25,1.220880150794983,0.8024618625640869,12.306239393248688,8.0,1.0,141.0,5.878516265153885
121.0,200.0,14.772122210264207,40.0,800.0,12.944836378097534,0.04950308591941166,,,,,,,,,,,
122.0,106.0,0.6380530351400373,24.0,424.0,0.09151147864758968,0.055611891352237604,,,,,,,,,,,
123.0,200.0,19.686266350001095,40.0,800.0,9.900179624557495,0.039809079881692355,,,,,,,,,,,
124.0,200.0,0.5119100473821159,40.0,800.0,0.19311805069446564,0.0553026921164701,,,,,,,,,,,
125.0,55.0,0.22335503101348878,12.0,220.0,0.02109661209397018,0.07435434841911716,,,,,,,,,,,
126.0,90.0,-0.028851020336151133,20.0,360.0,0.5531093925237656,0.07429137562718324,,,,,,,,,,,
127.0,62.0,0.4645827028155326,16.0,248.0,0.08262508921325207,0.030233843957023877,,,,,,,,,,,
128.0,131.0,5.086471402049064,28.0,524.0,3.7789246439933777,0.04045895542395783,,,,,,,,,,,
129.0,103.0,-0.13688612759113294,24.0,412.0,0.1424485370516777,0.07088314989711411,,,,,,,,,,,
130.0,66.0,0.7706620359420776,16.0,264.0,0.09290619194507599,0.033052290704532084,,,,,,,,,,,
131.0,56.0,-0.1365390753746032,12.0,224.0,0.0903228335082531,0.10518659933075096,,,,,,,,,,,
132.0,200.0,28.92312801107764,40.0,800.0,17.13419198989868,0.016448905785750867,,,,,,,,,,,
133.0,200.0,38.72337047029288,44.0,800.0,12.300970077514648,0.030533016166474414,,,,,,,,,,,
134.0,200.0,32.14563637152316,44.0,800.0,10.988975286483765,0.035696793207570465,,,,,,,,,,,
135.0,115.0,10.019751971215012,24.0,460.0,4.768796324729919,0.05734421244760135,,,,,,,,,,,
136.0,200.0,54.9466339591891,44.0,800.0,18.856789588928223,0.03389153320485816,,,,,,,,,,,
137.0,165.0,40.332613652106375,36.0,660.0,26.333624839782715,0.02054003568636631,,,,,,,,,,,
138.0,49.0,-0.008109087646007498,12.0,196.0,0.18415743485093117,0.022376421267290888,,,,,,,,,,,
139.0,200.0,5.119441746175289,40.0,800.0,8.380203247070312,0.11219825028430108,,,,,,,,,,,
140.0,85.0,0.2165111660957337,20.0,340.0,0.16632742807269096,0.0535998190497291,1.0,0.0,0.0,0.25,5.405506610870361,-0.014596641063690186,7.117892907932401,4.0,1.0,61.0,0.2910206699371337
141.0,200.0,12.330752117559314,40.0,800.0,5.465888142585754,0.05346653797024459,,,,,,,,,,,
142.0,200.0,26.84741442874074,44.0,800.0,13.416195154190063,0.018224664021484926,,,,,,,,,,,
143.0,200.0,18.55553034171462,40.0,800.0,10.69319224357605,0.013416898179122505,,,,,,,,,,,
144.0,99.0,-0.3296934926509856,20.0,396.0,0.24280385673046112,0.038132447590896845,,,,,,,,,,,
145.0,200.0,0.27395472824573497,40.0,800.0,0.2669820189476013,0.05675142201505423,,,,,,,,,,,
146.0,200.0,37.51504347305745,40.0,800.0,14.062048196792603,0.010715067192514027,,,,,,,,,,,
147.0,140.0,-0.06934003084897994,28.0,560.0,0.3482595533132553,0.05144786175713101,,,,,,,,,,,
148.0,110.0,-0.3206117540597915,24.0,440.0,0.10246236249804497,0.03582611534132596,,,,,,,,,,,
149.0,200.0,33.47322787456214,44.0,800.0,15.159761667251587,0.030575176506843604,,,,,,,,,,,
150.0,200.0,22.203960874676703,40.0,800.0,14.687623023986816,0.02534704281973088,,,,,,,,,,,
151.0,164.0,32.07723477058113,36.0,656.0,13.924719095230103,0.019495158775100663,,,,,,,,,,,
152.0,90.0,0.030244587361812555,20.0,360.0,0.2700118348002434,0.14735880936226486,,,,,,,,,,,
153.0,96.0,-0.4030836200714113,20.0,384.0,0.27262431383132935,0.04836998407556514,,,,,,,,,,,
154.0,37.0,-0.3828111600875855,8.0,148.0,0.4131371006369591,0.03512253733844767,,,,,,,,,,,
155.0,111.0,9.11792607098818,28.0,444.0,4.737409472465515,0.04453089040421787,,,,,,,,,,,
156.0,169.0,36.11860322341324,40.0,676.0,11.206951379776001,0.02062378443202942,,,,,,,,,,,
157.0,134.0,4.925963772684336,28.0,536.0,1.3039049804210663,0.06611282136179852,,,,,,,,,,,
158.0,68.0,0.6119142484664916,16.0,272.0,0.2124239206314087,0.03739156036153091,,,,,,,,,,,
159.0,200.0,14.24365657046437,44.0,800.0,6.813573360443115,0.026717784962118962,,,,,,,,,,,
160.0,160.0,0.16556387543678275,32.0,640.0,0.15954577550292015,0.04243794554846403,1.0,0.0,0.5,0.0,0.2353641390800476,1.457655906677246,13.239141392812598,10.0,1.0,200.0,12.095444597303866
161.0,186.0,50.88192938655616,40.0,744.0,30.6337571144104,0.021258346105756942,,,,,,,,,,,
162.0,65.0,0.6293960928916928,16.0,260.0,0.15311077237129211,0.01733575936256493,,,,,,,,,,,
163.0,200.0,-0.08314772248268143,40.0,800.0,0.196938905864954,0.0347609124409729,,,,,,,,,,,
164.0,113.0,0.28213367134332673,24.0,452.0,0.4935886412858963,0.0863634067220369,,,,,,,,,,,
165.0,200.0,16.40824839100242,40.0,800.0,12.535521984100342,0.03569228761824661,,,,,,,,,,,
166.0,200.0,32.51209088750184,40.0,800.0,16.10440993309021,0.03721020738255909,,,,,,,,,,,
167.0,54.0,0.3462937927246094,12.0,216.0,0.07760387007147074,0.04173678722187796,,,,,,,,,,,
168.0,200.0,54.669405331462634,48.0,800.0,15.831255435943604,0.021551224048920403,,,,,,,,,,,
169.0,189.0,44.49685411363842,40.0,756.0,18.781810760498047,0.012605616826168564,,,,,,,,,,,
170.0,200.0,67.11338203102352,40.0,800.0,28.35340690612793,0.00777438830147581,,,,,,,,,,,
171.0,200.0,27.894053861126302,40.0,800.0,9.979574918746948,0.024650723299760813,,,,,,,,,,,
172.0,126.0,14.726226427555087,28.0,504.0,23.95621633529663,0.04191807333322828,,,,,,,,,,,
173.0,77.0,0.3379271331429482,16.0,308.0,0.10710755921900272,0.05992949628655486,,,,,,,,,,,
174.0,66.0,0.24523573458194728,16.0,264.0,0.8673856556415558,0.03605938620768967,,,,,,,,,,,
175.0,40.0,0.10230722278356558,8.0,160.0,0.07680035568773746,0.03839112742027737,,,,,,,,,,,
176.0,84.0,12.960945662707088,20.0,336.0,6.620660066604614,0.06185744829141271,,,,,,,,,,,
177.0,200.0,27.407333864644166,40.0,800.0,22.27070188522339,0.016769025613488253,,,,,,,,,,,
178.0,48.0,0.00048802018165594596,12.0,192.0,0.4464055597782135,0.2570487464385091,,,,,,,,,,,
179.0,58.0,0.5191515457630156,12.0,232.0,0.6924294978380203,0.12927621337892028,,,,,,,,,,,
180.0,200.0,10.859192205406723,40.0,800.0,16.081950664520264,0.021295033926122642,1.0,0.0,0.5,0.0,2.5456295013427734,3.515009880065918,9.533091631426942,10.0,1.0,200.0,16.04187961593271
181.0,200.0,12.406233122944837,40.0,800.0,7.917985439300537,0.012233635144670352,,,,,,,,,,,
182.0,200.0,45.12553030848503,40.0,800.0,26.60556173324585,0.0028692261106391115,,,,,,,,,,,
183.0,200.0,31.72534009367229,48.0,800.0,7.63808798789978,0.017067424231001382,,,,,,,,,,,
184.0,71.0,0.3098018968105317,16.0,284.0,0.23748000711202621,0.03642235803904015,,,,,,,,,,,
185.0,200.0,23.44313824335114,40.0,800.0,14.755078792572021,0.04047530202810812,,,,,,,,,,,
186.0,200.0,37.56656255424025,40.0,800.0,11.64600682258606,0.03826610489236948,,,,,,,,,,,
187.0,200.0,23.791987020149833,48.0,800.0,4.433281660079956,0.027730844866965754,,,,,,,,,,,
188.0,78.0,0.15849763870239247,16.0,312.0,0.11564295180141926,0.030521801782327884,,,,,,,,,,,
189.0,26.0,-0.31161170959472656,8.0,104.0,0.5528736412525177,0.028437629890994194,,,,,,,,,,,
190.0,186.0,65.14383900925519,44.0,744.0,15.08381724357605,0.013576789402549139,,,,,,,,,,,
191.0,94.0,-0.33648216962814326,20.0,376.0,0.3601631671190262,0.06549129148928046,,,,,,,,,,,
192.0,87.0,0.26210535645484884,20.0,348.0,0.19492307305335999,0.0360196136452231,,,,,,,,,,,
193.0,200.0,6.626663958281278,40.0,800.0,6.26558792591095,0.022498991630754972,,,,,,,,,,,
194.0,67.0,0.24041386723518368,16.0,268.0,0.786980614066124,0.1077724521830099,,,,,,,,,,,
195.0,141.0,27.25866107955575,32.0,564.0,14.496807336807251,0.033212802082893234,,,,,,,,,,,
196.0,200.0,31.5987144716084,40.0,800.0,25.573678493499756,0.021284614009346114,,,,,,,,,,,
197.0,89.0,0.26293011069297767,20.0,356.0,0.6021340936422348,0.1018961328243595,,,,,,,,,,,
198.0,83.0,0.1202727746963502,20.0,332.0,0.2129107303917408,0.07362676857172801,,,,,,,,,,,
199.0,200.0,40.28024954572322,44.0,800.0,14.103344440460205,0.041353883799914115,,,,,,,,,,,
200.0,74.0,-0.1621761345863343,16.0,296.0,0.4958571419119835,0.034868801735143506,1.0,0.0,0.0,0.25,2.368987560272217,3.7630953788757324,7.758732608912396,6.0,1.0,106.0,-0.0735092601180077
201.0,200.0,17.016820060461754,40.0,800.0,14.274929523468018,0.02555336022902832,,,,,,,,,,,
202.0,114.0,0.5721970534324647,24.0,456.0,0.12553537636995316,0.04634173819476267,,,,,,,,,,,
203.0,200.0,20.293646895512946,40.0,800.0,9.951213121414185,0.025352316466637603,,,,,,,,,,,
204.0,67.0,0.613828282356262,16.0,268.0,0.5814068019390106,0.03117488875213459,,,,,,,,,,,
205.0,200.0,36.671833058446644,44.0,800.0,14.488283157348633,0.017175049740510318,,,,,,,,,,,
206.0,200.0,10.194539548829196,40.0,800.0,9.476468086242676,0.07501012163619691,,,,,,,,,,,
207.0,56.0,-0.044500566124916104,12.0,224.0,0.5898770391941071,0.028818131959287792,,,,,,,,,,,
208.0,42.0,0.3246382522583008,12.0,168.0,0.3797794207930565,0.06838459086784934,,,,,,,,,,,
209.0,200.0,23.248346246033904,40.0,800.0,8.999767065048218,0.058029191203573305,,,,,,,,,,,
210.0,181.0,37.60024306900801,40.0,724.0,28.767054080963135,0.012541449663206805,,,,,,,,,,,
211.0,74.0,0.05285610318183892,16.0,296.0,0.5062961205840111,0.03560170101994942,,,,,,,,,,,
212.0,200.0,54.09061989262701,56.0,800.0,15.559417247772217,0.009368359855255193,,,,,,,,,,,
213.0,107.0,-0.4436270427703861,24.0,428.0,0.6903590559959412,0.05280975586468806,,,,,,,,,,,
214.0,146.0,0.1057449014484882,32.0,584.0,0.4313867911696434,0.039175857561993155,,,,,,,,,,,
215.0,200.0,27.37083308696747,40.0,800.0,12.76744818687439,0.026206013665344585,,,,,,,,,,,
216.0,200.0,58.48153637647632,44.0,800.0,16.02220582962036,0.05104836244120747,,,,,,,,,,,
217.0,172.0,13.027021378949284,36.0,688.0,7.020318627357483,0.02489635209167318,,,,,,,,,,,
218.0,60.0,1.0920305863022803,12.0,240.0,0.1928137019276619,0.02251561711073009,,,,,,,,,,,
219.0,84.0,0.29560583591461165,20.0,336.0,0.6511325240135193,0.008058574734508994,,,,,,,,,,,
220.0,200.0,16.297859630733722,40.0,800.0,7.428320407867432,0.04043205922923221,1.0,0.0,0.0,0.25,1.9762746095657349,0.5140032768249512,10.684222818323178,6.0,1.0,107.0,0.46121165335178355
221.0,200.0,57.339671688899415,44.0,800.0,21.96365976333618,0.03523616174925337,,,,,,,,,,,
222.0,200.0,36.32158274501563,48.0,800.0,13.508965730667114,0.02479167779916369,,,,,,,,,,,
223.0,175.0,0.06269758492708133,36.0,700.0,1.3051689267158508,0.06720255888075144,,,,,,,,,,,
224.0,103.0,0.49304071038961395,24.0,412.0,0.7727006375789642,0.04657085155513485,,,,,,,,,,,
225.0,82.0,0.9111985567212104,20.0,328.0,0.8567729294300079,0.04378650029821074,,,,,,,,,,,
226.0,200.0,70.33944814093411,44.0,800.0,20.89076519012451,0.007704497510576225,,,,,,,,,,,
227.0,200.0,81.63636128529909,40.0,800.0,24.812963008880615,0.003139683208400079,,,,,,,,,,,
228.0,55.0,0.6304360687732695,12.0,220.0,0.35720621049404144,0.025237625076665503,,,,,,,,,,,
229.0,200.0,92.45166711844507,60.0,800.0,18.217313289642334,0.005490741175028686,,,,,,,,,,,
230.0,200.0,58.65139157995584,48.0,800.0,13.913520812988281,0.01644130873213001,,,,,,,,,,,
231.0,102.0,10.819050328731535,24.0,408.0,4.912005662918091,0.05072755736954093,,,,,,,,,,,
232.0,181.0,34.84147405453025,40.0,724.0,7.796308875083923,0.024839488198082904,,,,,,,,,,,
233.0,200.0,66.02405893057586,40.0,800.0,33.501572608947754,0.015408440309717553,,,,,,,,,,,
234.0,200.0,3.602822456881404,40.0,800.0,5.460976719856262,0.024485956149312926,,,,,,,,,,,
235.0,83.0,-0.21373705744743346,20.0,332.0,0.7473673224449158,0.03854953944177453,,,,,,,,,,,
236.0,200.0,39.46399549990895,44.0,800.0,11.129153728485107,0.028616024382851712,,,,,,,,,,,
237.0,200.0,27.21736281290651,44.0,800.0,12.454742670059204,0.020197254964559264,,,,,,,,,,,
238.0,200.0,58.27842846550049,44.0,800.0,13.551275730133057,0.00714375123587363,,,,,,,,,,,
239.0,200.0,20.228319764323533,40.0,800.0,9.195802927017212,0.023240974392560787,,,,,,,,,,,
240.0,176.0,20.12970681130886,36.0,704.0,9.676424026489258,0.025778496490296732,1.0,0.0,0.25,0.0,4.374355316162109,1.3204275369644165,9.150172515730446,10.0,1.0,200.0,27.363650246709607
241.0,151.0,17.065461184605958,32.0,604.0,6.599111557006836,0.016424882810039065,,,,,,,,,,,
242.0,200.0,17.944705110043294,44.0,800.0,4.0583930015563965,0.03747304736223889,,,,,,,,,,,
243.0,200.0,34.24661961197856,40.0,800.0,9.272182703018188,0.034699119794123115,,,,,,,,,,,
244.0,81.0,-0.22000353097915654,20.0,324.0,1.2250944674015045,0.04038888302500794,,,,,,,,,,,
