iteration,episode_return_mean,train_success_rate,train_collision_rate,high_samples,loss_high_total,loss_high_actor,loss_high_value,high_entropy,high_approx_kl,high_clip_frac,high_entropy_coef,eval_episode_return_mean,eval_success_rate,eval_collision_rate,eval_steps_mean
24.0,0.23749958887696163,0.0,0.3125,154.0,0.11460198927670717,0.003623830232148369,0.3404940888285637,1.2174244125684102,-0.0033194896435209858,0.023237179964780807,0.04868383404864092,,,,
25.0,-0.2491022714972499,0.0,0.5,104.0,0.1559511860832572,0.0019562840461730957,0.41524403914809227,1.1028347313404083,-0.0005396186606958508,0.0,0.04862660944206009,,,,
26.0,-0.1432944352179769,0.0,0.5625,115.0,0.15019762376323342,-0.004067402798682451,0.4148230701684952,1.0942388623952866,-7.406115946650971e-05,0.0,0.048569384835479255,,,,
27.0,0.16876574173569547,0.0,0.625,151.0,0.1151686186591784,-0.019861973822116852,0.3760710755983988,1.0926115214824677,-0.006781343099040289,0.07399230046818653,0.04851216022889843,,,,
28.0,-0.3752465927600865,0.0,0.625,92.0,0.07089234190061688,-0.05856871488504112,0.3592839986085892,1.035620890557766,-0.0004885452290182002,0.0,0.0484549356223176,,,,
29.0,0.8963084935396899,0.0,0.5625,207.0,0.10057419748045504,-0.013374101836234331,0.335168638266623,1.1082346141338348,0.00852458132430911,0.10019531287252903,0.04839771101573677,,,,
30.0,0.5512540502101178,0.0,0.375,166.0,0.10673354876538117,0.005583335063420236,0.30904198189576465,1.104059507449468,0.0026566892283881316,0.0,0.04834048640915594,,,,
31.0,0.4899004732072345,0.0,0.25,176.0,0.10614075729002555,-0.004012242270012696,0.3244807037214438,1.0787870089213052,0.0043204050210382166,0.0264756940305233,0.04828326180257511,,,,
32.0,0.4978314413130275,0.0,0.25,168.0,0.09576746510962644,-0.002587846751945714,0.30293364077806473,1.1013036370277405,0.005183450635134553,0.020052083457509674,0.04822603719599428,,,,
33.0,1.0748961669579136,0.0,0.125,231.0,0.047958260867744684,-0.019595020334236324,0.2483065314590931,1.175033874809742,0.0091597670379997,0.03145032073371112,0.048168812589413454,,,,
34.0,0.7133017895370709,0.0,0.25,190.0,0.07015152896444002,-0.010501112944136063,0.2753677206734816,1.1853946050008137,-0.002529733717286338,0.01995127648115158,0.04811158798283262,,,,
35.0,1.0232629306614378,0.0,0.25,244.0,0.07219074061140418,-0.016780810547061265,0.2907389625906944,1.173627682030201,0.00043167010153410956,0.05686598573811352,0.04805436337625179,,,,
36.0,0.8670203464478237,0.0,0.125,208.0,0.05984078743495047,-0.008360725361853838,0.24942861776798964,1.1774201542139053,0.0011881105019710958,0.03515625,0.04799713876967096,,,,
37.0,0.7206705582141865,0.0,0.375,203.0,0.1162520800717175,0.014877198613248765,0.3078427128493786,1.096090316772461,0.006566948140971363,0.07484019920229912,0.04793991416309013,,,,
38.0,1.7907961095124465,0.0,0.25,310.0,0.06285231411457062,-0.00964282639324665,0.2565087050199509,1.164496225118637,0.008952625561505556,0.050462962687015535,0.0478826895565093,,,,
39.0,1.8271129870414708,0.0,0.125,305.0,0.032972495257854464,-0.013524853921262549,0.2032466880977154,1.152649462223053,0.004659950511995703,0.0608577810227871,0.047825464949928474,,,,
40.0,1.0145091255009158,0.0,0.125,227.0,0.037138731218874454,-0.014749816837138496,0.2127947793342173,1.141110599040985,-0.0020483251428231597,0.07416294701397419,0.047768240343347645,2.0678550335764863,0.0,0.125,144.375
41.0,2.121086428165434,0.0625,0.3125,312.0,0.05323951654136181,-0.008677971456199885,0.23232970386743546,1.1369986951351165,0.004785415413789452,0.04062500018626452,0.04771101573676681,,,,
42.0,1.8478777723014335,0.0,0.25,279.0,0.07208672724664211,0.01312291999347508,0.2241383232176304,1.1143993139266968,0.0021134657319635155,0.04072690233588219,0.04765379113018598,,,,
43.0,2.7397601993381944,0.0,0.0625,384.0,0.004594853225474556,-0.008609835912163058,0.13416236483802396,1.1319407473007836,0.0034426716156303883,0.099609375,0.04759656652360515,,,,
44.0,1.50603548415005,0.0,0.3125,269.0,0.08878265731036664,-0.0016277964459732175,0.2751518689095974,0.9921357303857804,-0.0014285948127508163,0.04128605797886849,0.04753934191702432,,,,
45.0,2.8169534938037364,0.0,0.1875,373.0,0.015242543071508408,-0.007202398730441928,0.14060721763720113,1.0079303259650865,0.011292007712957759,0.06973516133924325,0.047482117310443495,,,,
46.0,3.3058048979938,0.0,0.0,418.0,-0.014320355307843003,-0.0013054225793374436,0.07005563285201788,1.0130281107766288,0.004668969261859144,0.08061974801655326,0.047424892703862666,,,,
47.0,3.349202032983299,0.0,0.0,409.0,-0.037631454811032326,-0.01097034799334194,0.04730459109746984,1.0621886870690753,0.005170362743748618,0.08466517845434801,0.04736766809728184,,,,
48.0,3.267126396298405,0.0,0.0,397.0,-0.04255883136231984,-0.014281941577792168,0.04133600169526679,1.034547318305288,0.0065871243298585925,0.1480940942253385,0.047310443490701,,,,
49.0,2.8944051123410426,0.0,0.0625,373.0,-0.008584309136494994,-0.007551256179188688,0.09345782664604485,1.010766456524531,0.012579769225946317,0.14131289285918075,0.04725321888412017,,,,
50.0,3.0303700504172553,0.0,0.0625,378.0,-0.020860076881945133,-0.011704782800128061,0.07016048983981212,0.9372731770078341,0.021113672177307308,0.17003412296374637,0.047195994277539344,,,,
51.0,2.7805218179523914,0.0,0.125,364.0,0.011720777954906225,-0.0014882470325877268,0.11147889060278733,0.9022386545936266,0.0017538352597815294,0.07611268945038319,0.047138769670958515,,,,
52.0,2.943153679296371,0.0,0.125,363.0,-0.0018725764627257981,-0.006539421311269203,0.09947873372584581,0.9573288336396217,0.005549339150699476,0.07898800897722442,0.047081545064377686,,,,
53.0,1.976502388268707,0.0,0.1875,275.0,0.05596211180090904,-0.01454924661666155,0.23057154640555383,0.9521543622016907,0.0022781370440497994,0.06393914483487606,0.04702432045779686,,,,
54.0,2.8036445177718963,0.0,0.1875,346.0,0.016182476965089638,-0.016167108124742903,0.15239505842328072,0.9335885594288508,0.01363680053812762,0.1253004812945922,0.04696709585121603,,,,
55.0,2.8399654946476187,0.0,0.1875,351.0,0.03130370766545335,0.003296325293680032,0.14277849563707906,0.9247917930285136,0.011356283095665276,0.1459383393327395,0.04690987124463519,,,,
56.0,2.9670768290013045,0.0,0.0625,340.0,0.013869503978639841,0.0031230677850544453,0.10922352348764737,0.9362400397658348,0.016628422696764268,0.146484375,0.046852646638054364,,,,
57.0,3.1126565715670544,0.0,0.0,372.0,-0.024201830383390188,-0.00922097840035955,0.05067739503768583,0.8616131693124771,0.0010067337013121382,0.026292067331572373,0.046795422031473535,,,,
58.0,3.7404599408805326,0.0,0.0,404.0,-0.025110817913498194,0.004542085475155285,0.020903737350766147,0.8580727194036756,0.010113326026060219,0.07868303637951612,0.046738197424892707,,,,
59.0,2.221550510879603,0.0,0.0,300.0,0.01433198619633913,-0.01124150802497752,0.1379601575434208,0.9298560470342636,0.003633887029718608,0.09715909101068974,0.04668097281831188,,,,
60.0,2.4803622458130095,0.0,0.0,311.0,-0.014234449248760939,-0.015105965267866851,0.08237611008808017,0.8647211492061615,0.009001443209126592,0.12401988692581654,0.04662374821173105,2.867289664223787,0.0,0.0,169.375
61.0,2.7338559675775436,0.0625,0.0625,310.0,0.02030815165489912,-0.019851532112807036,0.15875509195029736,0.8421900421380997,0.015250927663873882,0.16302083283662797,0.04656652360515022,,,,
62.0,3.496742034722116,0.0625,0.0625,366.0,-0.010732731781899929,-0.007510996423661709,0.0783938804330925,0.9120471353332201,0.012604797152259076,0.08791893099745114,0.046509298998569384,,,,
63.0,2.2541900175809833,0.0625,0.1875,276.0,0.028898456878960133,-0.029331344924867154,0.2012967795133591,0.9131688803434372,0.005413906881585717,0.023906250298023225,0.046452074391988556,,,,
64.0,3.5145349574647806,0.1875,0.0625,345.0,-0.0011843790610631306,-0.014137220568954945,0.11115818781157334,0.9187711849808693,-0.00021928096733366448,0.12184895823399225,0.04639484978540773,,,,
65.0,3.4167087440937722,0.0625,0.0,380.0,-0.021102282839516796,-0.013188492661962906,0.06408086031054457,0.8622413699825604,0.006560945129119014,0.09396701430281003,0.0463376251788269,,,,
66.0,3.4500825150124697,0.1875,0.0625,325.0,-0.009061680485804875,-0.010760649340227246,0.08888750030503918,0.923604428768158,0.007122350926996053,0.11171875024835268,0.04628040057224607,,,,
67.0,3.575344378091391,0.125,0.0625,346.0,0.011779163343211014,-0.010744793651004631,0.12713694168875614,0.8879640003045399,0.01356928553044175,0.07767427914465466,0.04622317596566524,,,,
68.0,3.468303142562505,0.25,0.125,316.0,0.027497174404561522,-0.002439550962299109,0.14429883118718864,0.9143684417009355,0.012827681668568403,0.09161458350718021,0.04616595135908441,,,,
69.0,3.5118336000293455,0.3125,0.125,319.0,0.023658847995102407,-0.006023492245003582,0.14561738222837448,0.9353186279535294,0.0036803657421842217,0.03214285746216774,0.046108726752503576,,,,
70.0,3.446260215668004,0.1875,0.0,328.0,-0.05443924440381427,-0.04601914001007874,0.07026441930793226,0.9457305868466694,0.008057041831004122,0.17578125,0.04605150214592275,,,,
71.0,3.5117883759364457,0.3125,0.0,297.0,-0.02516644923016429,-0.01368605149909854,0.06320384787395597,0.9366887003183365,0.015281422017142178,0.08079268261790276,0.04599427753934192,,,,
72.0,3.6548570597078616,0.3125,0.0625,350.0,0.006972016766667366,-0.0037378510266231992,0.11058847280219197,0.9705535173416138,0.016325583288562484,0.08567708358168602,0.04593705293276109,,,,
73.0,3.730884258523579,0.3125,0.0625,347.0,0.007067905583729346,-0.01572558945432926,0.1295453739973406,0.9149814347426096,-5.358185929556687e-05,0.08239293936640024,0.04587982832618026,,,,
74.0,1.304243086092172,0.0625,0.0,193.0,-0.037091951817274094,-0.09799140808172524,0.2138729878643062,1.0046795457601547,0.002305520058143884,0.0634765625,0.04582260371959943,,,,
75.0,3.769793013855811,0.25,0.0,343.0,-0.03528711634377638,-0.023207216911638774,0.061970291348795094,0.9409961700439453,0.005346697832768162,0.11483808839693666,0.0457653791130186,,,,
76.0,3.609083024654534,0.5,0.0625,328.0,0.11354542818541327,0.05270591975810627,0.2087779864668846,0.9527727887034416,0.0008050128817558289,0.15364583333333331,0.04570815450643777,,,,
77.0,3.434116709176447,0.1875,0.0,340.0,-0.03172792851304014,-0.013225592828045288,0.053291775907079376,0.9889880493283272,0.00573224146743693,0.09023437555879354,0.04565092989985694,,,,
78.0,3.277002465650437,0.4375,0.0,304.0,0.007100626081228256,-0.021259351260960103,0.14596129767596722,0.9786586105823517,0.012275804742239417,0.092708333209157,0.04559370529327611,,,,
79.0,3.230429453551766,0.1875,0.125,341.0,0.019124754704535007,-0.02140415320172906,0.16441277988875905,0.9152547518412272,0.005379223972947026,0.1345796138048172,0.04553648068669528,,,,
80.0,2.6644331700354797,0.25,0.25,268.0,0.08409633897244931,-0.015521842194721103,0.2790318222716451,0.8772731810808182,0.014966692903544755,0.04635416679084301,0.04547925608011445,3.5588819310057405,0.125,0.125,177.0
81.0,4.029507912483529,0.5,0.0,359.0,0.004210263801117738,-0.018450055193776883,0.12666331169505912,0.8954099069039027,0.019735331220241882,0.1651976502810915,0.045422031473533624,,,,
82.0,3.9774580990395005,0.25,0.0,361.0,-0.011359568452462554,-0.007838057431702811,0.07294687970230976,0.8816294272740681,-2.2495747543871403e-05,0.06362741316358247,0.045364806866952795,,,,
83.0,3.937356250425797,0.1875,0.0,369.0,-0.02736809803172946,-0.01284655441850191,0.05409566701079408,0.9174927075703938,0.004422562740122278,0.14380048929403225,0.04530758226037196,,,,
84.0,3.78004301253182,0.3125,0.0625,348.0,-0.015853165726487834,-0.017443337438938517,0.08275232231244445,0.8792414665222168,0.004345739997612933,0.05106026803453763,0.04525035765379113,,,,
85.0,3.452318201772866,0.4375,0.0,316.0,0.028538999520242216,-0.007529101963154972,0.15021000355482103,0.8637794464826585,0.003577925858553499,0.12359375003725291,0.0451931330472103,,,,
86.0,3.6171726733981586,0.25,0.125,371.0,0.02463577315211296,-0.0035711020076026516,0.1321446116392811,0.8389202753702799,0.0033152938631246798,0.07507404033094645,0.04513590844062947,,,,
87.0,3.4501822173036607,0.5625,0.1875,313.0,0.04700608886778355,-0.010350325144827366,0.19058664292097094,0.8415709167718888,0.0065450919209979475,0.0741913378238678,0.045078683834048644,,,,
88.0,3.3460704610124195,0.25,0.0625,325.0,0.04578408443679412,0.0031501778479044633,0.1637633539115389,0.8717569137612978,0.012538597802631557,0.039453125248352684,0.045021459227467815,,,,
89.0,3.031215434536567,0.3125,0.0625,324.0,-0.02322451149423917,-0.04227016718747715,0.11556123181556661,0.8614615102608998,0.0035901666075612106,0.0234375,0.044964234620886986,,,,
90.0,4.015674850698558,0.3125,0.0,381.0,-0.008373479126021266,-0.00826081874159475,0.07524071851124366,0.840247854590416,0.008989995636511594,0.08947020163759589,0.04490701001430615,,,,
91.0,3.797337472359647,0.5,0.0625,318.0,0.038857321627438074,-0.00995016759261489,0.1730155637487769,0.8405902147293092,0.006241886323550716,0.085685483366251,0.04484978540772532,,,,
92.0,3.916554986070838,0.625,0.0625,297.0,0.018053915910422803,-0.008892695233225823,0.12873775269836188,0.8354571580886841,0.004799571496550925,0.0689786583185196,0.04479256080114449,,,,
93.0,3.8419435668468904,0.375,0.0625,327.0,-0.01830370801811417,-0.023860095689694084,0.08522683211291829,0.828361506263415,0.01388856628909707,0.11439732213815053,0.044735336194563664,,,,
94.0,4.017838067319241,0.5,0.0625,327.0,-0.02318136114627123,-0.02544745965860784,0.07727566027703384,0.8140839636325836,0.01932039276289288,0.03590029788513978,0.044678111587982836,,,,
95.0,4.361118063603059,0.6875,0.0,331.0,-0.026830972948422033,-0.01025171026897927,0.037410019276042775,0.7907568787535031,0.006330550493051608,0.09741950780153275,0.04462088698140201,,,,
96.0,4.271462121456858,0.5,0.0,372.0,-0.01694040924000243,-0.004646135571723183,0.04583817503104607,0.7901810680826504,0.007824991693875441,0.0258413462433964,0.04456366237482118,,,,
97.0,4.314203138439913,0.5625,0.0,376.0,-0.017810037670036156,-0.0026607156420747438,0.04189669449503223,0.8110662375887234,0.005368596015614457,0.04399181576445699,0.04450643776824034,,,,
98.0,4.272897063670676,0.625,0.0,365.0,-0.026159579788024225,-0.00880413199774921,0.03573069667133192,0.7923829083641369,0.016725044969158866,0.15445601909110943,0.044449213161659513,,,,
99.0,3.922283249204043,0.375,0.0625,384.0,0.008121408444518844,-0.0023345442799230414,0.09156095267583926,0.7957409247756004,0.009455587908936042,0.08919270833333333,0.044391988555078685,,,,
100.0,3.7869930082559558,0.5,0.0,306.0,-0.02118718270212412,-0.008199379872530698,0.04456495875492692,0.7955445796251297,0.005912899231771008,0.032999999821186066,0.044334763948497856,3.711293907696378,0.625,0.125,147.0
101.0,4.262958179553969,0.75,0.0,339.0,-0.040247354578847684,-0.02490692523618539,0.03614941860238711,0.7546747351686159,0.002909605876387407,0.026761239084104695,0.04427753934191703,,,,
102.0,3.9187384067848297,0.6875,0.0,317.0,-0.014508932270109654,-0.008537542168051004,0.05448390003293753,0.751087835431099,0.004518088203622028,0.023783299140632153,0.0442203147353362,,,,
103.0,3.9588229856954396,0.6875,0.0625,347.0,0.011587235998983184,-0.007245345118766029,0.10143997721994916,0.7220375488201777,0.007146221333338568,0.07906539334605137,0.04416309012875537,,,,
104.0,3.934881934374568,0.5625,0.0625,386.0,-0.0636222648567387,-0.07428170022155557,0.08367248681107801,0.7068630254694394,0.0013122986336903911,0.018415178571428572,0.04410586552217454,,,,
105.0,3.7543160056229654,0.5,0.0625,407.0,0.040434716003281725,-0.000686125098062413,0.1447417519188353,0.7094437969582421,0.013900072330475917,0.13358889733042034,0.044048640915593705,,,,
106.0,3.776522500813004,0.625,0.0625,313.0,0.022461373917758466,-0.00042526470497250557,0.10888240635395051,0.7172891527414322,0.009371110191568733,0.044901315495371824,0.043991416309012876,,,,
107.0,4.120998770827423,0.3125,0.0,436.0,-0.022754082323185033,-0.005622522822315139,0.028922558429517915,0.7190945744514465,0.003008828398638538,0.047433035980377874,0.04393419170243205,,,,
108.0,3.6383215169841394,0.375,0.0,405.0,-0.004339509177953005,-0.012514230662158557,0.08003266035978283,0.7257021282400403,0.0034309611905233134,0.061569940830980024,0.04387696709585122,,,,
109.0,4.153916074638252,0.5625,0.0,398.0,-0.024353922810405493,-0.02174966922029853,0.055405637315873585,0.6916305358920778,0.009804960598038244,0.0576371175370046,0.04381974248927039,,,,
110.0,3.916656366987151,0.5625,0.0625,358.0,0.007330893538892269,-0.0023803209575513997,0.07906337610135475,0.6814158707857132,0.0009475421393290162,0.024842379614710808,0.04376251788268956,,,,
111.0,3.7621971629047732,0.4375,0.0,429.0,0.0010471552876489501,-0.004863768150763852,0.0700640687053757,0.6663063168525696,0.010563094098220711,0.05504712336031454,0.043705293276108725,,,,
112.0,4.2819402781594516,0.6875,0.0,343.0,-0.009443232091143727,0.004989865391204754,0.03673687429788212,0.7515002191066742,0.0021231414284557104,0.10427989127735296,0.043648068669527904,,,,
113.0,3.682154529448596,0.5,0.125,335.0,0.04829443579850097,-0.010575704703417916,0.1794418511757006,0.7077354292074839,0.014497653193150956,0.10199652891606092,0.04359084406294707,,,,
114.0,3.760467642759901,0.375,0.0,360.0,-0.015511265334983666,-0.004677811249469717,0.038710547223066286,0.6934577897191048,0.005444328145434459,0.037760416977107525,0.04353361945636624,,,,
115.0,4.3064952742122085,0.5625,0.0,386.0,0.013135767076164484,0.022546270330037387,0.042994162400386164,0.710904883486884,0.005008178563522441,0.09263392857142856,0.04347639484978541,,,,
116.0,3.578962249420581,0.5,0.125,323.0,-0.00979233890150984,-0.051032913072655596,0.1464933567525198,0.7371422350406647,0.018334992074718077,0.10091145957509676,0.04341917024320458,,,,
117.0,4.194999298588369,0.5,0.0,361.0,-0.022522858499238886,-0.005665899254381657,0.02966019456895689,0.7307572215795517,0.013312609453957217,0.09417873496810594,0.04336194563662375,,,,
118.0,3.6446575847035243,0.5,0.125,312.0,0.05974311670288444,-0.012838437058962883,0.2086528141051531,0.7330575227737427,0.01411376758478582,0.03828125055879355,0.043304721030042924,,,,
119.0,3.970336965108287,0.625,0.0,312.0,-0.021823973767459395,-0.01414571376517415,0.04868035251274705,0.7403535336256027,0.004122544580604882,0.09587053582072258,0.04324749642346209,,,,
120.0,3.7457043445482823,0.6875,0.0,295.0,-0.012296739593148233,-0.015251711709424853,0.06545037096366287,0.6892805457115174,0.00944035875145346,0.09266826957464219,0.04319027181688126,4.3716473776561875,0.75,0.0,159.875
121.0,4.392201203037981,0.625,0.0,395.0,0.018058306570830088,0.03188468722094382,0.034296817279287746,0.7181220459086554,0.013994358413453612,0.11835430243185588,0.04313304721030043,,,,
122.0,4.156764303855595,0.5625,0.0,352.0,-0.0009392940749724705,0.0032092800829559565,0.05489931674674153,0.733549137910207,0.0037588758083681264,0.006510416666666666,0.0430758226037196,,,,
123.0,3.9582432704325736,0.4375,0.0625,341.0,-0.02820978717257579,-0.03205779435423513,0.07208078851302464,0.7483365088701248,0.01201674749609083,0.13188244107489783,0.04301859799713877,,,,
124.0,4.428887709127736,0.75,0.0,355.0,-0.006639098826174934,0.0049923594342544675,0.0405491196239988,0.742667498687903,0.0029141903311635056,0.0790550597012043,0.042961373390557944,,,,
125.0,4.176866970825937,0.5,0.0,343.0,-0.012371341076989967,-0.0022174343078707652,0.0451279558862249,0.7625809287031491,0.001816174966127922,0.07056725521882375,0.04290414878397711,,,,
126.0,3.663764847945419,0.4375,0.0625,320.0,0.013884946703910828,-0.007284682989120484,0.10810187794268132,0.7674135446548462,0.005248318426311016,0.049218750000000006,0.04284692417739629,,,,
127.0,4.349171124491837,0.6875,0.0,327.0,-0.061967991292476654,-0.051302117217953004,0.04200931646240254,0.7401438156763712,0.008826096872022996,0.028087797885139782,0.04278969957081545,,,,
128.0,4.052401393274774,0.75,0.0,308.0,-0.022772521991282702,-0.013684092275798322,0.04540648637339473,0.743969875574112,0.019531840481795373,0.1414663463830948,0.04273247496423462,,,,
129.0,3.4502546043437876,0.5,0.125,301.0,0.04040504163131118,-0.01726905768737197,0.1765898207202554,0.7175308525562287,0.012797779203538084,0.11531250067055226,0.04267525035765379,,,,
130.0,4.1452737399190625,0.4375,0.0,370.0,-0.015848544348652162,-0.0028147113137796014,0.0369873884289215,0.73976980894804,-0.001925417910873269,0.011901041648040215,0.042618025751072965,,,,
131.0,3.923162583010268,0.625,0.0625,327.0,-0.01853159659852584,-0.02580415162568291,0.07885393705995132,0.7554936483502388,0.0037968046381138265,0.04436383955180645,0.042560801144492136,,,,
132.0,4.03490051185479,0.25,0.0,393.0,0.008662035422665732,0.02307888291709657,0.032595028302499225,0.722630113363266,0.0013177732512953558,0.05363343256924833,0.04250357653791131,,,,
133.0,3.9465450865216525,0.5625,0.0,341.0,0.0013140436106671889,0.0033694099790106216,0.06181191823755701,0.7765408332149187,0.009809038485400379,0.0634300597012043,0.04244635193133047,,,,
134.0,4.324929674142619,0.5,0.0,382.0,-0.017272951547056437,-0.0036030718086597817,0.038743324422587946,0.7794814979036648,0.002868903752338762,0.05103326588869095,0.04238912732474964,,,,
135.0,3.2727126377541547,0.375,0.1875,302.0,0.04572651963680983,-0.01686804322525859,0.19099415503442288,0.7772510439157486,0.012109476649493446,0.12938179327175023,0.042331902718168814,,,,
136.0,4.232582143659235,0.6875,0.0,364.0,-0.010141556616872549,-0.02449794625863433,0.09509522064278522,0.7851324751973152,0.03296061463091367,0.18732244335114956,0.042274678111587985,,,,
137.0,3.9725827186182108,0.5625,0.0625,319.0,0.006722168158739806,-0.0072825264651328325,0.09218939542770387,0.7601122617721559,0.003538732117158361,0.035317460633814336,0.042217453505007156,,,,
138.0,3.8037357831839445,0.5,0.0,322.0,0.10495881092113753,0.10906077936912575,0.05434155805657307,0.741759459177653,0.0206055191035072,0.20768229166666666,0.04216022889842633,,,,
139.0,3.9758699459768794,0.375,0.0625,380.0,0.006005405836428205,-0.004769938571068147,0.0831180140376091,0.7311512778202692,-0.004174921807134524,0.047439236504336194,0.0421030042918455,,,,
140.0,3.914575911080462,0.5625,0.0,328.0,-0.008347840048372746,-0.005794696897889176,0.05617584753781557,0.7287548730770746,0.007503811658049623,0.03515625,0.04204577968526467,3.4903519900329374,0.25,0.125,162.5
141.0,4.301213814369399,0.75,0.0,349.0,-0.0024072162341326475,-0.0010077851669241984,0.05938285185645024,0.7404602592190106,0.006169050640892237,0.07648617091278234,0.041988555078683834,,,,
142.0,4.039023020192976,0.625,0.0,328.0,0.002796347951516509,0.0043427079217508435,0.05819836103667815,0.7308506667613983,0.03238422183009485,0.23177083333333331,0.041931330472103005,,,,
143.0,3.9474367805477204,0.625,0.0625,320.0,0.019003993272781374,-0.0012538551818579435,0.10296796336770059,0.7457145929336548,-0.0001322997733950615,0.0734375,0.041874105865522177,,,,
144.0,4.1744674196466764,0.375,0.0,412.0,-0.0037759054186088698,0.004099866716257695,0.046137302448706966,0.7399983320917402,0.007746901928580232,0.08561862286712442,0.04181688125894135,,,,
145.0,3.365832147952167,0.5625,0.1875,305.0,0.0859849289059639,0.002843646053224802,0.2266677100211382,0.7230081915855409,-0.0003779503069381463,0.016039540711790323,0.04175965665236052,,,,
